Cenário Projeção;natureza;ICAO;Sentido;Ano;Passageiros
Tendencial;Doméstico;SBST;Total;2050;154412,0
Tendencial;Doméstico;SBST;Total;2051;157306,0
Tendencial;Doméstico;SBST;Total;2052;160286,0
Tendencial;Doméstico;SBST;Total;2053;163334,0
Tendencial;Doméstico;SBST;Total;2054;166440,0
Tendencial;Doméstico;SBSV;Total;2025;6980919,6088
Tendencial;Doméstico;SBSV;Total;2026;7029890,9
Tendencial;Doméstico;SBSV;Total;2027;7147587,6559999995
Tendencial;Doméstico;SBSV;Total;2028;7478805,136
Tendencial;Doméstico;SBSV;Total;2029;7684888,25
Tendencial;Doméstico;SBSV;Total;2030;7853875,066
Tendencial;Doméstico;SBSV;Total;2031;8009679,868
Tendencial;Doméstico;SBSV;Total;2032;8161282,493
Tendencial;Doméstico;SBSV;Total;2033;8311905,752
Tendencial;Doméstico;SBSV;Total;2034;8463696,893
Tendencial;Doméstico;SBSV;Total;2035;8617439,776
Tendencial;Doméstico;SBSV;Total;2036;8774303,302
Tendencial;Doméstico;SBSV;Total;2037;8934554,544
Tendencial;Doméstico;SBSV;Total;2038;9098882,615
Tendencial;Doméstico;SBSV;Total;2039;9267054,043
Tendencial;Doméstico;SBSV;Total;2040;9439728,641
Tendencial;Doméstico;SBSV;Total;2041;9616633,105
Tendencial;Doméstico;SBSV;Total;2042;9798369,385
Tendencial;Doméstico;SBSV;Total;2043;9984519,304
Tendencial;Doméstico;SBSV;Total;2044;10175379,834
Tendencial;Doméstico;SBSV;Total;2045;10370572,731
Tendencial;Doméstico;SBSV;Total;2046;10571603,066
Tendencial;Doméstico;SBSV;Total;2047;10777219,104
Tendencial;Doméstico;SBSV;Total;2048;10987908,733
Tendencial;Doméstico;SBSV;Total;2049;11202904,638
Tendencial;Doméstico;SBSV;Total;2050;11422663,259
Tendencial;Doméstico;SBSV;Total;2051;11652323,564
Tendencial;Doméstico;SBSV;Total;2052;11889309,751
Tendencial;Doméstico;SBSV;Total;2053;12132080,675999999
Tendencial;Doméstico;SBSV;Total;2054;12380142,769
Tendencial;Doméstico;SBTB;Total;2025;20866,239962
Tendencial;Doméstico;SBTB;Total;2026;20241,42513956
Tendencial;Doméstico;SBTB;Total;2027;20984,65131008
Tendencial;Doméstico;SBTB;Total;2028;22383,76526295
Tendencial;Doméstico;SBTB;Total;2029;23282,9724159
Tendencial;Doméstico;SBTB;Total;2030;24095,88253707
Tendencial;Doméstico;SBTB;Total;2031;24746,71510038
Tendencial;Doméstico;SBTB;Total;2032;25457,5217242
Tendencial;Doméstico;SBTB;Total;2033;26072,32322423
Tendencial;Doméstico;SBTB;Total;2034;26767,12856783
Tendencial;Doméstico;SBTB;Total;2035;27377,94275346
Tendencial;Doméstico;SBTB;Total;2036;28090,76874041
Tendencial;Doméstico;SBTB;Total;2037;28731,60921605
Tendencial;Doméstico;SBTB;Total;2038;29470,46492752
Tendencial;Doméstico;SBTB;Total;2039;30131,3363834
Tendencial;Doméstico;SBTB;Total;2040;30924,22453526
Tendencial;Doméstico;SBTB;Total;2041;31637,13031446
Tendencial;Doméstico;SBTB;Total;2042;32462,05545958
Tendencial;Doméstico;SBTB;Total;2043;33210,99996942
Tendencial;Doméstico;SBTB;Total;2044;34069,96441127
Tendencial;Doméstico;SBTB;Total;2045;34846,9498405
Tendencial;Doméstico;SBTB;Total;2046;35713,95674456
Tendencial;Doméstico;SBTB;Total;2047;36494,98512542
Tendencial;Doméstico;SBTB;Total;2048;37396,03724769
Tendencial;Doméstico;SBTB;Total;2049;38215,11313306
Tendencial;Doméstico;SBTB;Total;2050;39166,21328406
Tendencial;Doméstico;SBTB;Total;2051;40045,3697451
Tendencial;Doméstico;SBTB;Total;2052;40956,56672036
Tendencial;Doméstico;SBTB;Total;2053;41891,79551936
Tendencial;Doméstico;SBTB;Total;2054;42849,05320372
Tendencial;Doméstico;SBTC;Total;2025;22586,0
Tendencial;Doméstico;SBTC;Total;2026;23090,6768904
Tendencial;Doméstico;SBTC;Total;2027;23364,6575475
Tendencial;Doméstico;SBTC;Total;2028;24348,7212933
Tendencial;Doméstico;SBTC;Total;2029;24897,2350354
Tendencial;Doméstico;SBTC;Total;2030;25302,1642703
Tendencial;Doméstico;SBTC;Total;2031;25655,0117399
Tendencial;Doméstico;SBTC;Total;2032;25981,1075101
Tendencial;Doméstico;SBTC;Total;2033;26292,964289
Tendencial;Doméstico;SBTC;Total;2034;26606,8210803
Tendencial;Doméstico;SBTC;Total;2035;26916,8521789
Tendencial;Doméstico;SBTC;Total;2036;27227,2054033
Tendencial;Doméstico;SBTC;Total;2037;27548,0011513
Tendencial;Doméstico;SBTC;Total;2038;27871,2714625
Tendencial;Doméstico;SBTC;Total;2039;28201,0174984
Tendencial;Doméstico;SBTC;Total;2040;28537,252723
Tendencial;Doméstico;SBTC;Total;2041;28880,0058926
Tendencial;Doméstico;SBTC;Total;2042;29231,326617
Tendencial;Doméstico;SBTC;Total;2043;29583,205023
Tendencial;Doméstico;SBTC;Total;2044;29943,621161
Tendencial;Doméstico;SBTC;Total;2045;30316,561779
Tendencial;Doméstico;SBTC;Total;2046;30694,012861
Tendencial;Doméstico;SBTC;Total;2047;31071,961715
Tendencial;Doméstico;SBTC;Total;2048;31460,446601
Tendencial;Doméstico;SBTC;Total;2049;31853,444918
Tendencial;Doméstico;SBTC;Total;2050;32252,93936
Tendencial;Doméstico;SBTC;Total;2051;32673,634944
Tendencial;Doméstico;SBTC;Total;2052;33105,166326
Tendencial;Doméstico;SBTC;Total;2053;33547,337173
Tendencial;Doméstico;SBTC;Total;2054;33996,081135
Tendencial;Doméstico;SBTD;Total;2025;60500,0
Tendencial;Doméstico;SBTD;Total;2026;59746,0
Tendencial;Doméstico;SBTD;Total;2027;59842,0
Tendencial;Doméstico;SBTD;Total;2028;61724,0
Tendencial;Doméstico;SBTD;Total;2029;62532,0
Tendencial;Doméstico;SBTD;Total;2030;63014,0
Tendencial;Doméstico;SBTD;Total;2031;63376,0
Tendencial;Doméstico;SBTD;Total;2032;63706,0
Tendencial;Doméstico;SBTD;Total;2033;64010,0
Tendencial;Doméstico;SBTD;Total;2034;64312,0
Tendencial;Doméstico;SBTD;Total;2035;64626,0
Tendencial;Doméstico;SBTD;Total;2036;64956,0
Tendencial;Doméstico;SBTD;Total;2037;65300,0
Tendencial;Doméstico;SBTD;Total;2038;65666,0
Tendencial;Doméstico;SBTD;Total;2039;66060,0
Tendencial;Doméstico;SBTD;Total;2040;66470,0
Tendencial;Doméstico;SBTD;Total;2041;66898,0
Tendencial;Doméstico;SBTD;Total;2042;67366,0
Tendencial;Doméstico;SBTD;Total;2043;67836,0
Tendencial;Doméstico;SBTD;Total;2044;68322,0
Tendencial;Doméstico;SBTD;Total;2045;68820,0
Tendencial;Doméstico;SBTD;Total;2046;69376,0
Tendencial;Doméstico;SBTD;Total;2047;69978,0
Tendencial;Doméstico;SBTD;Total;2048;70576,0
Tendencial;Doméstico;SBTD;Total;2049;71196,0
Tendencial;Doméstico;SBTD;Total;2050;71804,0
Tendencial;Doméstico;SBTD;Total;2051;72478,0
Tendencial;Doméstico;SBTD;Total;2052;73176,0
Tendencial;Doméstico;SBTD;Total;2053;73892,0
Tendencial;Doméstico;SBTD;Total;2054;74618,0
Tendencial;Doméstico;SBTE;Total;2025;984352,557605
Tendencial;Doméstico;SBTE;Total;2026;1000261,0999
Tendencial;Doméstico;SBTE;Total;2027;1019334,11354
Tendencial;Doméstico;SBTE;Total;2028;1068772,75106
Tendencial;Doméstico;SBTE;Total;2029;1097746,04469
Tendencial;Doméstico;SBTE;Total;2030;1120317,12505
Tendencial;Doméstico;SBTE;Total;2031;1140545,21821
Tendencial;Doméstico;SBTE;Total;2032;1159802,80267
Tendencial;Doméstico;SBTE;Total;2033;1178697,04869
Tendencial;Doméstico;SBTE;Total;2034;1197515,90715
Tendencial;Doméstico;SBTE;Total;2035;1216430,5277
Tendencial;Doméstico;SBTE;Total;2036;1235596,22431
Tendencial;Doméstico;SBTE;Total;2037;1255055,286
Tendencial;Doméstico;SBTE;Total;2038;1274913,36705
Tendencial;Doméstico;SBTE;Total;2039;1295073,51428
Tendencial;Doméstico;SBTE;Total;2040;1315686,8442
Tendencial;Doméstico;SBTE;Total;2041;1336722,14033
Tendencial;Doméstico;SBTE;Total;2042;1358176,78871
Tendencial;Doméstico;SBTE;Total;2043;1380066,1388
Tendencial;Doméstico;SBTE;Total;2044;1402351,98328
Tendencial;Doméstico;SBTE;Total;2045;1425054,58093
Tendencial;Doméstico;SBTE;Total;2046;1448211,56532
Tendencial;Doméstico;SBTE;Total;2047;1471686,0832
Tendencial;Doméstico;SBTE;Total;2048;1495629,76097
Tendencial;Doméstico;SBTE;Total;2049;1519851,96061
Tendencial;Doméstico;SBTE;Total;2050;1544558,67774
Tendencial;Doméstico;SBTE;Total;2051;1570307,49319
Tendencial;Doméstico;SBTE;Total;2052;1596813,44224
Tendencial;Doméstico;SBTE;Total;2053;1623831,24357
Tendencial;Doméstico;SBTE;Total;2054;1651277,86866
Tendencial;Doméstico;SBTF;Total;2025;50985,8828682
Tendencial;Doméstico;SBTF;Total;2026;52337,4279324
Tendencial;Doméstico;SBTF;Total;2027;53635,3749421
Tendencial;Doméstico;SBTF;Total;2028;56218,2513251
Tendencial;Doméstico;SBTF;Total;2029;57896,3154682
Tendencial;Doméstico;SBTF;Total;2030;59004,8209802
Tendencial;Doméstico;SBTF;Total;2031;60052,7705219
Tendencial;Doméstico;SBTF;Total;2032;60917,9041673
Tendencial;Doméstico;SBTF;Total;2033;61892,9837699
Tendencial;Doméstico;SBTF;Total;2034;62696,3793848
Tendencial;Doméstico;SBTF;Total;2035;63712,3208895
Tendencial;Doméstico;SBTF;Total;2036;64540,943561
Tendencial;Doméstico;SBTF;Total;2037;65570,359697
Tendencial;Doméstico;SBTF;Total;2038;66472,600042
Tendencial;Doméstico;SBTF;Total;2039;67607,678199
Tendencial;Doméstico;SBTF;Total;2040;68519,615786
Tendencial;Doméstico;SBTF;Total;2041;69796,429448
Tendencial;Doméstico;SBTF;Total;2042;70850,160264
Tendencial;Doméstico;SBTF;Total;2043;72104,788469
Tendencial;Doméstico;SBTF;Total;2044;73152,313145
Tendencial;Doméstico;SBTF;Total;2045;74500,750141
Tendencial;Doméstico;SBTF;Total;2046;75510,09661
Tendencial;Doméstico;SBTF;Total;2047;76794,334224
Tendencial;Doméstico;SBTF;Total;2048;77803,522698
Tendencial;Doméstico;SBTF;Total;2049;79155,646907
Tendencial;Doméstico;SBTF;Total;2050;80240,709447
Tendencial;Doméstico;SBTF;Total;2051;81693,784621
Tendencial;Doméstico;SBTF;Total;2052;83198,32462
Tendencial;Doméstico;SBTF;Total;2053;84750,024267
Tendencial;Doméstico;SBTF;Total;2054;86336,77481
Tendencial;Doméstico;SBTG;Total;2025;40244,0
Tendencial;Doméstico;SBTG;Total;2026;40521,65448267
Tendencial;Doméstico;SBTG;Total;2027;41785,76212971
Tendencial;Doméstico;SBTG;Total;2028;44370,16981914
Tendencial;Doméstico;SBTG;Total;2029;46196,52770234
Tendencial;Doméstico;SBTG;Total;2030;47802,03603631
Tendencial;Doméstico;SBTG;Total;2031;49335,17953902
Tendencial;Doméstico;SBTG;Total;2032;50858,16557031
Tendencial;Doméstico;SBTG;Total;2033;52395,08796003
Tendencial;Doméstico;SBTG;Total;2034;53965,99061994
Tendencial;Doméstico;SBTG;Total;2035;55570,89654104
Tendencial;Doméstico;SBTG;Total;2036;57229,81807921
Tendencial;Doméstico;SBTG;Total;2037;58936,76363067
Tendencial;Doméstico;SBTG;Total;2038;60719,73678812
Tendencial;Doméstico;SBTG;Total;2039;62566,73979726
Tendencial;Doméstico;SBTG;Total;2040;64483,77435083
Tendencial;Doméstico;SBTG;Total;2041;66476,84143654
Tendencial;Doméstico;SBTG;Total;2042;68551,94240891
Tendencial;Doméstico;SBTG;Total;2043;70711,07609256
Tendencial;Doméstico;SBTG;Total;2044;72952,24154466
Tendencial;Doméstico;SBTG;Total;2045;75277,43828418
Tendencial;Doméstico;SBTG;Total;2046;77704,66495577
Tendencial;Doméstico;SBTG;Total;2047;80221,91956022
Tendencial;Doméstico;SBTG;Total;2048;82843,20292941
Tendencial;Doméstico;SBTG;Total;2049;85548,51330521
Tendencial;Doméstico;SBTG;Total;2050;88361,84969482
Tendencial;Doméstico;SBTG;Total;2051;91311,24982753
Tendencial;Doméstico;SBTG;Total;2052;94384,69344082
Tendencial;Doméstico;SBTG;Total;2053;97576,16926514
Tendencial;Doméstico;SBTG;Total;2054;100881,67341066
Tendencial;Doméstico;SBTK;Total;2025;5024,0
Tendencial;Doméstico;SBTK;Total;2026;5296,0
Tendencial;Doméstico;SBTK;Total;2027;5510,0
Tendencial;Doméstico;SBTK;Total;2028;5838,0
Tendencial;Doméstico;SBTK;Total;2029;6022,0
Tendencial;Doméstico;SBTK;Total;2030;6178,0
Tendencial;Doméstico;SBTK;Total;2031;6308,0
Tendencial;Doméstico;SBTK;Total;2032;6450,0
Tendencial;Doméstico;SBTK;Total;2033;6568,0
Tendencial;Doméstico;SBTK;Total;2034;6710,0
Tendencial;Doméstico;SBTK;Total;2035;6848,0
Tendencial;Doméstico;SBTK;Total;2036;6980,0
Tendencial;Doméstico;SBTK;Total;2037;7122,0
Tendencial;Doméstico;SBTK;Total;2038;7270,0
Tendencial;Doméstico;SBTK;Total;2039;7424,0
Tendencial;Doméstico;SBTK;Total;2040;7580,0
Tendencial;Doméstico;SBTK;Total;2041;7732,0
Tendencial;Doméstico;SBTK;Total;2042;7898,0
Tendencial;Doméstico;SBTK;Total;2043;8062,0
Tendencial;Doméstico;SBTK;Total;2044;8220,0
Tendencial;Doméstico;SBTK;Total;2045;8396,0
Tendencial;Doméstico;SBTK;Total;2046;8552,0
Tendencial;Doméstico;SBTK;Total;2047;8718,0
Tendencial;Doméstico;SBTK;Total;2048;8876,0
Tendencial;Doméstico;SBTK;Total;2049;9034,0
Tendencial;Doméstico;SBTK;Total;2050;9202,0
Tendencial;Doméstico;SBTK;Total;2051;9376,0
Tendencial;Doméstico;SBTK;Total;2052;9554,0
Tendencial;Doméstico;SBTK;Total;2053;9736,0
Tendencial;Doméstico;SBTK;Total;2054;9926,0
Tendencial;Doméstico;SBTT;Total;2025;80882,228574
Tendencial;Doméstico;SBTT;Total;2026;76573,73492
Tendencial;Doméstico;SBTT;Total;2027;76065,361326
Tendencial;Doméstico;SBTT;Total;2028;78825,6751368
Tendencial;Doméstico;SBTT;Total;2029;80884,6675095
Tendencial;Doméstico;SBTT;Total;2030;82255,7007328
Tendencial;Doméstico;SBTT;Total;2031;83771,2744416
Tendencial;Doméstico;SBTT;Total;2032;84984,0190058
Tendencial;Doméstico;SBTT;Total;2033;86422,2607763
Tendencial;Doméstico;SBTT;Total;2034;87607,0765553
Tendencial;Doméstico;SBTT;Total;2035;89086,2974816
Tendencial;Doméstico;SBTT;Total;2036;90293,9360641
Tendencial;Doméstico;SBTT;Total;2037;91844,0530637
Tendencial;Doméstico;SBTT;Total;2038;93132,675185
Tendencial;Doméstico;SBTT;Total;2039;94771,820742
Tendencial;Doméstico;SBTT;Total;2040;96145,512224
Tendencial;Doméstico;SBTT;Total;2041;98037,767459
Tendencial;Doméstico;SBTT;Total;2042;99594,617481
Tendencial;Doméstico;SBTT;Total;2043;101478,054481
Tendencial;Doméstico;SBTT;Total;2044;103064,080913
Tendencial;Doméstico;SBTT;Total;2045;105032,708703
Tendencial;Doméstico;SBTT;Total;2046;106731,937204
Tendencial;Doméstico;SBTT;Total;2047;108797,755695
Tendencial;Doméstico;SBTT;Total;2048;110546,200665
Tendencial;Doméstico;SBTT;Total;2049;112723,26221
Tendencial;Doméstico;SBTT;Total;2050;114570,94083
Tendencial;Doméstico;SBTT;Total;2051;116913,892742
Tendencial;Doméstico;SBTT;Total;2052;119341,77984
Tendencial;Doméstico;SBTT;Total;2053;121840,41334
Tendencial;Doméstico;SBTT;Total;2054;124401,724799
Tendencial;Doméstico;SBTU;Total;2025;26594,0
Tendencial;Doméstico;SBTU;Total;2026;26805,58717676
Tendencial;Doméstico;SBTU;Total;2027;27263,74084974
Tendencial;Doméstico;SBTU;Total;2028;28494,26265475
Tendencial;Doméstico;SBTU;Total;2029;29157,56478155
Tendencial;Doméstico;SBTU;Total;2030;29622,50789392
Tendencial;Doméstico;SBTU;Total;2031;30011,33577526
Tendencial;Doméstico;SBTU;Total;2032;30346,12896165
Tendencial;Doméstico;SBTU;Total;2033;30666,91555087
Tendencial;Doméstico;SBTU;Total;2034;30987,70645454
Tendencial;Doméstico;SBTU;Total;2035;31300,50679553
Tendencial;Doméstico;SBTU;Total;2036;31617,31913007
Tendencial;Doméstico;SBTU;Total;2037;31948,14558292
Tendencial;Doméstico;SBTU;Total;2038;32266,98640349
Tendencial;Doméstico;SBTU;Total;2039;32613,84165269
Tendencial;Doméstico;SBTU;Total;2040;32946,71189774
Tendencial;Doméstico;SBTU;Total;2041;33307,59777426
Tendencial;Doméstico;SBTU;Total;2042;33662,50077697
Tendencial;Doméstico;SBTU;Total;2043;34031,42080131
Tendencial;Doméstico;SBTU;Total;2044;34396,35835438
Tendencial;Doméstico;SBTU;Total;2045;34789,3144659
Tendencial;Doméstico;SBTU;Total;2046;35186,28965985
Tendencial;Doméstico;SBTU;Total;2047;35599,28402316
Tendencial;Doméstico;SBTU;Total;2048;36014,29984248
Tendencial;Doméstico;SBTU;Total;2049;36441,3372586
Tendencial;Doméstico;SBTU;Total;2050;36848,39688199
Tendencial;Doméstico;SBTU;Total;2051;37299,5096932
Tendencial;Doméstico;SBTU;Total;2052;37766,6606086
Tendencial;Doméstico;SBTU;Total;2053;38239,8413804
Tendencial;Doméstico;SBTU;Total;2054;38717,04929259
Tendencial;Doméstico;SBUA;Total;2025;27047,79779245
Tendencial;Doméstico;SBUA;Total;2026;26444,1576238
Tendencial;Doméstico;SBUA;Total;2027;26151,6264425
Tendencial;Doméstico;SBUA;Total;2028;26855,2001076
Tendencial;Doméstico;SBUA;Total;2029;27201,1825742
Tendencial;Doméstico;SBUA;Total;2030;27299,3527178
Tendencial;Doméstico;SBUA;Total;2031;27386,9825511
Tendencial;Doméstico;SBUA;Total;2032;27410,5186738
Tendencial;Doméstico;SBUA;Total;2033;27514,0480375
Tendencial;Doméstico;SBUA;Total;2034;27467,6358261
Tendencial;Doméstico;SBUA;Total;2035;27577,3195521
Tendencial;Doméstico;SBUA;Total;2036;27611,1227402
Tendencial;Doméstico;SBUA;Total;2037;27709,0640843
Tendencial;Doméstico;SBUA;Total;2038;27763,1489258
Tendencial;Doméstico;SBUA;Total;2039;27945,3793384
Tendencial;Doméstico;SBUA;Total;2040;27989,7584638
Tendencial;Doméstico;SBUA;Total;2041;28212,288409
Tendencial;Doméstico;SBUA;Total;2042;28348,9750879
Tendencial;Doméstico;SBUA;Total;2043;28521,8145702
Tendencial;Doméstico;SBUA;Total;2044;28652,8059237
Tendencial;Doméstico;SBUA;Total;2045;28855,9508998
Tendencial;Doméstico;SBUA;Total;2046;28983,2482749
Tendencial;Doméstico;SBUA;Total;2047;29238,6943805
Tendencial;Doméstico;SBUA;Total;2048;29372,298098
Tendencial;Doméstico;SBUA;Total;2049;29624,0563673
Tendencial;Doméstico;SBUA;Total;2050;29779,9690233
Tendencial;Doméstico;SBUA;Total;2051;30058,2075886
Tendencial;Doméstico;SBUA;Total;2052;30344,6838375
Tendencial;Doméstico;SBUA;Total;2053;30639,348472
Tendencial;Doméstico;SBUA;Total;2054;30942,1837047
Tendencial;Doméstico;SBUF;Total;2025;8686,0
Tendencial;Doméstico;SBUF;Total;2026;8630,0
Tendencial;Doméstico;SBUF;Total;2027;8810,0
Tendencial;Doméstico;SBUF;Total;2028;9260,0
Tendencial;Doméstico;SBUF;Total;2029;9564,0
Tendencial;Doméstico;SBUF;Total;2030;9822,0
Tendencial;Doméstico;SBUF;Total;2031;10066,0
Tendencial;Doméstico;SBUF;Total;2032;10306,0
Tendencial;Doméstico;SBUF;Total;2033;10546,0
Tendencial;Doméstico;SBUF;Total;2034;10788,0
Tendencial;Doméstico;SBUF;Total;2035;11036,0
Tendencial;Doméstico;SBUF;Total;2036;11288,0
Tendencial;Doméstico;SBUF;Total;2037;11544,0
Tendencial;Doméstico;SBUF;Total;2038;11812,0
Tendencial;Doméstico;SBUF;Total;2039;12086,0
Tendencial;Doméstico;SBUF;Total;2040;12362,0
Tendencial;Doméstico;SBUF;Total;2041;12648,0
Tendencial;Doméstico;SBUF;Total;2042;12938,0
Tendencial;Doméstico;SBUF;Total;2043;13240,0
Tendencial;Doméstico;SBUF;Total;2044;13546,0
Tendencial;Doméstico;SBUF;Total;2045;13860,0
Tendencial;Doméstico;SBUF;Total;2046;14172,0
Tendencial;Doméstico;SBUF;Total;2047;14488,0
Tendencial;Doméstico;SBUF;Total;2048;14808,0
Tendencial;Doméstico;SBUF;Total;2049;15134,0
Tendencial;Doméstico;SBUF;Total;2050;15466,0
Tendencial;Doméstico;SBUF;Total;2051;15814,0
Tendencial;Doméstico;SBUF;Total;2052;16172,0
Tendencial;Doméstico;SBUF;Total;2053;16540,0
Tendencial;Doméstico;SBUF;Total;2054;16920,0
Tendencial;Doméstico;SBUG;Total;2025;21883,5598294
Tendencial;Doméstico;SBUG;Total;2026;23589,73152812
Tendencial;Doméstico;SBUG;Total;2027;24574,66682197
Tendencial;Doméstico;SBUG;Total;2028;25784,55457751
Tendencial;Doméstico;SBUG;Total;2029;26461,37528914
Tendencial;Doméstico;SBUG;Total;2030;26975,40918344
Tendencial;Doméstico;SBUG;Total;2031;27435,34109926
Tendencial;Doméstico;SBUG;Total;2032;27869,24041329
Tendencial;Doméstico;SBUG;Total;2033;28297,14943128
Tendencial;Doméstico;SBUG;Total;2034;28725,08022922
Tendencial;Doméstico;SBUG;Total;2035;29155,03734818
Tendencial;Doméstico;SBUG;Total;2036;29589,02160571
Tendencial;Doméstico;SBUG;Total;2037;30039,03446295
Tendencial;Doméstico;SBUG;Total;2038;30491,07423792
Tendencial;Doméstico;SBUG;Total;2039;30957,14004895
Tendencial;Doméstico;SBUG;Total;2040;31425,23333785
Tendencial;Doméstico;SBUG;Total;2041;31911,35665889
Tendencial;Doméstico;SBUG;Total;2042;32409,5153579
Tendencial;Doméstico;SBUG;Total;2043;32921,71144075
Tendencial;Doméstico;SBUG;Total;2044;33441,94862064
Tendencial;Doméstico;SBUG;Total;2045;33972,2318606
Tendencial;Doméstico;SBUG;Total;2046;34530,564682
Tendencial;Doméstico;SBUG;Total;2047;35090,9491483
Tendencial;Doméstico;SBUG;Total;2048;35673,3920571
Tendencial;Doméstico;SBUG;Total;2049;36259,8944467
Tendencial;Doméstico;SBUG;Total;2050;36868,4578532
Tendencial;Doméstico;SBUG;Total;2051;37505,1561056
Tendencial;Doméstico;SBUG;Total;2052;38159,9520303
Tendencial;Doméstico;SBUG;Total;2053;38832,8244528
Tendencial;Doméstico;SBUG;Total;2054;39517,7652141
Tendencial;Doméstico;SBUL;Total;2025;871524,337996
Tendencial;Doméstico;SBUL;Total;2026;954528,99522
Tendencial;Doméstico;SBUL;Total;2027;1004728,88431
Tendencial;Doméstico;SBUL;Total;2028;1069182,96283
Tendencial;Doméstico;SBUL;Total;2029;1107724,95278
Tendencial;Doméstico;SBUL;Total;2030;1135896,73544
Tendencial;Doméstico;SBUL;Total;2031;1159158,03574
Tendencial;Doméstico;SBUL;Total;2032;1180090,08196
Tendencial;Doméstico;SBUL;Total;2033;1199852,73895
Tendencial;Doméstico;SBUL;Total;2034;1219191,04023
Tendencial;Doméstico;SBUL;Total;2035;1238454,2202
Tendencial;Doméstico;SBUL;Total;2036;1257956,48345
Tendencial;Doméstico;SBUL;Total;2037;1277775,73095
Tendencial;Doméstico;SBUL;Total;2038;1298094,79151
Tendencial;Doméstico;SBUL;Total;2039;1318828,23478
Tendencial;Doméstico;SBUL;Total;2040;1340150,63227
Tendencial;Doméstico;SBUL;Total;2041;1361962,37717
Tendencial;Doméstico;SBUL;Total;2042;1384356,09352
Tendencial;Doméstico;SBUL;Total;2043;1407247,53208
Tendencial;Doméstico;SBUL;Total;2044;1430722,5969
Tendencial;Doméstico;SBUL;Total;2045;1454685,36342
Tendencial;Doméstico;SBUL;Total;2046;1479119,62543
Tendencial;Doméstico;SBUL;Total;2047;1503976,95096
Tendencial;Doméstico;SBUL;Total;2048;1529433,9185
Tendencial;Doméstico;SBUL;Total;2049;1555368,15736
Tendencial;Doméstico;SBUL;Total;2050;1581869,54895
Tendencial;Doméstico;SBUL;Total;2051;1609617,85725
Tendencial;Doméstico;SBUL;Total;2052;1638269,96085
Tendencial;Doméstico;SBUL;Total;2053;1667607,92122
Tendencial;Doméstico;SBUL;Total;2054;1697552,40082
Tendencial;Doméstico;SBUR;Total;2025;79333,7608009
Tendencial;Doméstico;SBUR;Total;2026;92995,23084999999
Tendencial;Doméstico;SBUR;Total;2027;100944,781947
Tendencial;Doméstico;SBUR;Total;2028;109263,29888
Tendencial;Doméstico;SBUR;Total;2029;114493,31437000001
Tendencial;Doméstico;SBUR;Total;2030;118426,00745
Tendencial;Doméstico;SBUR;Total;2031;121710,4855
Tendencial;Doméstico;SBUR;Total;2032;124690,65872
Tendencial;Doméstico;SBUR;Total;2033;127512,82764999999
Tendencial;Doméstico;SBUR;Total;2034;130283,11937
Tendencial;Doméstico;SBUR;Total;2035;133045,26235
Tendencial;Doméstico;SBUR;Total;2036;135843,51786
Tendencial;Doméstico;SBUR;Total;2037;138691,82046
Tendencial;Doméstico;SBUR;Total;2038;141616,82599
Tendencial;Doméstico;SBUR;Total;2039;144599,44431
Tendencial;Doméstico;SBUR;Total;2040;147683,60271
Tendencial;Doméstico;SBUR;Total;2041;150834,51842
Tendencial;Doméstico;SBUR;Total;2042;154087,19281
Tendencial;Doméstico;SBUR;Total;2043;157419,83234
Tendencial;Doméstico;SBUR;Total;2044;160848,61955
Tendencial;Doméstico;SBUR;Total;2045;164357,78909
Tendencial;Doméstico;SBUR;Total;2046;167899,33284
Tendencial;Doméstico;SBUR;Total;2047;171499,06650000002
Tendencial;Doméstico;SBUR;Total;2048;175191,46193
Tendencial;Doméstico;SBUR;Total;2049;178962,3406
Tendencial;Doméstico;SBUR;Total;2050;182833,68054
Tendencial;Doméstico;SBUR;Total;2051;186882,86029
Tendencial;Doméstico;SBUR;Total;2052;191061,09268
Tendencial;Doméstico;SBUR;Total;2053;195355,72376
Tendencial;Doméstico;SBUR;Total;2054;199761,87315
Tendencial;Doméstico;SBVC;Total;2025;328094,01643781
Tendencial;Doméstico;SBVC;Total;2026;339133,304413
Tendencial;Doméstico;SBVC;Total;2027;348390,128691
Tendencial;Doméstico;SBVC;Total;2028;365847,970648
Tendencial;Doméstico;SBVC;Total;2029;376154,868078
Tendencial;Doméstico;SBVC;Total;2030;384099,341661
Tendencial;Doméstico;SBVC;Total;2031;391135,872479
Tendencial;Doméstico;SBVC;Total;2032;397809,003636
Tendencial;Doméstico;SBVC;Total;2033;404339,392179
Tendencial;Doméstico;SBVC;Total;2034;410857,632233
Tendencial;Doméstico;SBVC;Total;2035;417426,065958
Tendencial;Doméstico;SBVC;Total;2036;424120,92864
Tendencial;Doméstico;SBVC;Total;2037;430954,43058
Tendencial;Doméstico;SBVC;Total;2038;437960,663318
Tendencial;Doméstico;SBVC;Total;2039;445147,698401
Tendencial;Doméstico;SBVC;Total;2040;452527,597803
Tendencial;Doméstico;SBVC;Total;2041;460104,408807
Tendencial;Doméstico;SBVC;Total;2042;467904,194874
Tendencial;Doméstico;SBVC;Total;2043;475892,935903
Tendencial;Doméstico;SBVC;Total;2044;484098,622336
Tendencial;Doméstico;SBVC;Total;2045;492493,262472
