Cenário Projeção;natureza;ICAO;Sentido;Ano;Passageiros
Pessimista;Doméstico;SBUF;Total;2051;12390,0
Pessimista;Doméstico;SBUF;Total;2052;12566,0
Pessimista;Doméstico;SBUF;Total;2053;12746,0
Pessimista;Doméstico;SBUF;Total;2054;12926,0
Pessimista;Doméstico;SBUG;Total;2025;21883,5598294
Pessimista;Doméstico;SBUG;Total;2026;23431,25376554
Pessimista;Doméstico;SBUG;Total;2027;24231,22296011
Pessimista;Doméstico;SBUG;Total;2028;24641,80153448
Pessimista;Doméstico;SBUG;Total;2029;24926,97102767
Pessimista;Doméstico;SBUG;Total;2030;25169,88501814
Pessimista;Doméstico;SBUG;Total;2031;25388,82758874
Pessimista;Doméstico;SBUG;Total;2032;25595,76002989
Pessimista;Doméstico;SBUG;Total;2033;25792,69035994
Pessimista;Doméstico;SBUG;Total;2034;25987,62037416
Pessimista;Doméstico;SBUG;Total;2035;26178,55124234
Pessimista;Doméstico;SBUG;Total;2036;26373,48263427
Pessimista;Doméstico;SBUG;Total;2037;26566,41529548
Pessimista;Doméstico;SBUG;Total;2038;26757,34742185
Pessimista;Doméstico;SBUG;Total;2039;26954,27798742
Pessimista;Doméstico;SBUG;Total;2040;27153,20795213
Pessimista;Doméstico;SBUG;Total;2041;27362,13916405
Pessimista;Doméstico;SBUG;Total;2042;27577,07569395
Pessimista;Doméstico;SBUG;Total;2043;27788,01875039
Pessimista;Doméstico;SBUG;Total;2044;28008,97086964
Pessimista;Doméstico;SBUG;Total;2045;28231,93549054
Pessimista;Doméstico;SBUG;Total;2046;28464,91478203
Pessimista;Doméstico;SBUG;Total;2047;28701,9096835
Pessimista;Doméstico;SBUG;Total;2048;28944,92477329
Pessimista;Doméstico;SBUG;Total;2049;29193,96001772
Pessimista;Doméstico;SBUG;Total;2050;29439,01575208
Pessimista;Doméstico;SBUG;Total;2051;29702,14703861
Pessimista;Doméstico;SBUG;Total;2052;29983,32365734
Pessimista;Doméstico;SBUG;Total;2053;30260,5283194
Pessimista;Doméstico;SBUG;Total;2054;30539,75391994
Pessimista;Doméstico;SBUL;Total;2025;871524,337996
Pessimista;Doméstico;SBUL;Total;2026;947918,30178
Pessimista;Doméstico;SBUL;Total;2027;990336,52051
Pessimista;Doméstico;SBUL;Total;2028;1018914,17216
Pessimista;Doméstico;SBUL;Total;2029;1039537,94714
Pessimista;Doméstico;SBUL;Total;2030;1055330,58885
Pessimista;Doméstico;SBUL;Total;2031;1067811,1227
Pessimista;Doméstico;SBUL;Total;2032;1078341,55289
Pessimista;Doméstico;SBUL;Total;2033;1087697,24637
Pessimista;Doméstico;SBUL;Total;2034;1096471,1173100001
Pessimista;Doméstico;SBUL;Total;2035;1104955,55825
Pessimista;Doméstico;SBUL;Total;2036;1113422,32405
Pessimista;Doméstico;SBUL;Total;2037;1121934,94587
Pessimista;Doméstico;SBUL;Total;2038;1130648,01781
Pessimista;Doméstico;SBUL;Total;2039;1139477,90177
Pessimista;Doméstico;SBUL;Total;2040;1148566,94918
Pessimista;Doméstico;SBUL;Total;2041;1157825,35035
Pessimista;Doméstico;SBUL;Total;2042;1167309,47642
Pessimista;Doméstico;SBUL;Total;2043;1176968,97342
Pessimista;Doméstico;SBUL;Total;2044;1186829,62106
Pessimista;Doméstico;SBUL;Total;2045;1196839,34155
Pessimista;Doméstico;SBUL;Total;2046;1206951,83482
Pessimista;Doméstico;SBUL;Total;2047;1217140,63216
Pessimista;Doméstico;SBUL;Total;2048;1227536,06537
Pessimista;Doméstico;SBUL;Total;2049;1238019,72112
Pessimista;Doméstico;SBUL;Total;2050;1248679,39141
Pessimista;Doméstico;SBUL;Total;2051;1260003,38796
Pessimista;Doméstico;SBUL;Total;2052;1271725,97901
Pessimista;Doméstico;SBUL;Total;2053;1283653,99676
Pessimista;Doméstico;SBUL;Total;2054;1295734,2996
Pessimista;Doméstico;SBUR;Total;2025;79333,7608009
Pessimista;Doméstico;SBUR;Total;2026;92357,099768
Pessimista;Doméstico;SBUR;Total;2027;99511,599773
Pessimista;Doméstico;SBUR;Total;2028;104173,00489
Pessimista;Doméstico;SBUR;Total;2029;107511,92694
Pessimista;Doméstico;SBUR;Total;2030;110098,46302
Pessimista;Doméstico;SBUR;Total;2031;112204,08085
Pessimista;Doméstico;SBUR;Total;2032;114037,97135
Pessimista;Doméstico;SBUR;Total;2033;115694,7238
Pessimista;Doméstico;SBUR;Total;2034;117281,91381
Pessimista;Doméstico;SBUR;Total;2035;118819,87728
Pessimista;Doméstico;SBUR;Total;2036;120363,99093
Pessimista;Doméstico;SBUR;Total;2037;121911,53561
Pessimista;Doméstico;SBUR;Total;2038;123490,73352
Pessimista;Doméstico;SBUR;Total;2039;125084,16851
Pessimista;Doméstico;SBUR;Total;2040;126727,49756
Pessimista;Doméstico;SBUR;Total;2041;128391,72004
Pessimista;Doméstico;SBUR;Total;2042;130103,6145
Pessimista;Doméstico;SBUR;Total;2043;131839,27956
Pessimista;Doméstico;SBUR;Total;2044;133620,78628
Pessimista;Doméstico;SBUR;Total;2045;135420,2412
Pessimista;Doméstico;SBUR;Total;2046;137211,55212
Pessimista;Doméstico;SBUR;Total;2047;139000,48946
Pessimista;Doméstico;SBUR;Total;2048;140829,34012
Pessimista;Doméstico;SBUR;Total;2049;142671,87789
Pessimista;Doméstico;SBUR;Total;2050;144556,00255
Pessimista;Doméstico;SBUR;Total;2051;146526,73556
Pessimista;Doméstico;SBUR;Total;2052;148560,21555
Pessimista;Doméstico;SBUR;Total;2053;150632,2995
Pessimista;Doméstico;SBUR;Total;2054;152738,22646
Pessimista;Doméstico;SBVC;Total;2025;328094,01643781
Pessimista;Doméstico;SBVC;Total;2026;336742,970642
Pessimista;Doméstico;SBVC;Total;2027;343311,001568
Pessimista;Doméstico;SBVC;Total;2028;348381,10081
Pessimista;Doméstico;SBVC;Total;2029;352642,035472
Pessimista;Doméstico;SBVC;Total;2030;356441,331065
Pessimista;Doméstico;SBVC;Total;2031;359855,422371
Pessimista;Doméstico;SBVC;Total;2032;363006,600918
Pessimista;Doméstico;SBVC;Total;2033;365996,923527
Pessimista;Doméstico;SBVC;Total;2034;368912,770194
Pessimista;Doméstico;SBVC;Total;2035;371806,400311
Pessimista;Doméstico;SBVC;Total;2036;374722,004568
Pessimista;Doméstico;SBVC;Total;2037;377687,755172
Pessimista;Doméstico;SBVC;Total;2038;380717,720098
Pessimista;Doméstico;SBVC;Total;2039;383827,948783
Pessimista;Doméstico;SBVC;Total;2040;387016,481017
Pessimista;Doméstico;SBVC;Total;2041;390281,342919
Pessimista;Doméstico;SBVC;Total;2042;393642,572785
Pessimista;Doméstico;SBVC;Total;2043;397080,139422
Pessimista;Doméstico;SBVC;Total;2044;400602,021007
Pessimista;Doméstico;SBVC;Total;2045;404182,210534
Pessimista;Doméstico;SBVC;Total;2046;407828,677134
Pessimista;Doméstico;SBVC;Total;2047;411519,374086
Pessimista;Doméstico;SBVC;Total;2048;415274,331589
Pessimista;Doméstico;SBVC;Total;2049;419077,507823
Pessimista;Doméstico;SBVC;Total;2050;422932,880478
Pessimista;Doméstico;SBVC;Total;2051;427019,453371
Pessimista;Doméstico;SBVC;Total;2052;431242,666395
Pessimista;Doméstico;SBVC;Total;2053;435536,210156
Pessimista;Doméstico;SBVC;Total;2054;439873,973107
Pessimista;Doméstico;SBVG;Total;2025;106432,0
Pessimista;Doméstico;SBVG;Total;2026;115184,0
Pessimista;Doméstico;SBVG;Total;2027;120720,0
Pessimista;Doméstico;SBVG;Total;2028;124482,0
Pessimista;Doméstico;SBVG;Total;2029;127310,0
Pessimista;Doméstico;SBVG;Total;2030;129530,0
Pessimista;Doméstico;SBVG;Total;2031;131388,0
Pessimista;Doméstico;SBVG;Total;2032;132982,0
Pessimista;Doméstico;SBVG;Total;2033;134466,0
Pessimista;Doméstico;SBVG;Total;2034;135860,0
Pessimista;Doméstico;SBVG;Total;2035;137242,0
Pessimista;Doméstico;SBVG;Total;2036;138596,0
Pessimista;Doméstico;SBVG;Total;2037;139988,0
Pessimista;Doméstico;SBVG;Total;2038;141378,0
Pessimista;Doméstico;SBVG;Total;2039;142806,0
Pessimista;Doméstico;SBVG;Total;2040;144238,0
Pessimista;Doméstico;SBVG;Total;2041;145726,0
Pessimista;Doméstico;SBVG;Total;2042;147208,0
Pessimista;Doméstico;SBVG;Total;2043;148748,0
Pessimista;Doméstico;SBVG;Total;2044;150294,0
Pessimista;Doméstico;SBVG;Total;2045;151888,0
Pessimista;Doméstico;SBVG;Total;2046;153320,0
Pessimista;Doméstico;SBVG;Total;2047;154808,0
Pessimista;Doméstico;SBVG;Total;2048;156288,0
Pessimista;Doméstico;SBVG;Total;2049;157820,0
Pessimista;Doméstico;SBVG;Total;2050;159350,0
Pessimista;Doméstico;SBVG;Total;2051;160996,0
Pessimista;Doméstico;SBVG;Total;2052;162692,0
Pessimista;Doméstico;SBVG;Total;2053;164420,0
Pessimista;Doméstico;SBVG;Total;2054;166170,0
Pessimista;Doméstico;SBVH;Total;2025;16171,552106668
Pessimista;Doméstico;SBVH;Total;2026;16518,0
Pessimista;Doméstico;SBVH;Total;2027;16448,0
Pessimista;Doméstico;SBVH;Total;2028;16188,0
Pessimista;Doméstico;SBVH;Total;2029;15898,0
Pessimista;Doméstico;SBVH;Total;2030;15606,0
Pessimista;Doméstico;SBVH;Total;2031;15332,0
Pessimista;Doméstico;SBVH;Total;2032;15076,0
Pessimista;Doméstico;SBVH;Total;2033;14840,0
Pessimista;Doméstico;SBVH;Total;2034;14636,0
Pessimista;Doméstico;SBVH;Total;2035;14448,0
Pessimista;Doméstico;SBVH;Total;2036;14286,0
Pessimista;Doméstico;SBVH;Total;2037;14144,0
Pessimista;Doméstico;SBVH;Total;2038;14020,0
Pessimista;Doméstico;SBVH;Total;2039;13922,0
Pessimista;Doméstico;SBVH;Total;2040;13832,0
Pessimista;Doméstico;SBVH;Total;2041;13762,0
Pessimista;Doméstico;SBVH;Total;2042;13702,0
Pessimista;Doméstico;SBVH;Total;2043;13658,0
Pessimista;Doméstico;SBVH;Total;2044;13620,0
Pessimista;Doméstico;SBVH;Total;2045;13594,0
Pessimista;Doméstico;SBVH;Total;2046;13582,0
Pessimista;Doméstico;SBVH;Total;2047;13574,0
Pessimista;Doméstico;SBVH;Total;2048;13576,0
Pessimista;Doméstico;SBVH;Total;2049;13580,0
Pessimista;Doméstico;SBVH;Total;2050;13590,0
Pessimista;Doméstico;SBVH;Total;2051;13610,0
Pessimista;Doméstico;SBVH;Total;2052;13634,0
Pessimista;Doméstico;SBVH;Total;2053;13664,0
Pessimista;Doméstico;SBVH;Total;2054;13694,0
Pessimista;Doméstico;SBVT;Total;2025;3168528,20609
Pessimista;Doméstico;SBVT;Total;2026;3168851,21507
Pessimista;Doméstico;SBVT;Total;2027;3198615,06275
Pessimista;Doméstico;SBVT;Total;2028;3230083,40665
Pessimista;Doméstico;SBVT;Total;2029;3261374,8389
Pessimista;Doméstico;SBVT;Total;2030;3291917,83207
Pessimista;Doméstico;SBVT;Total;2031;3320950,13696
Pessimista;Doméstico;SBVT;Total;2032;3348763,43606
Pessimista;Doméstico;SBVT;Total;2033;3375790,87933
Pessimista;Doméstico;SBVT;Total;2034;3402616,6438
Pessimista;Doméstico;SBVT;Total;2035;3429432,79207
Pessimista;Doméstico;SBVT;Total;2036;3456582,41911
Pessimista;Doméstico;SBVT;Total;2037;3484100,91302
Pessimista;Doméstico;SBVT;Total;2038;3512282,40366
Pessimista;Doméstico;SBVT;Total;2039;3540853,20213
Pessimista;Doméstico;SBVT;Total;2040;3570137,28117
Pessimista;Doméstico;SBVT;Total;2041;3599920,91221
Pessimista;Doméstico;SBVT;Total;2042;3630426,20172
Pessimista;Doméstico;SBVT;Total;2043;3661468,92699
Pessimista;Doméstico;SBVT;Total;2044;3693046,66207
Pessimista;Doméstico;SBVT;Total;2045;3725177,51832
Pessimista;Doméstico;SBVT;Total;2046;3757769,0515
Pessimista;Doméstico;SBVT;Total;2047;3790696,99822
Pessimista;Doméstico;SBVT;Total;2048;3824199,52557
Pessimista;Doméstico;SBVT;Total;2049;3857996,44544
Pessimista;Doméstico;SBVT;Total;2050;3892301,42205
Pessimista;Doméstico;SBVT;Total;2051;3928608,65351
Pessimista;Doméstico;SBVT;Total;2052;3966064,42347
Pessimista;Doméstico;SBVT;Total;2053;4004155,85419
Pessimista;Doméstico;SBVT;Total;2054;4042673,6807
Pessimista;Doméstico;SBZM;Total;2025;182451,6058245
Pessimista;Doméstico;SBZM;Total;2026;195209,3927894
Pessimista;Doméstico;SBZM;Total;2027;202698,6283986
Pessimista;Doméstico;SBZM;Total;2028;207516,9199149
Pessimista;Doméstico;SBZM;Total;2029;210748,4207871
Pessimista;Doméstico;SBZM;Total;2030;213012,2387035
Pessimista;Doméstico;SBZM;Total;2031;214641,8271728
Pessimista;Doméstico;SBZM;Total;2032;215889,139541
Pessimista;Doméstico;SBZM;Total;2033;216942,2620733
Pessimista;Doméstico;SBZM;Total;2034;217881,289033
Pessimista;Doméstico;SBZM;Total;2035;218804,3054349
Pessimista;Doméstico;SBZM;Total;2036;219729,3772878
Pessimista;Doméstico;SBZM;Total;2037;220688,5626562
Pessimista;Doméstico;SBZM;Total;2038;221705,8864505
Pessimista;Doméstico;SBZM;Total;2039;222765,3641169
Pessimista;Doméstico;SBZM;Total;2040;223885,0080128
Pessimista;Doméstico;SBZM;Total;2041;225070,8225558
Pessimista;Doméstico;SBZM;Total;2042;226300,8163386
Pessimista;Doméstico;SBZM;Total;2043;227582,9721928
Pessimista;Doméstico;SBZM;Total;2044;228913,2759403
Pessimista;Doméstico;SBZM;Total;2045;230277,7174664
Pessimista;Doméstico;SBZM;Total;2046;231904,2789135
Pessimista;Doméstico;SBZM;Total;2047;233604,9367408
Pessimista;Doméstico;SBZM;Total;2048;235355,6944241
Pessimista;Doméstico;SBZM;Total;2049;237130,5313948
Pessimista;Doméstico;SBZM;Total;2050;238933,4347385
Pessimista;Doméstico;SBZM;Total;2051;240860,7419353
Pessimista;Doméstico;SBZM;Total;2052;242860,2594311
Pessimista;Doméstico;SBZM;Total;2053;244889,879769
Pessimista;Doméstico;SBZM;Total;2054;246955,5640065
Pessimista;Doméstico;SDAG;Total;2025;19638,0
Pessimista;Doméstico;SDAG;Total;2026;20310,0
Pessimista;Doméstico;SDAG;Total;2027;20790,0
Pessimista;Doméstico;SDAG;Total;2028;21140,0
Pessimista;Doméstico;SDAG;Total;2029;21444,0
Pessimista;Doméstico;SDAG;Total;2030;21708,0
Pessimista;Doméstico;SDAG;Total;2031;21950,0
Pessimista;Doméstico;SDAG;Total;2032;22170,0
Pessimista;Doméstico;SDAG;Total;2033;22388,0
Pessimista;Doméstico;SDAG;Total;2034;22592,0
Pessimista;Doméstico;SDAG;Total;2035;22800,0
Pessimista;Doméstico;SDAG;Total;2036;23002,0
Pessimista;Doméstico;SDAG;Total;2037;23214,0
Pessimista;Doméstico;SDAG;Total;2038;23416,0
Pessimista;Doméstico;SDAG;Total;2039;23628,0
Pessimista;Doméstico;SDAG;Total;2040;23840,0
Pessimista;Doméstico;SDAG;Total;2041;24056,0
Pessimista;Doméstico;SDAG;Total;2042;24270,0
Pessimista;Doméstico;SDAG;Total;2043;24496,0
Pessimista;Doméstico;SDAG;Total;2044;24714,0
Pessimista;Doméstico;SDAG;Total;2045;24942,0
Pessimista;Doméstico;SDAG;Total;2046;25124,0
Pessimista;Doméstico;SDAG;Total;2047;25316,0
Pessimista;Doméstico;SDAG;Total;2048;25494,0
Pessimista;Doméstico;SDAG;Total;2049;25690,0
Pessimista;Doméstico;SDAG;Total;2050;25872,0
Pessimista;Doméstico;SDAG;Total;2051;26084,0
Pessimista;Doméstico;SDAG;Total;2052;26296,0
Pessimista;Doméstico;SDAG;Total;2053;26514,0
Pessimista;Doméstico;SDAG;Total;2054;26734,0
Pessimista;Doméstico;SDIY;Total;2025;429170,0
Pessimista;Doméstico;SDIY;Total;2026;422982,0
Pessimista;Doméstico;SDIY;Total;2027;425618,0
Pessimista;Doméstico;SDIY;Total;2028;428432,0
Pessimista;Doméstico;SDIY;Total;2029;431374,0
Pessimista;Doméstico;SDIY;Total;2030;434114,0
Pessimista;Doméstico;SDIY;Total;2031;436588,0
Pessimista;Doméstico;SDIY;Total;2032;438734,0
Pessimista;Doméstico;SDIY;Total;2033;440740,0
Pessimista;Doméstico;SDIY;Total;2034;442588,0
Pessimista;Doméstico;SDIY;Total;2035;444466,0
Pessimista;Doméstico;SDIY;Total;2036;446230,0
Pessimista;Doméstico;SDIY;Total;2037;448034,0
Pessimista;Doméstico;SDIY;Total;2038;449802,0
Pessimista;Doméstico;SDIY;Total;2039;451632,0
Pessimista;Doméstico;SDIY;Total;2040;453474,0
Pessimista;Doméstico;SDIY;Total;2041;455316,0
Pessimista;Doméstico;SDIY;Total;2042;457172,0
Pessimista;Doméstico;SDIY;Total;2043;459106,0
Pessimista;Doméstico;SDIY;Total;2044;461034,0
Pessimista;Doméstico;SDIY;Total;2045;463056,0
Pessimista;Doméstico;SDIY;Total;2046;464896,0
Pessimista;Doméstico;SDIY;Total;2047;466752,0
Pessimista;Doméstico;SDIY;Total;2048;468634,0
Pessimista;Doméstico;SDIY;Total;2049;470548,0
Pessimista;Doméstico;SDIY;Total;2050;472422,0
Pessimista;Doméstico;SDIY;Total;2051;474570,0
Pessimista;Doméstico;SDIY;Total;2052;476824,0
Pessimista;Doméstico;SDIY;Total;2053;479116,0
Pessimista;Doméstico;SDIY;Total;2054;481422,0
Pessimista;Doméstico;SDOW;Total;2025;0,0
Pessimista;Doméstico;SDOW;Total;2026;0,0
Pessimista;Doméstico;SDOW;Total;2027;0,0
Pessimista;Doméstico;SDOW;Total;2028;0,0
Pessimista;Doméstico;SDOW;Total;2029;0,0
Pessimista;Doméstico;SDOW;Total;2030;0,0
Pessimista;Doméstico;SDOW;Total;2031;0,0
Pessimista;Doméstico;SDOW;Total;2032;0,0
Pessimista;Doméstico;SDOW;Total;2033;0,0
Pessimista;Doméstico;SDOW;Total;2034;0,0
Pessimista;Doméstico;SDOW;Total;2035;0,0
Pessimista;Doméstico;SDOW;Total;2036;0,0
Pessimista;Doméstico;SDOW;Total;2037;0,0
Pessimista;Doméstico;SDOW;Total;2038;0,0
Pessimista;Doméstico;SDOW;Total;2039;0,0
Pessimista;Doméstico;SDOW;Total;2040;0,0
Pessimista;Doméstico;SDOW;Total;2041;0,0
Pessimista;Doméstico;SDOW;Total;2042;0,0
Pessimista;Doméstico;SDOW;Total;2043;0,0
Pessimista;Doméstico;SDOW;Total;2044;0,0
Pessimista;Doméstico;SDOW;Total;2045;0,0
Pessimista;Doméstico;SDOW;Total;2046;0,0
Pessimista;Doméstico;SDOW;Total;2047;0,0
Pessimista;Doméstico;SDOW;Total;2048;0,0
Pessimista;Doméstico;SDOW;Total;2049;0,0
Pessimista;Doméstico;SDOW;Total;2050;0,0
Pessimista;Doméstico;SDOW;Total;2051;0,0
Pessimista;Doméstico;SDOW;Total;2052;0,0
Pessimista;Doméstico;SDOW;Total;2053;0,0
Pessimista;Doméstico;SDOW;Total;2054;0,0
Pessimista;Doméstico;SDRK;Total;2025;122834,0
Pessimista;Doméstico;SDRK;Total;2026;131632,0
Pessimista;Doméstico;SDRK;Total;2027;136538,0
Pessimista;Doméstico;SDRK;Total;2028;139532,0
Pessimista;Doméstico;SDRK;Total;2029;141476,0
Pessimista;Doméstico;SDRK;Total;2030;143064,0
Pessimista;Doméstico;SDRK;Total;2031;144286,0
Pessimista;Doméstico;SDRK;Total;2032;145436,0
Pessimista;Doméstico;SDRK;Total;2033;146410,0
Pessimista;Doméstico;SDRK;Total;2034;147414,0
Pessimista;Doméstico;SDRK;Total;2035;148326,0
Pessimista;Doméstico;SDRK;Total;2036;149324,0
Pessimista;Doméstico;SDRK;Total;2037;150254,0
Pessimista;Doméstico;SDRK;Total;2038;151298,0
Pessimista;Doméstico;SDRK;Total;2039;152296,0
Pessimista;Doméstico;SDRK;Total;2040;153414,0
Pessimista;Doméstico;SDRK;Total;2041;154488,0
Pessimista;Doméstico;SDRK;Total;2042;155688,0
Pessimista;Doméstico;SDRK;Total;2043;156850,0
Pessimista;Doméstico;SDRK;Total;2044;158116,0
Pessimista;Doméstico;SDRK;Total;2045;159336,0
Pessimista;Doméstico;SDRK;Total;2046;160754,0
Pessimista;Doméstico;SDRK;Total;2047;162096,0
Pessimista;Doméstico;SDRK;Total;2048;163542,0
Pessimista;Doméstico;SDRK;Total;2049;164920,0
Pessimista;Doméstico;SDRK;Total;2050;166382,0
Pessimista;Doméstico;SDRK;Total;2051;167862,0
Pessimista;Doméstico;SDRK;Total;2052;169386,0
Pessimista;Doméstico;SDRK;Total;2053;170932,0
Pessimista;Doméstico;SDRK;Total;2054;172488,0
Pessimista;Doméstico;SDUB;Total;2025;26066,0
Pessimista;Doméstico;SDUB;Total;2026;27872,0
Pessimista;Doméstico;SDUB;Total;2027;28910,0
Pessimista;Doméstico;SDUB;Total;2028;29542,0
Pessimista;Doméstico;SDUB;Total;2029;29990,0
Pessimista;Doméstico;SDUB;Total;2030;30348,0
Pessimista;Doméstico;SDUB;Total;2031;30654,0
Pessimista;Doméstico;SDUB;Total;2032;30930,0
Pessimista;Doméstico;SDUB;Total;2033;31190,0
Pessimista;Doméstico;SDUB;Total;2034;31440,0
Pessimista;Doméstico;SDUB;Total;2035;31694,0
Pessimista;Doméstico;SDUB;Total;2036;31950,0
Pessimista;Doméstico;SDUB;Total;2037;32212,0
Pessimista;Doméstico;SDUB;Total;2038;32486,0
Pessimista;Doméstico;SDUB;Total;2039;32766,0
Pessimista;Doméstico;SDUB;Total;2040;33056,0
Pessimista;Doméstico;SDUB;Total;2041;33356,0
Pessimista;Doméstico;SDUB;Total;2042;33668,0
Pessimista;Doméstico;SDUB;Total;2043;33988,0
Pessimista;Doméstico;SDUB;Total;2044;34318,0
Pessimista;Doméstico;SDUB;Total;2045;34652,0
Pessimista;Doméstico;SDUB;Total;2046;34982,0
Pessimista;Doméstico;SDUB;Total;2047;35314,0
Pessimista;Doméstico;SDUB;Total;2048;35650,0
Pessimista;Doméstico;SDUB;Total;2049;35988,0
Pessimista;Doméstico;SDUB;Total;2050;36334,0
Pessimista;Doméstico;SDUB;Total;2051;36696,0
Pessimista;Doméstico;SDUB;Total;2052;37068,0
Pessimista;Doméstico;SDUB;Total;2053;37448,0
Pessimista;Doméstico;SDUB;Total;2054;37830,0
Pessimista;Doméstico;SDXF;Total;2025;2812,0
Pessimista;Doméstico;SDXF;Total;2026;2812,0
Pessimista;Doméstico;SDXF;Total;2027;2858,0
Pessimista;Doméstico;SDXF;Total;2028;2906,0
Pessimista;Doméstico;SDXF;Total;2029;2952,0
Pessimista;Doméstico;SDXF;Total;2030;2986,0
Pessimista;Doméstico;SDXF;Total;2031;3018,0
Pessimista;Doméstico;SDXF;Total;2032;3040,0
Pessimista;Doméstico;SDXF;Total;2033;3066,0
Pessimista;Doméstico;SDXF;Total;2034;3088,0
Pessimista;Doméstico;SDXF;Total;2035;3120,0
Pessimista;Doméstico;SDXF;Total;2036;3144,0
Pessimista;Doméstico;SDXF;Total;2037;3170,0
Pessimista;Doméstico;SDXF;Total;2038;3194,0
Pessimista;Doméstico;SDXF;Total;2039;3222,0
Pessimista;Doméstico;SDXF;Total;2040;3248,0
Pessimista;Doméstico;SDXF;Total;2041;3268,0
Pessimista;Doméstico;SDXF;Total;2042;3300,0
Pessimista;Doméstico;SDXF;Total;2043;3328,0
Pessimista;Doméstico;SDXF;Total;2044;3354,0
Pessimista;Doméstico;SDXF;Total;2045;3382,0
Pessimista;Doméstico;SDXF;Total;2046;3416,0
Pessimista;Doméstico;SDXF;Total;2047;3440,0
Pessimista;Doméstico;SDXF;Total;2048;3474,0
Pessimista;Doméstico;SDXF;Total;2049;3502,0
Pessimista;Doméstico;SDXF;Total;2050;3536,0
Pessimista;Doméstico;SDXF;Total;2051;3564,0
Pessimista;Doméstico;SDXF;Total;2052;3594,0
Pessimista;Doméstico;SDXF;Total;2053;3628,0
Pessimista;Doméstico;SDXF;Total;2054;3664,0
Pessimista;Doméstico;SIRI;Total;2025;0,0
Pessimista;Doméstico;SIRI;Total;2026;0,0
Pessimista;Doméstico;SIRI;Total;2027;0,0
Pessimista;Doméstico;SIRI;Total;2028;0,0
Pessimista;Doméstico;SIRI;Total;2029;0,0
Pessimista;Doméstico;SIRI;Total;2030;0,0
Pessimista;Doméstico;SIRI;Total;2031;0,0
Pessimista;Doméstico;SIRI;Total;2032;0,0
Pessimista;Doméstico;SIRI;Total;2033;0,0
Pessimista;Doméstico;SIRI;Total;2034;0,0
Pessimista;Doméstico;SIRI;Total;2035;0,0
Pessimista;Doméstico;SIRI;Total;2036;0,0
Pessimista;Doméstico;SIRI;Total;2037;0,0
Pessimista;Doméstico;SIRI;Total;2038;0,0
Pessimista;Doméstico;SIRI;Total;2039;0,0
Pessimista;Doméstico;SIRI;Total;2040;0,0
Pessimista;Doméstico;SIRI;Total;2041;0,0
Pessimista;Doméstico;SIRI;Total;2042;0,0
Pessimista;Doméstico;SIRI;Total;2043;0,0
Pessimista;Doméstico;SIRI;Total;2044;0,0
Pessimista;Doméstico;SIRI;Total;2045;0,0
Pessimista;Doméstico;SIRI;Total;2046;0,0
Pessimista;Doméstico;SIRI;Total;2047;0,0
Pessimista;Doméstico;SIRI;Total;2048;0,0
Pessimista;Doméstico;SIRI;Total;2049;0,0
Pessimista;Doméstico;SIRI;Total;2050;0,0
Pessimista;Doméstico;SIRI;Total;2051;0,0
Pessimista;Doméstico;SIRI;Total;2052;0,0
Pessimista;Doméstico;SIRI;Total;2053;0,0
Pessimista;Doméstico;SIRI;Total;2054;0,0
Pessimista;Doméstico;SJOG;Total;2025;40748,0
Pessimista;Doméstico;SJOG;Total;2026;41840,0
Pessimista;Doméstico;SJOG;Total;2027;41806,0
Pessimista;Doméstico;SJOG;Total;2028;41288,0
Pessimista;Doméstico;SJOG;Total;2029;40650,0
Pessimista;Doméstico;SJOG;Total;2030;40024,0
Pessimista;Doméstico;SJOG;Total;2031;39416,0
Pessimista;Doméstico;SJOG;Total;2032;38852,0
Pessimista;Doméstico;SJOG;Total;2033;38330,0
Pessimista;Doméstico;SJOG;Total;2034;37868,0
Pessimista;Doméstico;SJOG;Total;2035;37470,0
Pessimista;Doméstico;SJOG;Total;2036;37124,0
Pessimista;Doméstico;SJOG;Total;2037;36822,0
Pessimista;Doméstico;SJOG;Total;2038;36566,0
Pessimista;Doméstico;SJOG;Total;2039;36366,0
Pessimista;Doméstico;SJOG;Total;2040;36204,0
Pessimista;Doméstico;SJOG;Total;2041;36070,0
Pessimista;Doméstico;SJOG;Total;2042;35978,0
Pessimista;Doméstico;SJOG;Total;2043;35906,0
Pessimista;Doméstico;SJOG;Total;2044;35862,0
Pessimista;Doméstico;SJOG;Total;2045;35842,0
Pessimista;Doméstico;SJOG;Total;2046;35838,0
Pessimista;Doméstico;SJOG;Total;2047;35852,0
Pessimista;Doméstico;SJOG;Total;2048;35882,0
Pessimista;Doméstico;SJOG;Total;2049;35920,0
Pessimista;Doméstico;SJOG;Total;2050;35978,0
Pessimista;Doméstico;SJOG;Total;2051;36046,0
Pessimista;Doméstico;SJOG;Total;2052;36136,0
Pessimista;Doméstico;SJOG;Total;2053;36234,0
Pessimista;Doméstico;SJOG;Total;2054;36336,0
Pessimista;Doméstico;SJZA;Total;2025;0,0
Pessimista;Doméstico;SJZA;Total;2026;0,0
Pessimista;Doméstico;SJZA;Total;2027;0,0
Pessimista;Doméstico;SJZA;Total;2028;0,0
Pessimista;Doméstico;SJZA;Total;2029;0,0
Pessimista;Doméstico;SJZA;Total;2030;0,0
