airport_id;ano;total_movimento;cenario;conexao;demanda_liquida_aeroporto;uf
SBCT;2021;2985253,0;Observado;0,0;2985253,0;PR
SBCT;2022;4891187,0;Observado;0,0;4891187,0;PR
SBCT;2023;5536034,0;Observado;0,0;5536034,0;PR
SBCT;2024;5517060,0;Observado;0,0;5517060,0;PR
SBCX;2004;62939,0;Observado;0,0;62939,0;RS
SBCX;2005;146610,0;Observado;0,0;146610,0;RS
SBCX;2006;127761,0;Observado;0,0;127761,0;RS
SBCX;2007;105532,0;Observado;0,0;105532,0;RS
SBCX;2008;112534,0;Observado;0,0;112534,0;RS
SBCX;2009;109725,0;Observado;0,0;109725,0;RS
SBCX;2010;148034,0;Observado;0,0;148034,0;RS
SBCX;2011;161336,0;Observado;0,0;161336,0;RS
SBCX;2012;260328,0;Observado;0,0;260328,0;RS
SBCX;2013;205047,0;Observado;0,0;205047,0;RS
SBCX;2014;194717,0;Observado;0,0;194717,0;RS
SBCX;2015;168382,0;Observado;0,0;168382,0;RS
SBCX;2016;181626,0;Observado;0,0;181626,0;RS
SBCX;2017;187011,0;Observado;0,0;187011,0;RS
SBCX;2018;183175,0;Observado;0,0;183175,0;RS
SBCX;2019;208088,0;Observado;0,0;208088,0;RS
SBCX;2020;53603,0;Observado;0,0;53603,0;RS
SBCX;2021;91609,0;Observado;0,0;91609,0;RS
SBCX;2022;212087,0;Observado;0,0;212087,0;RS
SBCX;2023;307639,0;Observado;0,0;307639,0;RS
SBCX;2024;430752,0;Observado;0,0;430752,0;RS
SBCY;2004;636861,0;Observado;0,0;636861,0;MT
SBCY;2005;827688,0;Observado;0,0;827688,0;MT
SBCY;2006;898734,0;Observado;0,0;898734,0;MT
SBCY;2007;1162012,0;Observado;0,0;1162012,0;MT
SBCY;2008;1346291,0;Observado;0,0;1346291,0;MT
SBCY;2009;1623334,0;Observado;0,0;1623334,0;MT
SBCY;2010;2097836,0;Observado;0,0;2097836,0;MT
SBCY;2011;2498888,0;Observado;0,0;2498888,0;MT
SBCY;2012;2684835,0;Observado;0,0;2684835,0;MT
SBCY;2013;2869893,0;Observado;0,0;2869893,0;MT
SBCY;2014;3202489,0;Observado;0,0;3202489,0;MT
SBCY;2015;3208550,0;Observado;0,0;3208550,0;MT
SBCY;2016;2812254,0;Observado;0,0;2812254,0;MT
SBCY;2017;2877197,0;Observado;0,0;2877197,0;MT
SBCY;2018;3012699,0;Observado;0,0;3012699,0;MT
SBCY;2019;2923272,0;Observado;0,0;2923272,0;MT
SBCY;2020;1437518,0;Observado;0,0;1437518,0;MT
SBCY;2021;2011210,0;Observado;0,0;2011210,0;MT
SBCY;2022;2946720,0;Observado;0,0;2946720,0;MT
SBCY;2023;2836748,0;Observado;0,0;2836748,0;MT
SBCY;2024;2695666,0;Observado;0,0;2695666,0;MT
SBCZ;2004;35695,0;Observado;0,0;35695,0;AC
SBCZ;2005;52230,0;Observado;0,0;52230,0;AC
SBCZ;2006;60518,0;Observado;0,0;60518,0;AC
SBCZ;2007;71144,0;Observado;0,0;71144,0;AC
SBCZ;2008;73826,0;Observado;0,0;73826,0;AC
SBCZ;2009;87013,0;Observado;0,0;87013,0;AC
SBCZ;2010;99548,0;Observado;0,0;99548,0;AC
SBCZ;2011;101444,0;Observado;0,0;101444,0;AC
SBCZ;2012;53184,0;Observado;0,0;53184,0;AC
SBCZ;2013;54553,0;Observado;0,0;54553,0;AC
SBCZ;2014;56492,0;Observado;0,0;56492,0;AC
SBCZ;2015;64393,0;Observado;0,0;64393,0;AC
SBCZ;2016;64081,0;Observado;0,0;64081,0;AC
SBCZ;2017;79206,0;Observado;0,0;79206,0;AC
SBCZ;2018;70864,0;Observado;0,0;70864,0;AC
SBCZ;2019;59513,0;Observado;0,0;59513,0;AC
SBCZ;2020;19694,0;Observado;0,0;19694,0;AC
SBCZ;2021;37706,0;Observado;0,0;37706,0;AC
SBCZ;2022;41101,0;Observado;0,0;41101,0;AC
SBCZ;2023;40378,0;Observado;0,0;40378,0;AC
SBCZ;2024;40515,0;Observado;0,0;40515,0;AC
SBDB;2004;884,0;Observado;0,0;884,0;MS
SBDB;2005;5431,0;Observado;0,0;5431,0;MS
SBDB;2006;11134,0;Observado;0,0;11134,0;MS
SBDB;2007;5248,0;Observado;0,0;5248,0;MS
SBDB;2009;2419,0;Observado;0,0;2419,0;MS
