ICAO;Sentido;Cenário;Ano;Carga (kg)
SBSJ;Importação;Pessimista;2036;3927404,043
SBSJ;Exportação;Pessimista;2037;242637,1025
SBSJ;Importação;Pessimista;2037;3984301,411
SBSJ;Exportação;Pessimista;2038;247983,2246
SBSJ;Importação;Pessimista;2038;4042214,452
SBSJ;Exportação;Pessimista;2039;253265,9684
SBSJ;Importação;Pessimista;2039;4101114,219
SBSJ;Exportação;Pessimista;2040;258589,0912
SBSJ;Importação;Pessimista;2040;4161040,462
SBSJ;Exportação;Pessimista;2041;263982,1828
SBSJ;Importação;Pessimista;2041;4221923,106
SBSJ;Exportação;Pessimista;2042;269454,3446
SBSJ;Importação;Pessimista;2042;4283666,536
SBSJ;Exportação;Pessimista;2043;275117,0053
SBSJ;Importação;Pessimista;2043;4346199,641
SBSJ;Exportação;Pessimista;2044;280896,6445
SBSJ;Importação;Pessimista;2044;4409415,436
SBSJ;Exportação;Pessimista;2045;286773,9903
SBSJ;Importação;Pessimista;2045;4473215,663
SBSJ;Exportação;Pessimista;2046;292668,1226
SBRF;Exportação;Pessimista;2025;3475703,296
SBRF;Exportação;Pessimista;2026;3573089,791
SBRF;Exportação;Pessimista;2027;3666791,423
SBRF;Exportação;Pessimista;2028;3732484,654
SBRF;Exportação;Pessimista;2029;3787844,742
SBRF;Exportação;Pessimista;2030;3826109,12
SBRF;Exportação;Pessimista;2031;3863547,246
SBRF;Exportação;Pessimista;2032;3906569,219
SBRF;Exportação;Pessimista;2033;3954746,54
SBRF;Exportação;Pessimista;2034;4004705,658
SBRF;Exportação;Pessimista;2035;4055596,789
SBRF;Exportação;Pessimista;2036;4105686,509
SBRF;Exportação;Pessimista;2037;4153958,229
SBRF;Exportação;Pessimista;2038;4202052,004
SBRF;Exportação;Pessimista;2039;4248669,851
SBRF;Exportação;Pessimista;2040;4296948,961
SBRF;Exportação;Pessimista;2041;4345787,019
SBRF;Exportação;Pessimista;2042;4395111,651
SBRF;Exportação;Pessimista;2043;4443329,308
SBRF;Exportação;Pessimista;2044;4491453,505
SBRF;Exportação;Pessimista;2045;4538028,457
SBRF;Exportação;Pessimista;2046;4582186,657
SBRF;Exportação;Pessimista;2047;4624077,71
SBRF;Exportação;Pessimista;2048;4665607,658
SBRF;Exportação;Pessimista;2049;4707278,134
SBRF;Exportação;Pessimista;2050;4747334,28
SBRF;Exportação;Pessimista;2051;4787172,725
SBRF;Exportação;Pessimista;2052;4827178,645
SBRF;Exportação;Pessimista;2053;4867459,761
SBRF;Exportação;Pessimista;2054;4908047,745
SBVT;Exportação;Pessimista;2025;1943,850333
SBVT;Exportação;Pessimista;2026;1943,850333
SBVT;Exportação;Pessimista;2027;1943,850333
SBVT;Exportação;Pessimista;2028;1943,850333
SBVT;Exportação;Pessimista;2029;1943,850333
SBVT;Exportação;Pessimista;2030;1943,850333
SBVT;Exportação;Pessimista;2031;1943,850333
SBVT;Exportação;Pessimista;2032;1943,850333
SBVT;Exportação;Pessimista;2033;1943,850333
SBVT;Exportação;Pessimista;2034;1943,850333
SBVT;Exportação;Pessimista;2035;1943,850333
SBVT;Exportação;Pessimista;2036;1943,850333
SBVT;Exportação;Pessimista;2037;1943,850333
SBVT;Exportação;Pessimista;2038;1943,850333
SBVT;Exportação;Pessimista;2039;1943,850333
SBVT;Exportação;Pessimista;2040;1943,850333
SBVT;Exportação;Pessimista;2041;1943,850333
SBVT;Exportação;Pessimista;2042;1943,850333
SBVT;Exportação;Pessimista;2043;1943,850333
SBVT;Exportação;Pessimista;2044;1943,850333
SBVT;Exportação;Pessimista;2045;1943,850333
SBVT;Exportação;Pessimista;2046;1943,850333
SBVT;Exportação;Pessimista;2047;1943,850333
SBVT;Exportação;Pessimista;2048;1943,850333
SBVT;Exportação;Pessimista;2049;1943,850333
SBVT;Exportação;Pessimista;2050;1943,850333
SBVT;Exportação;Pessimista;2051;1943,850333
SBVT;Exportação;Pessimista;2052;1943,850333
SBVT;Exportação;Pessimista;2053;1943,850333
SBVT;Exportação;Pessimista;2054;1943,850333
SBPA;Exportação;Pessimista;2025;891132,496
SBPA;Exportação;Pessimista;2026;1171240,818
SBPA;Exportação;Pessimista;2027;1297143,708
SBPA;Exportação;Pessimista;2028;1348155,296
SBPA;Exportação;Pessimista;2029;1374229,566
SBPA;Exportação;Pessimista;2030;1391470,533
SBPA;Exportação;Pessimista;2031;1406921,266
SBPA;Exportação;Pessimista;2032;1422884,093
SBPA;Exportação;Pessimista;2033;1439542,298
SBPA;Exportação;Pessimista;2034;1456587,451
SBPA;Exportação;Pessimista;2035;1473884,458
SBPA;Exportação;Pessimista;2036;1491221,481
SBPA;Exportação;Pessimista;2037;1508578,917
SBPA;Exportação;Pessimista;2038;1526086,888
SBPA;Exportação;Pessimista;2039;1543588,121
SBPA;Exportação;Pessimista;2040;1561485,816
SBPA;Exportação;Pessimista;2041;1579682,098
SBPA;Exportação;Pessimista;2042;1598153,02
SBPA;Exportação;Pessimista;2043;1616694,774
SBPA;Exportação;Pessimista;2044;1635309,564
SBPA;Exportação;Pessimista;2045;1653914,789
SBPA;Exportação;Pessimista;2046;1671981,819
SBPA;Exportação;Pessimista;2047;1689851,236
SBPA;Exportação;Pessimista;2048;1707542,633
SBPA;Exportação;Pessimista;2049;1725357,478
SBPA;Exportação;Pessimista;2050;1743150,868
SBPA;Exportação;Pessimista;2051;1761114,149
SBPA;Exportação;Pessimista;2052;1779302,465
SBPA;Exportação;Pessimista;2053;1797733,61
SBPA;Exportação;Pessimista;2054;1816415,174
SBCT;Exportação;Pessimista;2025;458235,0401
SBCT;Exportação;Pessimista;2026;588737,1598
SBCT;Exportação;Pessimista;2027;648958,2929
SBCT;Exportação;Pessimista;2028;679099,6587
SBCT;Exportação;Pessimista;2029;699367,0703
SBCT;Exportação;Pessimista;2030;716982,3542
SBCT;Exportação;Pessimista;2031;734398,8437
SBCT;Exportação;Pessimista;2032;752278,8145
SBCT;Exportação;Pessimista;2033;770513,088
SBCT;Exportação;Pessimista;2034;789083,5075
SBCT;Exportação;Pessimista;2035;807976,4825
SBCT;Exportação;Pessimista;2036;827259,7182
SBCT;Exportação;Pessimista;2037;846848,6514
SBCT;Exportação;Pessimista;2038;866764,4731
SBCT;Exportação;Pessimista;2039;887021,643
SBCT;Exportação;Pessimista;2040;907633,1321
SBCT;Exportação;Pessimista;2041;928547,6658
SBCT;Exportação;Pessimista;2042;949814,8107
SBCT;Exportação;Pessimista;2043;971517,8895
SBCT;Exportação;Pessimista;2044;993594,3558
SBCT;Exportação;Pessimista;2045;1016057,418
SBCT;Exportação;Pessimista;2046;1038247,288
SBCT;Exportação;Pessimista;2047;1060632,746
SBCT;Exportação;Pessimista;2048;1083354,625
SBCT;Exportação;Pessimista;2049;1106449,664
SBCT;Exportação;Pessimista;2050;1129932,992
SBCT;Exportação;Pessimista;2051;1153813,746
SBCT;Exportação;Pessimista;2052;1178099,468
SBCT;Exportação;Pessimista;2053;1202797,345
SBCT;Exportação;Pessimista;2054;1227914,547
SBEG;Exportação;Pessimista;2025;3095930,735
SBEG;Exportação;Pessimista;2026;3195479,882
SBEG;Exportação;Pessimista;2027;3273198,965
SBEG;Exportação;Pessimista;2028;3331806,807
SBEG;Exportação;Pessimista;2029;3383721,722
SBEG;Exportação;Pessimista;2030;3433500,104
SBEG;Exportação;Pessimista;2031;3482041,357
SBEG;Exportação;Pessimista;2032;3531183,705
SBEG;Exportação;Pessimista;2033;3580503,833
SBEG;Exportação;Pessimista;2034;3631074,851
SBEG;Exportação;Pessimista;2035;3681249,603
SBEG;Exportação;Pessimista;2036;3731156,11
SBEG;Exportação;Pessimista;2037;3782838,139
SBEG;Exportação;Pessimista;2038;3834219,886
SBEG;Exportação;Pessimista;2039;3885328,871
SBEG;Exportação;Pessimista;2040;3936959,873
SBEG;Exportação;Pessimista;2041;3989292,101
SBEG;Exportação;Pessimista;2042;4042383,743
SBEG;Exportação;Pessimista;2043;4096941,524
SBEG;Exportação;Pessimista;2044;4152505,422
SBEG;Exportação;Pessimista;2045;4208906,204
SBEG;Exportação;Pessimista;2046;4265394,531
SBEG;Exportação;Pessimista;2047;4322456,867
SBEG;Exportação;Pessimista;2048;4380289,262
SBEG;Exportação;Pessimista;2049;4438955,303
SBEG;Exportação;Pessimista;2050;4498428,827
SBEG;Exportação;Pessimista;2051;4558765,037
SBEG;Exportação;Pessimista;2052;4619988,89
SBEG;Exportação;Pessimista;2053;4682117,191
SBEG;Exportação;Pessimista;2054;4745164,666
SBCF;Exportação;Pessimista;2025;3368098,003
SBCF;Exportação;Pessimista;2026;3456463,112
SBCF;Exportação;Pessimista;2027;3550880,97
SBCF;Exportação;Pessimista;2028;3602615,177
SBCF;Exportação;Pessimista;2029;3637286,36
SBCF;Exportação;Pessimista;2030;3663683,315
SBCF;Exportação;Pessimista;2031;3688397,957
SBCF;Exportação;Pessimista;2032;3714084,131
SBCF;Exportação;Pessimista;2033;3741001,052
SBCF;Exportação;Pessimista;2034;3768558,17
SBCF;Exportação;Pessimista;2035;3796453,342
SBCF;Exportação;Pessimista;2036;3824360,26
SBCF;Exportação;Pessimista;2037;3852226,385
SBCF;Exportação;Pessimista;2038;3880237,435
SBCF;Exportação;Pessimista;2039;3908086,273
SBCF;Exportação;Pessimista;2040;3936556,455
SBCF;Exportação;Pessimista;2041;3965461,484
SBCF;Exportação;Pessimista;2042;3994753,729
SBCF;Exportação;Pessimista;2043;4024055,763
SBCF;Exportação;Pessimista;2044;4053531,348
SBCF;Exportação;Pessimista;2045;4082896,386
SBCF;Exportação;Pessimista;2046;4111592,535
SBCF;Exportação;Pessimista;2047;4139920,767
SBCF;Exportação;Pessimista;2048;4168187,303
SBCF;Exportação;Pessimista;2049;4196684,059
SBCF;Exportação;Pessimista;2050;4225052,717
SBCF;Exportação;Pessimista;2051;4253635,98
SBCF;Exportação;Pessimista;2052;4282531,211
SBCF;Exportação;Pessimista;2053;4311768,504
SBCF;Exportação;Pessimista;2054;4341359,551
SBBE;Exportação;Pessimista;2025;284591,358
SBBE;Exportação;Pessimista;2026;334721,0249
SBBE;Exportação;Pessimista;2027;359697,3278
SBBE;Exportação;Pessimista;2028;369661,3211
SBBE;Exportação;Pessimista;2029;374572,9579
SBBE;Exportação;Pessimista;2030;377823,5896
SBBE;Exportação;Pessimista;2031;380778,9469
SBBE;Exportação;Pessimista;2032;383852,9269
SBBE;Exportação;Pessimista;2033;387047,0244
SBBE;Exportação;Pessimista;2034;390313,6812
SBBE;Exportação;Pessimista;2035;393640,5424
SBBE;Exportação;Pessimista;2036;396999,4003
SBBE;Exportação;Pessimista;2037;400382,5021
SBBE;Exportação;Pessimista;2038;403813,7579
SBBE;Exportação;Pessimista;2039;407274,2872
SBBE;Exportação;Pessimista;2040;410811,8084
SBBE;Exportação;Pessimista;2041;414414,2156
SBBE;Exportação;Pessimista;2042;418078,9503
SBBE;Exportação;Pessimista;2043;421779,0583
SBBE;Exportação;Pessimista;2044;425534,5368
SBBE;Exportação;Pessimista;2045;429324,2365
SBBE;Exportação;Pessimista;2046;433052,9855
SBBE;Exportação;Pessimista;2047;436781,0453
SBBE;Exportação;Pessimista;2048;440553,438
SBBE;Exportação;Pessimista;2049;444383,3421
SBBE;Exportação;Pessimista;2050;448246,8478
SBBE;Exportação;Pessimista;2051;452166,2251
SBBE;Exportação;Pessimista;2052;456148,3885
SBBE;Exportação;Pessimista;2053;460196,0536
SBBE;Exportação;Pessimista;2054;464310,7988
SBSG;Exportação;Pessimista;2025;12476,68785
SBSG;Exportação;Pessimista;2026;201540,6567
SBSG;Exportação;Pessimista;2027;285686,1681
SBSG;Exportação;Pessimista;2028;315050,5769
SBSG;Exportação;Pessimista;2029;326594,8523
SBSG;Exportação;Pessimista;2030;332320,8404
SBSG;Exportação;Pessimista;2031;336301,3222
SBSG;Exportação;Pessimista;2032;339909,7737
SBSG;Exportação;Pessimista;2033;343627,4317
SBSG;Exportação;Pessimista;2034;347396,2774
SBSG;Exportação;Pessimista;2035;351349,3717
SBSG;Exportação;Pessimista;2036;355276,5913
SBSG;Exportação;Pessimista;2037;359117,6187
SBSG;Exportação;Pessimista;2038;362955,0742
SBSG;Exportação;Pessimista;2039;366709,4246
SBSG;Exportação;Pessimista;2040;370562,9769
SBSG;Exportação;Pessimista;2041;374464,3979
SBSG;Exportação;Pessimista;2042;378399,731
SBSG;Exportação;Pessimista;2043;382259,5681
SBSG;Exportação;Pessimista;2044;386118,059
SBSG;Exportação;Pessimista;2045;389888,3599
SBSG;Exportação;Pessimista;2046;393704,4069
SBSG;Exportação;Pessimista;2047;397443,2298
SBSG;Exportação;Pessimista;2048;401178,8451
SBSG;Exportação;Pessimista;2049;404931,687
SBSG;Exportação;Pessimista;2050;408596,7213
SBSG;Exportação;Pessimista;2051;412254,8843
SBSG;Exportação;Pessimista;2052;415928,4894
SBSG;Exportação;Pessimista;2053;419623,7698
SBSG;Exportação;Pessimista;2054;423342,5515
SBCB;Exportação;Pessimista;2025;120600
SBCB;Exportação;Pessimista;2026;115981,3806
SBCB;Exportação;Pessimista;2027;115914,4188
SBCB;Exportação;Pessimista;2028;117000,3586
SBCB;Exportação;Pessimista;2029;118443,1551
SBCB;Exportação;Pessimista;2030;119958,7018
SBCB;Exportação;Pessimista;2031;121420,7746
SBCB;Exportação;Pessimista;2032;122883,5528
SBCB;Exportação;Pessimista;2033;124315,0117
SBCB;Exportação;Pessimista;2034;125800,3638
SBCB;Exportação;Pessimista;2035;127219,5085
SBCB;Exportação;Pessimista;2036;128584,6495
SBCB;Exportação;Pessimista;2037;130047,4393
SBCB;Exportação;Pessimista;2038;131451,2512
SBCB;Exportação;Pessimista;2039;132800,262
SBCB;Exportação;Pessimista;2040;134145,9233
SBCB;Exportação;Pessimista;2041;135502,5993
SBCB;Exportação;Pessimista;2042;136874,4038
SBCB;Exportação;Pessimista;2043;138316,6064
SBCB;Exportação;Pessimista;2044;139791,9942
SBCB;Exportação;Pessimista;2045;141290,4702
SBCB;Exportação;Pessimista;2046;142809,4255
SBCB;Exportação;Pessimista;2047;144348,3214
SBCB;Exportação;Pessimista;2048;145907,1937
SBCB;Exportação;Pessimista;2049;147486,2394
SBCB;Exportação;Pessimista;2050;149085,7023
SBCB;Exportação;Pessimista;2051;150705,8415
SBCB;Exportação;Pessimista;2052;152346,9232
SBCB;Exportação;Pessimista;2053;154009,2175
SBCB;Exportação;Pessimista;2054;155692,9987
SBMO;Exportação;Pessimista;2025;36727,4
SBMO;Exportação;Pessimista;2026;46243,81428
SBMO;Exportação;Pessimista;2027;50417,22857
SBMO;Exportação;Pessimista;2028;52542,53014
SBMO;Exportação;Pessimista;2029;53933,66305
SBMO;Exportação;Pessimista;2030;55129,57518
SBMO;Exportação;Pessimista;2031;56283,91648
SBMO;Exportação;Pessimista;2032;57439,7817
SBMO;Exportação;Pessimista;2033;58609,34348
SBMO;Exportação;Pessimista;2034;59796,18737
SBMO;Exportação;Pessimista;2035;61001,52124
SBMO;Exportação;Pessimista;2036;62225,89735
SBMO;Exportação;Pessimista;2037;63469,68978
SBMO;Exportação;Pessimista;2038;64733,22673
SBMO;Exportação;Pessimista;2039;66016,82725
SBMO;Exportação;Pessimista;2040;67320,8115
SBMO;Exportação;Pessimista;2041;68645,50359
SBMO;Exportação;Pessimista;2042;69991,2325
SBMO;Exportação;Pessimista;2043;71358,33234
SBMO;Exportação;Pessimista;2044;72705,46452
SBMO;Exportação;Pessimista;2045;74061,80821
SBMO;Exportação;Pessimista;2046;75349,68912
SBMO;Exportação;Pessimista;2047;76631,31053
SBMO;Exportação;Pessimista;2048;77835,58078
SBMO;Exportação;Pessimista;2049;79029,17308
SBMO;Exportação;Pessimista;2050;80230,66407
SBMO;Exportação;Pessimista;2051;81445,32331
SBMO;Exportação;Pessimista;2052;82674,74484
SBMO;Exportação;Pessimista;2053;83919,50914
SBMO;Exportação;Pessimista;2054;85179,9185
SBGR;Exportação;Transformador;2025;235556240,6
SBGR;Exportação;Transformador;2026;234233559,3
SBGR;Exportação;Transformador;2027;236385583,1
SBGR;Exportação;Transformador;2028;239325657,4
SBGR;Exportação;Transformador;2029;242573140,9
SBGR;Exportação;Transformador;2030;245986210,7
SBGR;Exportação;Transformador;2031;249481837,1
SBGR;Exportação;Transformador;2032;253061589,2
SBGR;Exportação;Transformador;2033;256729356
SBGR;Exportação;Transformador;2034;260459701,4
SBGR;Exportação;Transformador;2035;264234651,1
SBGR;Exportação;Transformador;2036;268082580,9
SBGR;Exportação;Transformador;2037;272007564,4
SBGR;Exportação;Transformador;2038;275998771,9
SBGR;Exportação;Transformador;2039;280047771,2
SBGR;Exportação;Transformador;2040;284178809,8
SBGR;Exportação;Transformador;2041;288365798,3
SBGR;Exportação;Transformador;2042;292609899,9
SBGR;Exportação;Transformador;2043;296942485,2
SBGR;Exportação;Transformador;2044;301345393,2
SBGR;Exportação;Transformador;2045;305856103,1
SBGR;Exportação;Transformador;2046;310418865,5
SBGR;Exportação;Transformador;2047;315070807
SBGR;Exportação;Transformador;2048;319804967,9
SBGR;Exportação;Transformador;2049;324606514,6
SBGR;Exportação;Transformador;2050;329481648,4
SBGR;Exportação;Transformador;2051;334451077,7
SBGR;Exportação;Transformador;2052;339522492,3
SBGR;Exportação;Transformador;2053;344699999,7
SBGR;Exportação;Transformador;2054;349986768,6
SBSV;Exportação;Transformador;2025;6025312,917
SBSV;Exportação;Transformador;2026;6438167,179
SBSV;Exportação;Transformador;2027;6626884,437
SBSV;Exportação;Transformador;2028;6728500,006
SBSV;Exportação;Transformador;2029;6807095,208
SBSV;Exportação;Transformador;2030;6863424,234
SBSV;Exportação;Transformador;2031;6918083,986
SBSV;Exportação;Transformador;2032;6979735,175
SBSV;Exportação;Transformador;2033;7047628,594
SBSV;Exportação;Transformador;2034;7117785,596
SBSV;Exportação;Transformador;2035;7189364,74
SBSV;Exportação;Transformador;2036;7260168,996
SBSV;Exportação;Transformador;2037;7329857,753
SBSV;Exportação;Transformador;2038;7399925,579
SBSV;Exportação;Transformador;2039;7468259,861
SBSV;Exportação;Transformador;2040;7538942,347
SBSV;Exportação;Transformador;2041;7610537,817
SBSV;Exportação;Transformador;2042;7682647,684
SBSV;Exportação;Transformador;2043;7753635,259
SBSV;Exportação;Transformador;2044;7824723,937
SBSV;Exportação;Transformador;2045;7894822,644
SBSV;Exportação;Transformador;2046;7962911,43
SBSV;Exportação;Transformador;2047;8028935,104
SBSV;Exportação;Transformador;2048;8095086,525
SBSV;Exportação;Transformador;2049;8161587,66
SBSV;Exportação;Transformador;2050;8226398,065
SBSV;Exportação;Transformador;2051;8291222,995
SBSV;Exportação;Transformador;2052;8356537,313
SBSV;Exportação;Transformador;2053;8422477,247
SBSV;Exportação;Transformador;2054;8489085,942
SBKP;Exportação;Transformador;2025;105984822,7
SBKP;Exportação;Transformador;2026;108476438,7
SBKP;Exportação;Transformador;2027;110865375,9
SBKP;Exportação;Transformador;2028;113000737,4
SBKP;Exportação;Transformador;2029;115081894,4
SBKP;Exportação;Transformador;2030;117168032,1
SBKP;Exportação;Transformador;2031;119231104,4
SBKP;Exportação;Transformador;2032;121290408,3
SBKP;Exportação;Transformador;2033;123367748,3
SBKP;Exportação;Transformador;2034;125484197,9
SBKP;Exportação;Transformador;2035;127616508,8
SBKP;Exportação;Transformador;2036;129783912,2
SBKP;Exportação;Transformador;2037;132000485,9
SBKP;Exportação;Transformador;2038;134241114,3
SBKP;Exportação;Transformador;2039;136500778,6
SBKP;Exportação;Transformador;2040;138796461,8
SBKP;Exportação;Transformador;2041;141122165,4
SBKP;Exportação;Transformador;2042;143480840,1
SBKP;Exportação;Transformador;2043;145893794,3
SBKP;Exportação;Transformador;2044;148343780,1
SBKP;Exportação;Transformador;2045;150837738
SBKP;Exportação;Transformador;2046;153333916,1
SBKP;Exportação;Transformador;2047;155859973,7
SBKP;Exportação;Transformador;2048;158419718,5
SBKP;Exportação;Transformador;2049;161015960,6
SBKP;Exportação;Transformador;2050;163653900,7
SBKP;Exportação;Transformador;2051;166335890
SBKP;Exportação;Transformador;2052;169063183,4
SBKP;Exportação;Transformador;2053;171836742,4
SBKP;Exportação;Transformador;2054;174657460,5
SBGL;Exportação;Transformador;2025;30605321,03
SBGL;Exportação;Transformador;2026;31919679,45
SBGL;Exportação;Transformador;2027;32628295,26
SBGL;Exportação;Transformador;2028;33118851,1
SBGL;Exportação;Transformador;2029;33558658,89
SBGL;Exportação;Transformador;2030;33980035,35
SBGL;Exportação;Transformador;2031;34400432,96
SBGL;Exportação;Transformador;2032;34830242,41
SBGL;Exportação;Transformador;2033;35271454,82
SBGL;Exportação;Transformador;2034;35716961,94
SBGL;Exportação;Transformador;2035;36163122,43
SBGL;Exportação;Transformador;2036;36614754,76
SBGL;Exportação;Transformador;2037;37071296,99
SBGL;Exportação;Transformador;2038;37534301,46
SBGL;Exportação;Transformador;2039;37997162,91
SBGL;Exportação;Transformador;2040;38469630,56
SBGL;Exportação;Transformador;2041;38941538,6
SBGL;Exportação;Transformador;2042;39412696,67
SBGL;Exportação;Transformador;2043;39889865,27
SBGL;Exportação;Transformador;2044;40370302,23
SBGL;Exportação;Transformador;2045;40862566,53
SBGL;Exportação;Transformador;2046;41353040,4
SBGL;Exportação;Transformador;2047;41848269,41
SBGL;Exportação;Transformador;2048;42351158
SBGL;Exportação;Transformador;2049;42858376,81
SBGL;Exportação;Transformador;2050;43369215,11
SBGL;Exportação;Transformador;2051;43886299,06
SBGL;Exportação;Transformador;2052;44410436,43
SBGL;Exportação;Transformador;2053;44941935,42
SBGL;Exportação;Transformador;2054;45480968,26
SBBR;Exportação;Transformador;2025;857147,8473
SBBR;Exportação;Transformador;2026;932357,2817
SBBR;Exportação;Transformador;2027;982159,2839
SBBR;Exportação;Transformador;2028;1005401,141
SBBR;Exportação;Transformador;2029;1019283,266
SBBR;Exportação;Transformador;2030;1029506,237
SBBR;Exportação;Transformador;2031;1039138,702
SBBR;Exportação;Transformador;2032;1049268,906
SBBR;Exportação;Transformador;2033;1059834,355
SBBR;Exportação;Transformador;2034;1070703,755
SBBR;Exportação;Transformador;2035;1081696,966
SBBR;Exportação;Transformador;2036;1092699,112
SBBR;Exportação;Transformador;2037;1103828,435
SBBR;Exportação;Transformador;2038;1115027,822
SBBR;Exportação;Transformador;2039;1126214,648
SBBR;Exportação;Transformador;2040;1137652,941
SBBR;Exportação;Transformador;2041;1149302,323
SBBR;Exportação;Transformador;2042;1161154,186
SBBR;Exportação;Transformador;2043;1173142,683
SBBR;Exportação;Transformador;2044;1185317,217
SBBR;Exportação;Transformador;2045;1197568,807
SBBR;Exportação;Transformador;2046;1209692,835
SBBR;Exportação;Transformador;2047;1221797,78
SBBR;Exportação;Transformador;2048;1234041,719
SBBR;Exportação;Transformador;2049;1246471,081
SBBR;Exportação;Transformador;2050;1258969,666
SBBR;Exportação;Transformador;2051;1271637,416
SBBR;Exportação;Transformador;2052;1284504,477
SBBR;Exportação;Transformador;2053;1297581,828
SBBR;Exportação;Transformador;2054;1310875,22
SBFL;Exportação;Transformador;2025;1150080,449
SBFL;Exportação;Transformador;2026;1393749,654
SBFL;Exportação;Transformador;2027;1511612,926
SBFL;Exportação;Transformador;2028;1564441,637
SBFL;Exportação;Transformador;2029;1595636,193
SBFL;Exportação;Transformador;2030;1617457,957
SBFL;Exportação;Transformador;2031;1638095,297
SBFL;Exportação;Transformador;2032;1660254,567
SBFL;Exportação;Transformador;2033;1683875,342
SBFL;Exportação;Transformador;2034;1708219,358
SBFL;Exportação;Transformador;2035;1733089,5
SBFL;Exportação;Transformador;2036;1758050,6
SBFL;Exportação;Transformador;2037;1782973,258
SBFL;Exportação;Transformador;2038;1808211,953
SBFL;Exportação;Transformador;2039;1833468,463
SBFL;Exportação;Transformador;2040;1859467,509
SBFL;Exportação;Transformador;2041;1886017,794
SBFL;Exportação;Transformador;2042;1913073,401
SBFL;Exportação;Transformador;2043;1940207,296
SBFL;Exportação;Transformador;2044;1967493,136
SBFL;Exportação;Transformador;2045;1994743,643
SBFL;Exportação;Transformador;2046;2021265,275
SBFL;Exportação;Transformador;2047;2047466,891
SBFL;Exportação;Transformador;2048;2073402,824
SBFL;Exportação;Transformador;2049;2099569,806
SBFL;Exportação;Transformador;2050;2125658,986
SBFL;Exportação;Transformador;2051;2152035,789
SBFL;Exportação;Transformador;2052;2178806,473
SBFL;Exportação;Transformador;2053;2206005,997
SBFL;Exportação;Transformador;2054;2233649,794
SBFZ;Exportação;Transformador;2025;8292920,27
SBFZ;Exportação;Transformador;2026;7952063,657
SBFZ;Exportação;Transformador;2027;7933536,029
SBFZ;Exportação;Transformador;2028;7967764,178
SBFZ;Exportação;Transformador;2029;8015755,083
SBFZ;Exportação;Transformador;2030;8057421,077
SBFZ;Exportação;Transformador;2031;8099938,069
SBFZ;Exportação;Transformador;2032;8148063,706
SBFZ;Exportação;Transformador;2033;8200560,986
SBFZ;Exportação;Transformador;2034;8254325,493
SBFZ;Exportação;Transformador;2035;8308503,949
SBFZ;Exportação;Transformador;2036;8362610,251
SBFZ;Exportação;Transformador;2037;8416903,018
SBFZ;Exportação;Transformador;2038;8472226,439
SBFZ;Exportação;Transformador;2039;8526109,44
SBFZ;Exportação;Transformador;2040;8581851,309
SBFZ;Exportação;Transformador;2041;8637641,186
SBFZ;Exportação;Transformador;2042;8692957,62
SBFZ;Exportação;Transformador;2043;8747810,632
SBFZ;Exportação;Transformador;2044;8802513,476
SBFZ;Exportação;Transformador;2045;8857823,319
SBFZ;Exportação;Transformador;2046;8911161,835
SBFZ;Exportação;Transformador;2047;8963520,19
SBFZ;Exportação;Transformador;2048;9016560,545
SBFZ;Exportação;Transformador;2049;9069702,392
SBFZ;Exportação;Transformador;2050;9121876,371
SBFZ;Exportação;Transformador;2051;9174203,501
SBFZ;Exportação;Transformador;2052;9226997,617
SBFZ;Exportação;Transformador;2053;9280350,426
SBFZ;Exportação;Transformador;2054;9334292,598
SBSJ;Importação;Pessimista;2046;4537546,646
SBSJ;Exportação;Pessimista;2047;298631,5359
SBSJ;Importação;Pessimista;2047;4602349,849
SBSJ;Exportação;Pessimista;2048;304679,815
SBSJ;Importação;Pessimista;2048;4667610,805
SBSJ;Exportação;Pessimista;2049;310818,3055
SBSJ;Importação;Pessimista;2049;4733346,858
SBSJ;Exportação;Pessimista;2050;317049,5261
SBSJ;Importação;Pessimista;2050;4799595,198
SBSJ;Exportação;Pessimista;2051;323375,2275
SBSJ;Importação;Pessimista;2051;4866421,396
SBSJ;Exportação;Pessimista;2052;329796,9635
SBSJ;Importação;Pessimista;2052;4933915,507
SBSJ;Exportação;Pessimista;2053;336316,2506
SBSJ;Importação;Pessimista;2053;5002170,338
SBSJ;Exportação;Pessimista;2054;342934,6118
SBSJ;Importação;Pessimista;2054;5071292,397
SBSJ;Total;Tendencial;2024;2632147
SBSJ;Exportação;Tendencial;2025;30854,06812
SBSJ;Importação;Tendencial;2025;3173942,016
SBSJ;Exportação;Tendencial;2026;127269,5313
SBSJ;Importação;Tendencial;2026;3353589,513
SBSJ;Exportação;Tendencial;2027;168530,3027
SBSJ;Importação;Tendencial;2027;3484525,937
SBSJ;Exportação;Tendencial;2028;184974,86
SBSJ;Importação;Tendencial;2028;3593999,344
SBSJ;Exportação;Tendencial;2029;193662,2715
SBSJ;Importação;Tendencial;2029;3696399,156
SBSJ;Exportação;Tendencial;2030;200099,6111
SBSJ;Importação;Tendencial;2030;3796853,002
SBRF;Exportação;Transformador;2025;3475703,296
SBRF;Exportação;Transformador;2026;3579122,419
SBRF;Exportação;Transformador;2027;3682542,942
SBRF;Exportação;Transformador;2028;3761652,394
SBRF;Exportação;Transformador;2029;3834209,679
SBRF;Exportação;Transformador;2030;3890921,169
