ICAO;Sentido;Cenário;Ano;Carga (kg)
SBRF;Exportação;Transformador;2031;3947401,273
SBRF;Exportação;Transformador;2032;4009966,428
SBRF;Exportação;Transformador;2033;4078195,132
SBRF;Exportação;Transformador;2034;4148685,5
SBRF;Exportação;Transformador;2035;4220585,502
SBRF;Exportação;Transformador;2036;4292122,943
SBRF;Exportação;Transformador;2037;4362243,552
SBRF;Exportação;Transformador;2038;4432629,76
SBRF;Exportação;Transformador;2039;4501933,563
SBRF;Exportação;Transformador;2040;4573414,505
SBRF;Exportação;Transformador;2041;4645941,063
SBRF;Exportação;Transformador;2042;4719445,675
SBRF;Exportação;Transformador;2043;4792255,756
SBRF;Exportação;Transformador;2044;4865427,774
SBRF;Exportação;Transformador;2045;4937422,349
SBRF;Exportação;Transformador;2046;5007290,749
SBRF;Exportação;Transformador;2047;5075175,98
SBRF;Exportação;Transformador;2048;5143079,93
SBRF;Exportação;Transformador;2049;5211554,851
SBRF;Exportação;Transformador;2050;5278713,066
SBRF;Exportação;Transformador;2051;5346055,163
SBRF;Exportação;Transformador;2052;5414001,127
SBRF;Exportação;Transformador;2053;5482673,544
SBRF;Exportação;Transformador;2054;5552113,271
SBVT;Exportação;Transformador;2025;1943,850333
SBVT;Exportação;Transformador;2026;1943,850333
SBVT;Exportação;Transformador;2027;1943,850333
SBVT;Exportação;Transformador;2028;1943,850333
SBVT;Exportação;Transformador;2029;1943,850333
SBVT;Exportação;Transformador;2030;1943,850333
SBVT;Exportação;Transformador;2031;1943,850333
SBVT;Exportação;Transformador;2032;1943,850333
SBVT;Exportação;Transformador;2033;1943,850333
SBVT;Exportação;Transformador;2034;1943,850333
SBVT;Exportação;Transformador;2035;1943,850333
SBVT;Exportação;Transformador;2036;1943,850333
SBVT;Exportação;Transformador;2037;1943,850333
SBVT;Exportação;Transformador;2038;1943,850333
SBVT;Exportação;Transformador;2039;1943,850333
SBVT;Exportação;Transformador;2040;1943,850333
SBVT;Exportação;Transformador;2041;1943,850333
SBVT;Exportação;Transformador;2042;1943,850333
SBVT;Exportação;Transformador;2043;1943,850333
SBVT;Exportação;Transformador;2044;1943,850333
SBVT;Exportação;Transformador;2045;1943,850333
SBVT;Exportação;Transformador;2046;1943,850333
SBVT;Exportação;Transformador;2047;1943,850333
SBVT;Exportação;Transformador;2048;1943,850333
SBVT;Exportação;Transformador;2049;1943,850333
SBVT;Exportação;Transformador;2050;1943,850333
SBVT;Exportação;Transformador;2051;1943,850333
SBVT;Exportação;Transformador;2052;1943,850333
SBVT;Exportação;Transformador;2053;1943,850333
SBVT;Exportação;Transformador;2054;1943,850333
SBPA;Exportação;Transformador;2025;891132,496
SBPA;Exportação;Transformador;2026;1172592,396
SBPA;Exportação;Transformador;2027;1300955,246
SBPA;Exportação;Transformador;2028;1355392,813
SBPA;Exportação;Transformador;2029;1385856,426
SBPA;Exportação;Transformador;2030;1407827,796
SBPA;Exportação;Transformador;2031;1428195,909
SBPA;Exportação;Transformador;2032;1449240,197
SBPA;Exportação;Transformador;2033;1471144,32
SBPA;Exportação;Transformador;2034;1493599,4
SBPA;Exportação;Transformador;2035;1516471,956
SBPA;Exportação;Transformador;2036;1539547,817
SBPA;Exportação;Transformador;2037;1562808,477
SBPA;Exportação;Transformador;2038;1586390,652
SBPA;Exportação;Transformador;2039;1610134,019
SBPA;Exportação;Transformador;2040;1634460,535
SBPA;Exportação;Transformador;2041;1659273,605
SBPA;Exportação;Transformador;2042;1684552,928
SBPA;Exportação;Transformador;2043;1710088,179
SBPA;Exportação;Transformador;2044;1735874,15
SBPA;Exportação;Transformador;2045;1761831,068
SBPA;Exportação;Transformador;2046;1787382,795
SBPA;Exportação;Transformador;2047;1812898,43
SBPA;Exportação;Transformador;2048;1838373,799
SBPA;Exportação;Transformador;2049;1864149,196
SBPA;Exportação;Transformador;2050;1890075,597
SBPA;Exportação;Transformador;2051;1916362,827
SBPA;Exportação;Transformador;2052;1943074,461
SBPA;Exportação;Transformador;2053;1970233,87
SBPA;Exportação;Transformador;2054;1997853,467
SBCT;Exportação;Transformador;2025;458235,0401
SBCT;Exportação;Transformador;2026;589496,1481
SBCT;Exportação;Transformador;2027;650921,8457
SBCT;Exportação;Transformador;2028;682699,4697
SBCT;Exportação;Transformador;2029;705046,8632
SBCT;Exportação;Transformador;2030;724914,8969
SBCT;Exportação;Transformador;2031;744686,5576
SBCT;Exportação;Transformador;2032;765007,9469
SBCT;Exportação;Transformador;2033;785767,1063
SBCT;Exportação;Transformador;2034;806946,7144
SBCT;Exportação;Transformador;2035;828534,9705
SBCT;Exportação;Transformador;2036;850603,4242
SBCT;Exportação;Transformador;2037;873067,7002
SBCT;Exportação;Transformador;2038;895951,687
SBCT;Exportação;Transformador;2039;919272,4991
SBCT;Exportação;Transformador;2040;943045,8529
SBCT;Exportação;Transformador;2041;967220,6421
SBCT;Exportação;Transformador;2042;991850,4002
SBCT;Exportação;Transformador;2043;1017024,739
SBCT;Exportação;Transformador;2044;1042678,898
SBCT;Exportação;Transformador;2045;1068830,171
SBCT;Exportação;Transformador;2046;1094793,952
SBCT;Exportação;Transformador;2047;1121057,904
SBCT;Exportação;Transformador;2048;1147765,204
SBCT;Exportação;Transformador;2049;1174959,797
SBCT;Exportação;Transformador;2050;1202660,85
SBCT;Exportação;Transformador;2051;1230881,097
SBCT;Exportação;Transformador;2052;1259631,296
SBCT;Exportação;Transformador;2053;1288921,786
SBCT;Exportação;Transformador;2054;1318762,93
SBEG;Exportação;Transformador;2025;3095930,735
SBEG;Exportação;Transformador;2026;3198130,666
SBEG;Exportação;Transformador;2027;3280223,441
SBEG;Exportação;Transformador;2028;3344990,063
SBEG;Exportação;Transformador;2029;3404933,646
SBEG;Exportação;Transformador;2030;3463460,349
SBEG;Exportação;Transformador;2031;3521143,426
SBEG;Exportação;Transformador;2032;3579742,658
SBEG;Exportação;Transformador;2033;3638810,239
SBEG;Exportação;Transformador;2034;3699434,416
SBEG;Exportação;Transformador;2035;3759941,575
SBEG;Exportação;Transformador;2036;3820458,064
SBEG;Exportação;Transformador;2037;3883081,956
SBEG;Exportação;Transformador;2038;3945688,817
SBEG;Exportação;Transformador;2039;4008303,515
SBEG;Exportação;Transformador;2040;4071747,911
SBEG;Exportação;Transformador;2041;4136212,715
SBEG;Exportação;Transformador;2042;4201764,618
SBEG;Exportação;Transformador;2043;4269149,838
SBEG;Exportação;Transformador;2044;4337898,669
SBEG;Exportação;Transformador;2045;4407841,345
SBEG;Exportação;Transformador;2046;4478211,763
SBEG;Exportação;Transformador;2047;4549515,042
SBEG;Exportação;Transformador;2048;4621961,693
SBEG;Exportação;Transformador;2049;4695625,424
SBEG;Exportação;Transformador;2050;4770484,769
SBEG;Exportação;Transformador;2051;4846606,27
SBEG;Exportação;Transformador;2052;4924024,433
SBEG;Exportação;Transformador;2053;5002765,221
SBEG;Exportação;Transformador;2054;5082852,536
SBCF;Exportação;Transformador;2025;3368098,003
SBCF;Exportação;Transformador;2026;3458736,277
SBCF;Exportação;Transformador;2027;3557055,57
SBCF;Exportação;Transformador;2028;3614273,836
SBCF;Exportação;Transformador;2029;3656042,919
SBCF;Exportação;Transformador;2030;3690107,908
SBCF;Exportação;Transformador;2031;3722785,046
SBCF;Exportação;Transformador;2032;3756677,103
SBCF;Exportação;Transformador;2033;3792039,51
SBCF;Exportação;Transformador;2034;3828277,606
SBCF;Exportação;Transformador;2035;3865088,555
SBCF;Exportação;Transformador;2036;3902139,414
SBCF;Exportação;Transformador;2037;3939377,446
SBCF;Exportação;Transformador;2038;3976996,678
SBCF;Exportação;Transformador;2039;4014680,843
SBCF;Exportação;Transformador;2040;4053246,628
SBCF;Exportação;Transformador;2041;4092506,845
SBCF;Exportação;Transformador;2042;4132417,539
SBCF;Exportação;Transformador;2043;4172586,105
SBCF;Exportação;Transformador;2044;4213180,44
SBCF;Exportação;Transformador;2045;4253906,105
SBCF;Exportação;Transformador;2046;4294163,086
SBCF;Exportação;Transformador;2047;4334270,85
SBCF;Exportação;Transformador;2048;4374537,126
SBCF;Exportação;Transformador;2049;4415287,796
SBCF;Exportação;Transformador;2050;4456142,783
SBCF;Exportação;Transformador;2051;4497474,118
SBCF;Exportação;Transformador;2052;4539391,467
SBCF;Exportação;Transformador;2053;4581932,366
SBCF;Exportação;Transformador;2054;4625114,621
SBBE;Exportação;Transformador;2025;284591,358
SBBE;Exportação;Transformador;2026;334847,6879
SBBE;Exportação;Transformador;2027;360049,405
SBBE;Exportação;Transformador;2028;370327,094
SBBE;Exportação;Transformador;2029;375641,5996
SBBE;Exportação;Transformador;2030;379326,0041
SBBE;Exportação;Transformador;2031;382731,9092
SBBE;Exportação;Transformador;2032;386271,6541
SBBE;Exportação;Transformador;2033;389946,7131
SBBE;Exportação;Transformador;2034;393709,2339
SBBE;Exportação;Transformador;2035;397546,9932
SBBE;Exportação;Transformador;2036;401431,343
SBBE;Exportação;Transformador;2037;405354,3586
SBBE;Exportação;Transformador;2038;409340,799
SBBE;Exportação;Transformador;2039;413371,2819
SBBE;Exportação;Transformador;2040;417495,614
SBBE;Exportação;Transformador;2041;421701,6672
SBBE;Exportação;Transformador;2042;425987,1598
SBBE;Exportação;Transformador;2043;430324,0508
SBBE;Exportação;Transformador;2044;434733,5582
SBBE;Exportação;Transformador;2045;439193,511
SBBE;Exportação;Transformador;2046;443605,6751
SBBE;Exportação;Transformador;2047;448031,7086
SBBE;Exportação;Transformador;2048;452519,036
SBBE;Exportação;Transformador;2049;457081,8354
SBBE;Exportação;Transformador;2050;461694,5213
SBBE;Exportação;Transformador;2051;466381,2262
SBBE;Exportação;Transformador;2052;471149,717
SBBE;Exportação;Transformador;2053;476003,2756
SBBE;Exportação;Transformador;2054;480943,9721
SBSG;Exportação;Transformador;2025;12476,68785
SBSG;Exportação;Transformador;2026;202094,1766
SBSG;Exportação;Transformador;2027;287275,922
SBSG;Exportação;Transformador;2028;318056,6871
SBSG;Exportação;Transformador;2029;331386,7722
SBSG;Exportação;Transformador;2030;339013,4656
SBSG;Exportação;Transformador;2031;344943,6924
SBSG;Exportação;Transformador;2032;350538,3243
SBSG;Exportação;Transformador;2033;356279,8132
SBSG;Exportação;Transformador;2034;362109,2697
SBSG;Exportação;Transformador;2035;368163,967
SBSG;Exportação;Transformador;2036;374229,7244
SBSG;Exportação;Transformador;2037;380244,1448
SBSG;Exportação;Transformador;2038;386292,0716
SBSG;Exportação;Transformador;2039;392290,9976
SBSG;Exportação;Transformador;2040;398430,394
SBSG;Exportação;Transformador;2041;404657,8215
SBSG;Exportação;Transformador;2042;410959,3602
SBSG;Exportação;Transformador;2043;417220,2776
SBSG;Exportação;Transformador;2044;423518,3938
SBSG;Exportação;Transformador;2045;429761,7326
SBSG;Exportação;Transformador;2046;436093,3098
SBSG;Exportação;Transformador;2047;442381,7702
SBSG;Exportação;Transformador;2048;448705,6754
SBSG;Exportação;Transformador;2049;455087,1545
SBSG;Exportação;Transformador;2050;461413,1587
SBSG;Exportação;Transformador;2051;467770,6459
SBSG;Exportação;Transformador;2052;474184,0351
SBSG;Exportação;Transformador;2053;480660,535
SBSG;Exportação;Transformador;2054;487202,625
SBCB;Exportação;Transformador;2025;120600
SBCB;Exportação;Transformador;2026;116072,3851
SBCB;Exportação;Transformador;2027;116153,1883
SBCB;Exportação;Transformador;2028;117449,0204
SBCB;Exportação;Transformador;2029;119167,4228
SBCB;Exportação;Transformador;2030;120984,5731
SBCB;Exportação;Transformador;2031;122762,4324
SBCB;Exportação;Transformador;2032;124552,2727
SBCB;Exportação;Transformador;2033;126320,7461
SBCB;Exportação;Transformador;2034;128154,177
SBCB;Exportação;Transformador;2035;129930,3186
SBCB;Exportação;Transformador;2036;131661,0885
SBCB;Exportação;Transformador;2037;133501,9393
SBCB;Exportação;Transformador;2038;135292,309
SBCB;Exportação;Transformador;2039;137036,0073
SBCB;Exportação;Transformador;2040;138785,9454
SBCB;Exportação;Transformador;2041;140557,0861
SBCB;Exportação;Transformador;2042;142353,8736
SBCB;Exportação;Transformador;2043;144234,3746
SBCB;Exportação;Transformador;2044;146160,2247
SBCB;Exportação;Transformador;2045;148121,1542
SBCB;Exportação;Transformador;2046;150114,6783
SBCB;Exportação;Transformador;2047;152140,475
SBCB;Exportação;Transformador;2048;154198,8276
SBCB;Exportação;Transformador;2049;156290,193
SBCB;Exportação;Transformador;2050;158415,0824
SBCB;Exportação;Transformador;2051;160574,0279
SBCB;Exportação;Transformador;2052;162767,574
SBCB;Exportação;Transformador;2053;164996,2748
SBCB;Exportação;Transformador;2054;167260,6937
SBMO;Exportação;Transformador;2025;36727,4
SBMO;Exportação;Transformador;2026;46407,62621
SBMO;Exportação;Transformador;2027;50858,82404
SBMO;Exportação;Transformador;2028;53376,62503
SBMO;Exportação;Transformador;2029;55280,18621
SBMO;Exportação;Transformador;2030;57036,60166
SBMO;Exportação;Transformador;2031;58780,47169
SBMO;Exportação;Transformador;2032;60550,32582
SBMO;Exportação;Transformador;2033;62357,63627
SBMO;Exportação;Transformador;2034;64206,3185
SBMO;Exportação;Transformador;2035;66098,19353
SBMO;Exportação;Transformador;2036;68034,51468
SBMO;Exportação;Transformador;2037;70016,39432
SBMO;Exportação;Transformador;2038;72044,92338
SBMO;Exportação;Transformador;2039;74121,20523
SBMO;Exportação;Transformador;2040;76246,36546
SBMO;Exportação;Transformador;2041;78421,55517
SBMO;Exportação;Transformador;2042;80647,95222
SBMO;Exportação;Transformador;2043;82926,76216
SBMO;Exportação;Transformador;2044;85212,18299
SBMO;Exportação;Transformador;2045;87537,19974
SBMO;Exportação;Transformador;2046;89813,37793
SBMO;Exportação;Transformador;2047;92111,06127
SBMO;Exportação;Transformador;2048;94347,71415
SBMO;Exportação;Transformador;2049;96599,73434
SBMO;Exportação;Transformador;2050;98889,0696
SBMO;Exportação;Transformador;2051;101222,5
SBMO;Exportação;Transformador;2052;103602,596
SBMO;Exportação;Transformador;2053;106030,7704
SBMO;Exportação;Transformador;2054;108508,1279
SBBE;Total;Observado;2004;1592942
SBBE;Total;Observado;2005;975738
SBBE;Total;Observado;2006;112521
SBBE;Total;Observado;2007;230188
SBBE;Total;Observado;2008;46884
SBBE;Total;Observado;2009;23624
SBBE;Total;Observado;2010;38770
SBBE;Total;Observado;2011;24299
SBBE;Total;Observado;2012;22682
SBBE;Total;Observado;2013;390773
SBBE;Total;Observado;2014;390409
SBBE;Total;Observado;2015;544190
SBBE;Total;Observado;2016;444982
SBBE;Total;Observado;2017;354515
SBBE;Total;Observado;2018;693801
SBBE;Total;Observado;2019;581452
SBBE;Total;Observado;2020;54213
SBBE;Total;Observado;2021;189757
SBBE;Total;Observado;2022;131792
SBBE;Total;Observado;2023;156920
SBBR;Total;Observado;2004;402360
SBBR;Total;Observado;2005;408160
SBBR;Total;Observado;2006;336925
SBBR;Total;Observado;2007;731645
SBBR;Total;Observado;2008;1054165
SBBR;Total;Observado;2009;1389387
SBBR;Total;Observado;2010;1685517
SBBR;Total;Observado;2011;2790455
SBBR;Total;Observado;2012;2360293
SBBR;Total;Observado;2013;2270521
SBBR;Total;Observado;2014;3205488
SBBR;Total;Observado;2015;3402099
SBBR;Total;Observado;2016;2714660
SBBR;Total;Observado;2017;2119121
SBBR;Total;Observado;2018;1578227
SBBR;Total;Observado;2019;1368723
SBBR;Total;Observado;2020;969160
SBBR;Total;Observado;2021;2591620
SBBR;Total;Observado;2022;3135549
SBBR;Total;Observado;2023;2162044
SBCB;Total;Observado;2008;0
SBCB;Total;Observado;2009;777257
SBCB;Total;Observado;2010;298660
SBCB;Total;Observado;2011;794680
SBCB;Total;Observado;2012;3108324
SBCB;Total;Observado;2013;1052204
SBCB;Total;Observado;2014;492126
SBCB;Total;Observado;2015;197854
SBCB;Total;Observado;2016;40547
SBCB;Total;Observado;2017;186306
SBCB;Total;Observado;2018;347459
SBCB;Total;Observado;2019;599495
SBCB;Total;Observado;2020;780594
SBCB;Total;Observado;2021;582012
SBCB;Total;Observado;2022;312834
SBCB;Total;Observado;2023;338774
SBCF;Total;Observado;2004;1851368
SBCF;Total;Observado;2005;1222733
SBCF;Total;Observado;2006;1350725
SBCF;Total;Observado;2007;3414074
SBCF;Total;Observado;2008;3953840
SBCF;Total;Observado;2009;3441740
SBCF;Total;Observado;2010;6437390
SBCF;Total;Observado;2011;6261465
SBCF;Total;Observado;2012;6649043
SBCF;Total;Observado;2013;7072690
SBCF;Total;Observado;2014;5201071
SBCF;Total;Observado;2015;5281552
SBCF;Total;Observado;2016;5101769
SBCF;Total;Observado;2017;5569852
SBCF;Total;Observado;2018;7714959
SBCF;Total;Observado;2019;5836409
SBCF;Total;Observado;2020;2821747
SBCF;Total;Observado;2021;4573391
SBCF;Total;Observado;2022;5060016
SBCF;Total;Observado;2023;4701888
SBCG;Total;Observado;2005;0
SBCG;Total;Observado;2006;1349
SBCG;Total;Observado;2007;8787
SBCG;Total;Observado;2008;6168
SBCG;Total;Observado;2009;42642
SBCG;Total;Observado;2010;389171
SBCG;Total;Observado;2011;241644
SBCG;Total;Observado;2012;189464
SBCG;Total;Observado;2013;428
SBCG;Total;Observado;2014;31316
SBCG;Total;Observado;2017;0
SBCG;Total;Observado;2018;0
SBCG;Total;Observado;2020;0
SBCG;Total;Observado;2021;0
SBCG;Total;Observado;2022;0
SBCG;Total;Observado;2023;0
SBCT;Total;Observado;2004;5230423
SBCT;Total;Observado;2005;5192253
SBCT;Total;Observado;2006;10821964
SBCT;Total;Observado;2007;6336321
SBCT;Total;Observado;2008;5530537
SBCT;Total;Observado;2009;8249336
SBCT;Total;Observado;2010;14951665
SBCT;Total;Observado;2011;18365447
SBCT;Total;Observado;2012;21676082
SBCT;Total;Observado;2013;20793406
SBCT;Total;Observado;2014;15511726
SBCT;Total;Observado;2015;11857788
SBCT;Total;Observado;2016;9339128
SBCT;Total;Observado;2017;8633219
SBCT;Total;Observado;2018;9818186
SBCT;Total;Observado;2019;10605595
SBCT;Total;Observado;2020;9248019
SBCT;Total;Observado;2021;9954295
SBCT;Total;Observado;2022;8666751
SBCT;Total;Observado;2023;7489676
SBEG;Total;Observado;2004;18861328
SBEG;Total;Observado;2005;23597650
SBEG;Total;Observado;2006;22485772
SBEG;Total;Observado;2007;28014554
SBEG;Total;Observado;2008;19267082
SBEG;Total;Observado;2009;23831265
SBEG;Total;Observado;2010;39432606
SBEG;Total;Observado;2011;33399917
SBEG;Total;Observado;2012;53191374
SBEG;Total;Observado;2013;44409850
SBEG;Total;Observado;2014;39055125
SBEG;Total;Observado;2015;28658320
SBEG;Total;Observado;2016;25461074
SBEG;Total;Observado;2017;30282198
SBEG;Total;Observado;2018;29667587
SBEG;Total;Observado;2019;26638449
SBEG;Total;Observado;2020;28683543
SBEG;Total;Observado;2021;32316425
SBEG;Total;Observado;2022;30286564
SBEG;Total;Observado;2023;29621449
SBFI;Total;Observado;2004;19620
SBFI;Total;Observado;2005;10147
SBFI;Total;Observado;2006;605
SBFI;Total;Observado;2007;0
SBFI;Total;Observado;2008;0
SBFI;Total;Observado;2009;375
SBFI;Total;Observado;2010;0
SBFI;Total;Observado;2011;12089
SBFI;Total;Observado;2012;3943
SBFI;Total;Observado;2013;2133
SBFI;Total;Observado;2014;1200
SBFI;Total;Observado;2015;4919
SBFI;Total;Observado;2016;10905
SBFI;Total;Observado;2017;5367
SBFI;Total;Observado;2018;41228
SBFI;Total;Observado;2019;0
SBFI;Total;Observado;2020;0
SBFI;Total;Observado;2021;0
SBFI;Total;Observado;2022;57
SBFI;Total;Observado;2023;1231
SBFL;Total;Observado;2004;35532
SBFL;Total;Observado;2005;33757
SBFL;Total;Observado;2006;22494
SBFL;Total;Observado;2007;290
SBFL;Total;Observado;2008;6590
SBFL;Total;Observado;2009;52434
SBFL;Total;Observado;2010;60
SBFL;Total;Observado;2011;813
SBFL;Total;Observado;2012;1773
SBFL;Total;Observado;2013;1983
SBFL;Total;Observado;2014;789
SBFL;Total;Observado;2015;76897
SBFL;Total;Observado;2016;4974
SBFL;Total;Observado;2017;1495
SBFL;Total;Observado;2018;13581
SBFL;Total;Observado;2019;16637
SBFL;Total;Observado;2020;320845
SBFL;Total;Observado;2021;706869
SBFL;Total;Observado;2022;1339455
SBFL;Total;Observado;2023;2467178
SBFZ;Total;Observado;2004;1469214
SBFZ;Total;Observado;2005;1502016
SBFZ;Total;Observado;2006;1240147
SBFZ;Total;Observado;2007;1189523
SBFZ;Total;Observado;2008;1325041
SBFZ;Total;Observado;2009;1148516
SBFZ;Total;Observado;2010;2725782
SBFZ;Total;Observado;2011;2413271
SBFZ;Total;Observado;2012;1732311
SBFZ;Total;Observado;2013;2854381
SBFZ;Total;Observado;2014;3269411
SBFZ;Total;Observado;2015;4694616
SBFZ;Total;Observado;2016;4661995
SBFZ;Total;Observado;2017;5324057
SBFZ;Total;Observado;2018;6806984
SBFZ;Total;Observado;2019;9903146
SBFZ;Total;Observado;2020;6371773
SBFZ;Total;Observado;2021;2609669
SBFZ;Total;Observado;2022;6663328
SBFZ;Total;Observado;2023;7231556
SBGL;Total;Observado;2004;56197398
SBGL;Total;Observado;2005;43709585
SBGL;Total;Observado;2006;39848812
SBGL;Total;Observado;2007;44249102
SBGL;Total;Observado;2008;49595098
SBGL;Total;Observado;2009;45281390
SBGL;Total;Observado;2010;59029158
SBGL;Total;Observado;2011;75438782
SBGL;Total;Observado;2012;74716404
SBGL;Total;Observado;2013;75543330
SBGL;Total;Observado;2014;74721137
SBGL;Total;Observado;2015;65127843
SBGL;Total;Observado;2016;60361848
SBGL;Total;Observado;2017;66340506
SBGL;Total;Observado;2018;81314669
SBGL;Total;Observado;2019;63315317
SBGL;Total;Observado;2020;36395780
SBGL;Total;Observado;2021;40651348
SBGL;Total;Observado;2022;50399974
SBGL;Total;Observado;2023;48578726
SBGR;Total;Observado;2004;244629277
SBGR;Total;Observado;2005;242191861
SBGR;Total;Observado;2006;221353298
SBGR;Total;Observado;2007;209967575
SBGR;Total;Observado;2008;197733889
SBGR;Total;Observado;2009;161632691
SBGR;Total;Observado;2010;225369352
SBGR;Total;Observado;2011;272729363
SBGR;Total;Observado;2012;259845939
SBGR;Total;Observado;2013;313629309
SBGR;Total;Observado;2014;330146253
SBGR;Total;Observado;2015;311418777
SBGR;Total;Observado;2016;312954967
SBGR;Total;Observado;2017;359234947
SBGR;Total;Observado;2018;400558498
SBGR;Total;Observado;2019;368010622
SBGR;Total;Observado;2020;261204677
SBGR;Total;Observado;2021;400294575
SBGR;Total;Observado;2022;424022577
SBGR;Total;Observado;2023;433419712
SBKP;Total;Observado;2004;133959414
SBKP;Total;Observado;2005;139265195
SBKP;Total;Observado;2006;155219899
SBKP;Total;Observado;2007;190666035
SBKP;Total;Observado;2008;167173435
SBKP;Total;Observado;2009;124461495
SBKP;Total;Observado;2010;230045724
SBKP;Total;Observado;2011;251368615
SBKP;Total;Observado;2012;255438701
SBKP;Total;Observado;2013;251079631
SBKP;Total;Observado;2014;223058147
SBKP;Total;Observado;2015;197437185
SBKP;Total;Observado;2016;179013916
SBKP;Total;Observado;2017;205902246
SBKP;Total;Observado;2018;235876395
SBKP;Total;Observado;2019;200613958
SBKP;Total;Observado;2020;242137170
SBKP;Total;Observado;2021;317298311
SBKP;Total;Observado;2022;310310797
SBKP;Total;Observado;2023;250575102
SBPA;Total;Observado;2004;9661480
SBPA;Total;Observado;2005;9883827
SBPA;Total;Observado;2006;4617924
SBPA;Total;Observado;2007;5257716
SBPA;Total;Observado;2008;4024850
SBPA;Total;Observado;2009;1767127
SBPA;Total;Observado;2010;4850037
SBPA;Total;Observado;2011;4126613
SBPA;Total;Observado;2012;5562361
SBPA;Total;Observado;2013;4604003
SBPA;Total;Observado;2014;5151901
SBPA;Total;Observado;2015;5950021
SBPA;Total;Observado;2016;4718913
SBPA;Total;Observado;2017;4828700
SBPA;Total;Observado;2018;3832975
SBPA;Total;Observado;2019;3168058
SBPA;Total;Observado;2020;970961
SBPA;Total;Observado;2021;894940
SBPA;Total;Observado;2022;1940404
SBPA;Total;Observado;2023;1980597
SBRF;Total;Observado;2004;1956912
SBRF;Total;Observado;2005;2160823
SBRF;Total;Observado;2006;2406618
SBRF;Total;Observado;2007;2189720
SBRF;Total;Observado;2008;2949121
SBRF;Total;Observado;2009;2188313
SBRF;Total;Observado;2010;3866303
SBRF;Total;Observado;2011;5062227
SBRF;Total;Observado;2012;3677699
SBRF;Total;Observado;2013;4812813
SBRF;Total;Observado;2014;5737668
SBRF;Total;Observado;2015;9015243
SBRF;Total;Observado;2016;6606708
SBRF;Total;Observado;2017;8052252
SBRF;Total;Observado;2018;9462012
SBRF;Total;Observado;2019;10977836
SBRF;Total;Observado;2020;7903130
SBRF;Total;Observado;2021;8895739
SBRF;Total;Observado;2022;8770045
SBRF;Total;Observado;2023;10246498
SBSG;Total;Observado;2014;959597
SBSG;Total;Observado;2015;2115390
SBSG;Total;Observado;2016;2058679
SBSG;Total;Observado;2017;1654169
SBSG;Total;Observado;2018;2924322
SBSG;Total;Observado;2019;3933061
SBSG;Total;Observado;2020;2921854
SBSG;Total;Observado;2021;5002
SBSG;Total;Observado;2022;67701
SBSG;Total;Observado;2023;313179
SBSJ;Exportação;Tendencial;2031;205851,5271
SBSJ;Importação;Tendencial;2031;3897560,867
SBSJ;Exportação;Tendencial;2032;211540,7386
SBSJ;Importação;Tendencial;2032;3999704,99
SBSJ;Exportação;Tendencial;2033;217189,1314
SBSJ;Importação;Tendencial;2033;4103575,591
SBSJ;Exportação;Tendencial;2034;222993,0777
SBSJ;Importação;Tendencial;2034;4209690,715
SBSJ;Exportação;Tendencial;2035;228717,7602
SBSJ;Importação;Tendencial;2035;4318421,495
SBSJ;Exportação;Tendencial;2036;234390,0258
SBSJ;Importação;Tendencial;2036;4429924,379
SBSJ;Exportação;Tendencial;2037;240318,3683
SBSJ;Importação;Tendencial;2037;4544490,254
SBSJ;Exportação;Tendencial;2038;246186,6758
SBSV;Total;Observado;2004;3698567
SBSV;Total;Observado;2005;4221480
SBSV;Total;Observado;2006;7442932
SBSV;Total;Observado;2007;7814305
SBSV;Total;Observado;2008;7438369
SBSV;Total;Observado;2009;5204164
SBSV;Total;Observado;2010;6107665
SBSV;Total;Observado;2011;6806841
SBSV;Total;Observado;2012;7580598
SBSV;Total;Observado;2013;8708123
SBSV;Total;Observado;2014;9524446
SBSV;Total;Observado;2015;9178488
SBSV;Total;Observado;2016;7680560
SBSV;Total;Observado;2017;8870121
SBSV;Total;Observado;2018;7228677
SBSV;Total;Observado;2019;9268367
SBSV;Total;Observado;2020;3340343
SBSV;Total;Observado;2021;3594241
SBSV;Total;Observado;2022;4714393
SBSV;Total;Observado;2023;5978483
SBVT;Total;Observado;2004;4011345
SBVT;Total;Observado;2005;4395780
SBVT;Total;Observado;2006;3481817
SBVT;Total;Observado;2007;3666623
SBVT;Total;Observado;2008;4746305
SBVT;Total;Observado;2009;2086544
SBVT;Total;Observado;2010;2882192
SBVT;Total;Observado;2011;3666711
SBVT;Total;Observado;2012;3394774
SBVT;Total;Observado;2013;3198063
SBVT;Total;Observado;2014;2070741
SBVT;Total;Observado;2015;1474263
SBVT;Total;Observado;2016;1280109
SBVT;Total;Observado;2017;1182721
SBVT;Total;Observado;2018;1290731
SBVT;Total;Observado;2019;1114607
SBVT;Total;Observado;2020;1106078
SBVT;Total;Observado;2021;860540
SBVT;Total;Observado;2022;874138
SBVT;Total;Observado;2023;1256153
SBGR;Importação;Tendencial;2025;268831952,9
SBGR;Importação;Tendencial;2026;271390339,1
SBGR;Importação;Tendencial;2027;278750010,4
SBGR;Importação;Tendencial;2028;286450001,6
SBGR;Importação;Tendencial;2029;293957595
SBGR;Importação;Tendencial;2030;301285289,4
