ICAO;Ano;Cenario;Sentido;Natureza;Passageiros
SBBR;2050;Tendencial;Embarque;Internacional;694487,334
SBBR;2051;Tendencial;Embarque;Internacional;705014,3611
SBBR;2052;Tendencial;Embarque;Internacional;715720,892
SBBR;2053;Tendencial;Embarque;Internacional;726613,7278
SBBR;2054;Tendencial;Embarque;Internacional;737697,3051
SBPA;2025;Tendencial;Embarque;Internacional;188184,2285
SBPA;2026;Tendencial;Embarque;Internacional;231907,3183
SBPA;2027;Tendencial;Embarque;Internacional;248265,5397
SBPA;2028;Tendencial;Embarque;Internacional;255905,2691
SBPA;2029;Tendencial;Embarque;Internacional;261185,4458
SBPA;2030;Tendencial;Embarque;Internacional;265657,2823
SBPA;2031;Tendencial;Embarque;Internacional;270087,8188
SBPA;2032;Tendencial;Embarque;Internacional;274721,8951
SBPA;2033;Tendencial;Embarque;Internacional;279523,8493
SBPA;2034;Tendencial;Embarque;Internacional;284447,2786
SBPA;2035;Tendencial;Embarque;Internacional;289449,9087
SBPA;2036;Tendencial;Embarque;Internacional;294503,401
SBPA;2037;Tendencial;Embarque;Internacional;299629,435
SBPA;2038;Tendencial;Embarque;Internacional;304822,4326
SBPA;2039;Tendencial;Embarque;Internacional;310060,8741
SBPA;2040;Tendencial;Embarque;Internacional;315416,2353
SBPA;2041;Tendencial;Embarque;Internacional;320877,4819
SBPA;2042;Tendencial;Embarque;Internacional;326445,1013
SBPA;2043;Tendencial;Embarque;Internacional;332101,1011
SBPA;2044;Tendencial;Embarque;Internacional;337809,0868
SBPA;2045;Tendencial;Embarque;Internacional;343582,9568
SBPA;2046;Tendencial;Embarque;Internacional;349258,3522
SBPA;2047;Tendencial;Embarque;Internacional;354958,5946
SBPA;2048;Tendencial;Embarque;Internacional;360627,7633
SBPA;2049;Tendencial;Embarque;Internacional;366372,5218
SBPA;2050;Tendencial;Embarque;Internacional;372185,7119
SBPA;2051;Tendencial;Embarque;Internacional;378102,2797
SBPA;2052;Tendencial;Embarque;Internacional;384132,2697
SBPA;2053;Tendencial;Embarque;Internacional;390279,3041
SBPA;2054;Tendencial;Embarque;Internacional;396545,3808
SBSG;2025;Tendencial;Embarque;Internacional;52260,47691
SBSG;2026;Tendencial;Embarque;Internacional;54327,90241
SBSG;2027;Tendencial;Embarque;Internacional;55486,36587
SBSG;2028;Tendencial;Embarque;Internacional;56380,42138
SBSG;2029;Tendencial;Embarque;Internacional;57230,40666
SBSG;2030;Tendencial;Embarque;Internacional;57830,4557
SBSG;2031;Tendencial;Embarque;Internacional;58454,93015
SBSG;2032;Tendencial;Embarque;Internacional;59202,03906
SBSG;2033;Tendencial;Embarque;Internacional;60043,45907
SBSG;2034;Tendencial;Embarque;Internacional;60917,60291
SBSG;2035;Tendencial;Embarque;Internacional;61809,43054
SBSG;2036;Tendencial;Embarque;Internacional;62686,19554
SBSG;2037;Tendencial;Embarque;Internacional;63538,87577
SBSG;2038;Tendencial;Embarque;Internacional;64394,48662
SBSG;2039;Tendencial;Embarque;Internacional;65229,61682
SBSG;2040;Tendencial;Embarque;Internacional;66099,20736
SBSG;2041;Tendencial;Embarque;Internacional;66987,15236
SBSG;2042;Tendencial;Embarque;Internacional;67889,76517
SBSG;2043;Tendencial;Embarque;Internacional;68774,57627
SBSG;2044;Tendencial;Embarque;Internacional;69659,19321
SBSG;2045;Tendencial;Embarque;Internacional;70521,1502
SBSG;2046;Tendencial;Embarque;Internacional;71342,0561
SBSG;2047;Tendencial;Embarque;Internacional;72128,07317
SBSG;2048;Tendencial;Embarque;Internacional;72901,01416
SBSG;2049;Tendencial;Embarque;Internacional;73678,46332
SBSG;2050;Tendencial;Embarque;Internacional;74430,80662
SBSG;2051;Tendencial;Embarque;Internacional;75184,37291
SBSG;2052;Tendencial;Embarque;Internacional;75945,76916
SBSG;2053;Tendencial;Embarque;Internacional;76716,69289
SBSG;2054;Tendencial;Embarque;Internacional;77497,62077
SBEG;2025;Tendencial;Embarque;Internacional;87657,1074
SBEG;2026;Tendencial;Embarque;Internacional;98186,24385
SBEG;2027;Tendencial;Embarque;Internacional;102603,0955
SBEG;2028;Tendencial;Embarque;Internacional;104922,8005
SBEG;2029;Tendencial;Embarque;Internacional;106677,6286
SBEG;2030;Tendencial;Embarque;Internacional;108340,0091
SBEG;2031;Tendencial;Embarque;Internacional;109954,5972
SBEG;2032;Tendencial;Embarque;Internacional;111564,0152
SBEG;2033;Tendencial;Embarque;Internacional;113194,2511
SBEG;2034;Tendencial;Embarque;Internacional;114852,6658
SBEG;2035;Tendencial;Embarque;Internacional;116541,5949
SBEG;2036;Tendencial;Embarque;Internacional;118262,3421
SBEG;2037;Tendencial;Embarque;Internacional;120016,0043
SBEG;2038;Tendencial;Embarque;Internacional;121803,2227
SBEG;2039;Tendencial;Embarque;Internacional;123624,7687
SBEG;2040;Tendencial;Embarque;Internacional;125481,4664
SBEG;2041;Tendencial;Embarque;Internacional;127374,0674
SBEG;2042;Tendencial;Embarque;Internacional;129303,3218
SBEG;2043;Tendencial;Embarque;Internacional;131270,0306
SBEG;2044;Tendencial;Embarque;Internacional;133274,899
SBEG;2045;Tendencial;Embarque;Internacional;135318,6624
SBEG;2046;Tendencial;Embarque;Internacional;137377,7315
SBEG;2047;Tendencial;Embarque;Internacional;139470,0077
SBEG;2048;Tendencial;Embarque;Internacional;141600,5411
SBEG;2049;Tendencial;Embarque;Internacional;143771,1521
SBEG;2050;Tendencial;Embarque;Internacional;145982,8694
SBEG;2051;Tendencial;Embarque;Internacional;148236,5196
SBEG;2052;Tendencial;Embarque;Internacional;150532,8955
SBEG;2053;Tendencial;Embarque;Internacional;152872,7818
SBEG;2054;Tendencial;Embarque;Internacional;155256,9768
SBCT;2025;Tendencial;Embarque;Internacional;87633,97826
SBCT;2026;Tendencial;Embarque;Internacional;98222,52143
SBCT;2027;Tendencial;Embarque;Internacional;103722,0891
SBCT;2028;Tendencial;Embarque;Internacional;107004,8522
SBCT;2029;Tendencial;Embarque;Internacional;109645,4071
SBCT;2030;Tendencial;Embarque;Internacional;112092,4513
SBCT;2031;Tendencial;Embarque;Internacional;114478,3834
SBCT;2032;Tendencial;Embarque;Internacional;116853,2975
SBCT;2033;Tendencial;Embarque;Internacional;119246,6203
SBCT;2034;Tendencial;Embarque;Internacional;121683,9626
SBCT;2035;Tendencial;Embarque;Internacional;124147,6926
SBCT;2036;Tendencial;Embarque;Internacional;126668,6561
SBCT;2037;Tendencial;Embarque;Internacional;129256,8887
SBCT;2038;Tendencial;Embarque;Internacional;131880,7684
SBCT;2039;Tendencial;Embarque;Internacional;134541,748
SBCT;2040;Tendencial;Embarque;Internacional;137250,373
SBCT;2041;Tendencial;Embarque;Internacional;140010,3846
SBCT;2042;Tendencial;Embarque;Internacional;142823,952
SBCT;2043;Tendencial;Embarque;Internacional;145702,6615
SBCT;2044;Tendencial;Embarque;Internacional;148608,2965
SBCT;2045;Tendencial;Embarque;Internacional;151563,7108
SBCT;2046;Tendencial;Embarque;Internacional;154475,901
SBCT;2047;Tendencial;Embarque;Internacional;157418,4693
SBCT;2048;Tendencial;Embarque;Internacional;160339,1293
SBCT;2049;Tendencial;Embarque;Internacional;163294,5697
SBCT;2050;Tendencial;Embarque;Internacional;166299,9224
SBCT;2051;Tendencial;Embarque;Internacional;169359,8072
SBCT;2052;Tendencial;Embarque;Internacional;172476,2387
SBCT;2053;Tendencial;Embarque;Internacional;175650,5012
SBCT;2054;Tendencial;Embarque;Internacional;178883,7156
SBBE;2025;Tendencial;Embarque;Internacional;81720,35453
SBBE;2026;Tendencial;Embarque;Internacional;81788,8969
SBBE;2027;Tendencial;Embarque;Internacional;82941,12303
SBBE;2028;Tendencial;Embarque;Internacional;84349,35193
SBBE;2029;Tendencial;Embarque;Internacional;85836,89579
SBBE;2030;Tendencial;Embarque;Internacional;87211,88644
SBBE;2031;Tendencial;Embarque;Internacional;88624,34805
SBBE;2032;Tendencial;Embarque;Internacional;90144,71124
SBBE;2033;Tendencial;Embarque;Internacional;91750,03182
SBBE;2034;Tendencial;Embarque;Internacional;93398,63738
SBBE;2035;Tendencial;Embarque;Internacional;95080,56443
SBBE;2036;Tendencial;Embarque;Internacional;96774,34349
SBBE;2037;Tendencial;Embarque;Internacional;98474,28715
SBBE;2038;Tendencial;Embarque;Internacional;100198,6911
SBBE;2039;Tendencial;Embarque;Internacional;101932,375
SBBE;2040;Tendencial;Embarque;Internacional;103712,2114
SBBE;2041;Tendencial;Embarque;Internacional;105527,9262
SBBE;2042;Tendencial;Embarque;Internacional;107377,5307
SBBE;2043;Tendencial;Embarque;Internacional;109239,951
SBBE;2044;Tendencial;Embarque;Internacional;111131,2062
SBBE;2045;Tendencial;Embarque;Internacional;113034,2472
SBBE;2046;Tendencial;Embarque;Internacional;114918,4172
SBBE;2047;Tendencial;Embarque;Internacional;116801,1507
SBBE;2048;Tendencial;Embarque;Internacional;118709,0658
SBBE;2049;Tendencial;Embarque;Internacional;120649,3327
SBBE;2050;Tendencial;Embarque;Internacional;122601,669
SBBE;2051;Tendencial;Embarque;Internacional;124583,8714
SBBE;2052;Tendencial;Embarque;Internacional;126600,9148
SBBE;2053;Tendencial;Embarque;Internacional;128654,5828
SBBE;2054;Tendencial;Embarque;Internacional;130745,8802
SBFI;2025;Tendencial;Embarque;Internacional;21814,02249
SBFI;2026;Tendencial;Embarque;Internacional;21345,64248
SBFI;2027;Tendencial;Embarque;Internacional;21456,3897
SBFI;2028;Tendencial;Embarque;Internacional;21711,2234
SBFI;2029;Tendencial;Embarque;Internacional;22015,46603
SBFI;2030;Tendencial;Embarque;Internacional;22318,68875
SBFI;2031;Tendencial;Embarque;Internacional;22616,6552
SBFI;2032;Tendencial;Embarque;Internacional;22907,83707
SBFI;2033;Tendencial;Embarque;Internacional;23201,12804
SBFI;2034;Tendencial;Embarque;Internacional;23498,79625
SBFI;2035;Tendencial;Embarque;Internacional;23801,45384
SBFI;2036;Tendencial;Embarque;Internacional;24119,56762
SBFI;2037;Tendencial;Embarque;Internacional;24445,91378
SBFI;2038;Tendencial;Embarque;Internacional;24778,76101
SBFI;2039;Tendencial;Embarque;Internacional;25117,75168
SBFI;2040;Tendencial;Embarque;Internacional;25462,87795
SBFI;2041;Tendencial;Embarque;Internacional;25814,22226
SBFI;2042;Tendencial;Embarque;Internacional;26171,89417
SBFI;2043;Tendencial;Embarque;Internacional;26536,01206
SBFI;2044;Tendencial;Embarque;Internacional;26906,70053
SBFI;2045;Tendencial;Embarque;Internacional;27284,08687
SBFI;2046;Tendencial;Embarque;Internacional;27656,00722
SBFI;2047;Tendencial;Embarque;Internacional;28031,37709
SBFI;2048;Tendencial;Embarque;Internacional;28412,51534
SBFI;2049;Tendencial;Embarque;Internacional;28800,09197
SBFI;2050;Tendencial;Embarque;Internacional;29194,36636
SBFI;2051;Tendencial;Embarque;Internacional;29595,49543
SBFI;2052;Tendencial;Embarque;Internacional;30003,6116
SBFI;2053;Tendencial;Embarque;Internacional;30418,8415
SBFI;2054;Tendencial;Embarque;Internacional;30841,31128
SBPS;2025;Tendencial;Embarque;Internacional;30885,06492
SBPS;2026;Tendencial;Embarque;Internacional;30733,05528
SBPS;2027;Tendencial;Embarque;Internacional;30967,15336
SBPS;2028;Tendencial;Embarque;Internacional;31265,96887
SBPS;2029;Tendencial;Embarque;Internacional;31563,75882
SBPS;2030;Tendencial;Embarque;Internacional;31866,49882
SBPS;2031;Tendencial;Embarque;Internacional;32175,89543
SBPS;2032;Tendencial;Embarque;Internacional;32492,51057
SBPS;2033;Tendencial;Embarque;Internacional;32816,61592
SBPS;2034;Tendencial;Embarque;Internacional;33148,41372
SBPS;2035;Tendencial;Embarque;Internacional;33488,09161
SBPS;2036;Tendencial;Embarque;Internacional;33835,83744
SBPS;2037;Tendencial;Embarque;Internacional;34191,84225
SBPS;2038;Tendencial;Embarque;Internacional;34556,30199
SBPS;2039;Tendencial;Embarque;Internacional;34929,41721
SBPS;2040;Tendencial;Embarque;Internacional;35311,39378
SBPS;2041;Tendencial;Embarque;Internacional;35702,44251
SBPS;2042;Tendencial;Embarque;Internacional;36102,77964
SBPS;2043;Tendencial;Embarque;Internacional;36512,62649
SBPS;2044;Tendencial;Embarque;Internacional;36921,70793
SBPS;2045;Tendencial;Embarque;Internacional;37337,62772
SBPS;2046;Tendencial;Embarque;Internacional;37740,464
SBPS;2047;Tendencial;Embarque;Internacional;38146,3996
SBPS;2048;Tendencial;Embarque;Internacional;38536,66821
SBPS;2049;Tendencial;Embarque;Internacional;38928,72664
SBPS;2050;Tendencial;Embarque;Internacional;39327,06635
SBPS;2051;Tendencial;Embarque;Internacional;39732,92811
SBPS;2052;Tendencial;Embarque;Internacional;40146,74073
SBPS;2053;Tendencial;Embarque;Internacional;40568,73188
SBPS;2054;Tendencial;Embarque;Internacional;40999,08124
SBMO;2025;Tendencial;Embarque;Internacional;26701,86895
SBMO;2026;Tendencial;Embarque;Internacional;25691,21292
SBMO;2027;Tendencial;Embarque;Internacional;25549,94592
SBMO;2028;Tendencial;Embarque;Internacional;25577,76466
SBMO;2029;Tendencial;Embarque;Internacional;25643,64554
SBMO;2030;Tendencial;Embarque;Internacional;25711,85519
SBMO;2031;Tendencial;Embarque;Internacional;25784,53568
SBMO;2032;Tendencial;Embarque;Internacional;25863,23474
SBMO;2033;Tendencial;Embarque;Internacional;25946,5903
SBMO;2034;Tendencial;Embarque;Internacional;26032,45666
SBMO;2035;Tendencial;Embarque;Internacional;26120,33075
SBMO;2036;Tendencial;Embarque;Internacional;26209,13666
SBMO;2037;Tendencial;Embarque;Internacional;26298,59851
SBMO;2038;Tendencial;Embarque;Internacional;26389,64944
SBMO;2039;Tendencial;Embarque;Internacional;26481,53304
SBMO;2040;Tendencial;Embarque;Internacional;26576,11926
SBMO;2041;Tendencial;Embarque;Internacional;26672,89767
SBMO;2042;Tendencial;Embarque;Internacional;26771,77476
SBMO;2043;Tendencial;Embarque;Internacional;26871,69372
SBMO;2044;Tendencial;Embarque;Internacional;26971,49902
SBMO;2045;Tendencial;Embarque;Internacional;27071,72025
SBMO;2046;Tendencial;Embarque;Internacional;27168,36308
SBMO;2047;Tendencial;Embarque;Internacional;27264,37097
SBMO;2048;Tendencial;Embarque;Internacional;27357,29427
SBMO;2049;Tendencial;Embarque;Internacional;27450,67679
SBMO;2050;Tendencial;Embarque;Internacional;27544,28566
SBMO;2051;Tendencial;Embarque;Internacional;27639,21333
SBMO;2052;Tendencial;Embarque;Internacional;27735,75435
SBMO;2053;Tendencial;Embarque;Internacional;27834,00533
SBMO;2054;Tendencial;Embarque;Internacional;27934,01418
SBCB;2025;Tendencial;Embarque;Internacional;4658,473683
SBCB;2026;Tendencial;Embarque;Internacional;4720,863594
SBCB;2027;Tendencial;Embarque;Internacional;4749,19963
SBCB;2028;Tendencial;Embarque;Internacional;4767,970162
SBCB;2029;Tendencial;Embarque;Internacional;4783,556616
SBCB;2030;Tendencial;Embarque;Internacional;4798,59079
SBCB;2031;Tendencial;Embarque;Internacional;4813,746696
SBCB;2032;Tendencial;Embarque;Internacional;4829,196745
SBCB;2033;Tendencial;Embarque;Internacional;4844,992292
SBCB;2034;Tendencial;Embarque;Internacional;4861,150221
SBCB;2035;Tendencial;Embarque;Internacional;4877,682776
SBCB;2036;Tendencial;Embarque;Internacional;4894,597897
SBCB;2037;Tendencial;Embarque;Internacional;4911,905531
SBCB;2038;Tendencial;Embarque;Internacional;4929,613889
SBCB;2039;Tendencial;Embarque;Internacional;4947,733173
SBCB;2040;Tendencial;Embarque;Internacional;4966,272475
SBCB;2041;Tendencial;Embarque;Internacional;4985,242557
SBCB;2042;Tendencial;Embarque;Internacional;5004,653448
SBCB;2043;Tendencial;Embarque;Internacional;5024,516482
SBCB;2044;Tendencial;Embarque;Internacional;5044,352035
SBCB;2045;Tendencial;Embarque;Internacional;5064,51627
SBCB;2046;Tendencial;Embarque;Internacional;5084,079011
SBCB;2047;Tendencial;Embarque;Internacional;5103,79717
SBCB;2048;Tendencial;Embarque;Internacional;5122,794509
SBCB;2049;Tendencial;Embarque;Internacional;5141,887402
SBCB;2050;Tendencial;Embarque;Internacional;5161,286157
SBCB;2051;Tendencial;Embarque;Internacional;5181,04945
SBCB;2052;Tendencial;Embarque;Internacional;5201,197739
SBCB;2053;Tendencial;Embarque;Internacional;5221,74219
SBCB;2054;Tendencial;Embarque;Internacional;5242,691481
SBJP;2025;Tendencial;Embarque;Internacional;1818,743583
SBJP;2026;Tendencial;Embarque;Internacional;1706,963788
SBJP;2027;Tendencial;Embarque;Internacional;1694,596722
SBJP;2028;Tendencial;Embarque;Internacional;1703,45117
SBJP;2029;Tendencial;Embarque;Internacional;1716,68953
SBJP;2030;Tendencial;Embarque;Internacional;1731,276678
SBJP;2031;Tendencial;Embarque;Internacional;1746,463634
SBJP;2032;Tendencial;Embarque;Internacional;1762,069887
SBJP;2033;Tendencial;Embarque;Internacional;1778,056956
SBJP;2034;Tendencial;Embarque;Internacional;1794,422239
SBJP;2035;Tendencial;Embarque;Internacional;1811,172022
SBJP;2036;Tendencial;Embarque;Internacional;1828,315058
SBJP;2037;Tendencial;Embarque;Internacional;1845,860693
SBJP;2038;Tendencial;Embarque;Internacional;1863,818741
SBJP;2039;Tendencial;Embarque;Internacional;1882,199173
SBJP;2040;Tendencial;Embarque;Internacional;1901,012291
SBJP;2041;Tendencial;Embarque;Internacional;1920,268608
SBJP;2042;Tendencial;Embarque;Internacional;1939,978946
SBJP;2043;Tendencial;Embarque;Internacional;1960,154339
SBJP;2044;Tendencial;Embarque;Internacional;1980,296267
SBJP;2045;Tendencial;Embarque;Internacional;2000,774188
SBJP;2046;Tendencial;Embarque;Internacional;2020,621126
SBJP;2047;Tendencial;Embarque;Internacional;2040,623105
SBJP;2048;Tendencial;Embarque;Internacional;2059,869181
SBJP;2049;Tendencial;Embarque;Internacional;2079,207248
SBJP;2050;Tendencial;Embarque;Internacional;2098,855664
SBJP;2051;Tendencial;Embarque;Internacional;2118,874912
SBJP;2052;Tendencial;Embarque;Internacional;2139,286056
SBJP;2053;Tendencial;Embarque;Internacional;2160,100339
SBJP;2054;Tendencial;Embarque;Internacional;2181,32666
SBGR;2025;Pessimista;Embarque;Internacional;8490900,399
