ICAO;cenario;Ano; Carga (kg) 
SBSN;Tendencial;2027;3187816,098
SBSN;Tendencial;2028;3338858,654
SBSN;Tendencial;2029;3463540,884
SBSN;Tendencial;2030;3571199,807
SBSN;Tendencial;2031;3668699,306
SBSN;Tendencial;2032;3760588,807
SBSN;Tendencial;2033;3849650,688
SBSN;Tendencial;2034;3937560,315
SBSN;Tendencial;2035;4025273,08
SBSN;Tendencial;2036;4113345,539
SBSN;Tendencial;2037;4202069,777
SBSN;Tendencial;2038;4291620,708
SBSN;Tendencial;2039;4382091,021
SBSN;Tendencial;2040;4473555,399
SBSN;Tendencial;2041;4566071,021
SBSN;Tendencial;2042;4659707,715
SBSN;Tendencial;2043;4754534,987
SBSN;Tendencial;2044;4850641,223
SBSN;Tendencial;2045;4948115,486
SBSN;Tendencial;2046;5047060,109
SBSN;Tendencial;2047;5147575,692
SBSN;Tendencial;2048;5249768,875
SBSN;Tendencial;2049;5353738,128
SBSN;Tendencial;2050;5459581,995
SBSN;Tendencial;2051;5567386,072
SBSN;Tendencial;2052;5677230,962
SBSN;Tendencial;2053;5789182,99
SBSN;Tendencial;2054;5903301,453
SBSN;Pessimista;2025;2780111,892
SBSN;Pessimista;2026;2980868,805
SBSN;Pessimista;2027;3141214,928
SBSN;Pessimista;2028;3261976,378
SBSN;Pessimista;2029;3353762,73
SBSN;Pessimista;2030;3426700,667
SBSN;Pessimista;2031;3488072,69
SBSN;Pessimista;2032;3542630,337
SBSN;Pessimista;2033;3593245,844
SBSN;Pessimista;2034;3641626,802
SBSN;Pessimista;2035;3688735,894
SBSN;Pessimista;2036;3735124,636
SBSN;Pessimista;2037;3781077,648
SBSN;Pessimista;2038;3826759,648
SBSN;Pessimista;2039;3872253,474
SBSN;Pessimista;2040;3917621,58
SBSN;Pessimista;2041;3962907,956
SBSN;Pessimista;2042;4008165,622
SBSN;Pessimista;2043;4053445,22
SBSN;Pessimista;2044;4098811,759
SBSN;Pessimista;2045;4144328,525
SBSN;Pessimista;2046;4190067,841
SBSN;Pessimista;2047;4236098,066
SBSN;Pessimista;2048;4282490,209
SBSN;Pessimista;2049;4329306,023
SBSN;Pessimista;2050;4376605,101
SBSN;Pessimista;2051;4424434,314
SBSN;Pessimista;2052;4472834,708
SBSN;Pessimista;2053;4521834,254
SBSN;Pessimista;2054;4571454,109
SBSN;Transformador;2025;2780111,892
SBSN;Transformador;2026;3019250,713
SBSN;Transformador;2027;3229604,602
SBSN;Transformador;2028;3408257,837
SBSN;Transformador;2029;3563327,055
SBSN;Transformador;2030;3703492,798
SBSN;Transformador;2031;3835279,146
SBSN;Transformador;2032;3963083,313
SBSN;Transformador;2033;4089634,199
SBSN;Transformador;2034;4216605,533
SBSN;Transformador;2035;4344974,201
SBSN;Transformador;2036;4475330,318
SBSN;Transformador;2037;4608002,539
SBSN;Transformador;2038;4743205,727
SBSN;Transformador;2039;4881072,983
SBSN;Transformador;2040;5021722,511
SBSN;Transformador;2041;5165256,807
SBSN;Transformador;2042;5311795,486
SBSN;Transformador;2043;5461460,883
SBSN;Transformador;2044;5614399,833
SBSN;Transformador;2045;5770763,484
SBSN;Transformador;2046;5930721,894
SBSN;Transformador;2047;6094447,129
SBSN;Transformador;2048;6262122,353
SBSN;Transformador;2049;6433925,35
SBSN;Transformador;2050;6610038,06
SBSN;Transformador;2051;6790631,036
SBSN;Transformador;2052;6975872,569
SBSN;Transformador;2053;7165917,245
SBSN;Transformador;2054;7360914,27
SBSN;Observado;2004;1388771
SBSN;Observado;2005;1343581
SBSN;Observado;2006;1404424
SBSN;Observado;2007;1626856
SBSN;Observado;2008;1843338
SBSN;Observado;2009;1888366
SBSN;Observado;2010;4649128
SBSN;Observado;2011;5173409
SBSN;Observado;2012;6190927
SBSN;Observado;2013;6450213
SBSN;Observado;2014;7370356
SBSN;Observado;2015;5591356
SBSN;Observado;2016;3171909
SBSN;Observado;2017;3065369
SBSN;Observado;2018;3416886
SBSN;Observado;2019;3013867
SBSN;Observado;2020;2015636
SBSN;Observado;2021;2566200
SBSN;Observado;2022;2972680
SBSN;Observado;2023;3125425
SBSN;Observado;2024;3288707
SBSN;Tendencial;2024;3288707
SBSN;Transformador;2024;3288707
SBSN;Pessimista;2024;3288707
SBSO;Tendencial;2025;199318,4472
SBSO;Tendencial;2026;189006,425
SBSO;Tendencial;2027;200452,4068
SBSO;Tendencial;2028;214848,5713
SBSO;Tendencial;2029;226849,5118
SBSO;Tendencial;2030;235816,1999
SBSO;Tendencial;2031;242453,8255
SBSO;Tendencial;2032;247581,5622
SBSO;Tendencial;2033;251823,564
SBSO;Tendencial;2034;255583,5342
SBSO;Tendencial;2035;259108,8184
SBSO;Tendencial;2036;262539,8874
SBSO;Tendencial;2037;265956,3101
SBSO;Tendencial;2038;269398,7784
SBSO;Tendencial;2039;272888,7169
SBSO;Tendencial;2040;276434,9944
SBSO;Tendencial;2041;280041,9464
SBSO;Tendencial;2042;283710,5532
SBSO;Tendencial;2043;287441,7075
SBSO;Tendencial;2044;291235,9723
SBSO;Tendencial;2045;295094,822
SBSO;Tendencial;2046;299020,0619
SBSO;Tendencial;2047;303014,345
SBSO;Tendencial;2048;307080,5833
SBSO;Tendencial;2049;311222,0438
SBSO;Tendencial;2050;315442,0012
SBSO;Tendencial;2051;319743,6316
SBSO;Tendencial;2052;324129,8478
SBSO;Tendencial;2053;328603,2083
SBSO;Tendencial;2054;333165,8788
SBSO;Pessimista;2025;199318,4472
SBSO;Pessimista;2026;188396,9413
SBSO;Pessimista;2027;198895,2019
SBSO;Pessimista;2028;212047,498
SBSO;Pessimista;2029;222624,2304
SBSO;Pessimista;2030;230078,0143
SBSO;Pessimista;2031;235162,202
SBSO;Pessimista;2032;238713,888
SBSO;Pessimista;2033;241359,3861
SBSO;Pessimista;2034;243498,6474
SBSO;Pessimista;2035;245373,5911
SBSO;Pessimista;2036;247119,9023
SBSO;Pessimista;2037;248813,2085
SBSO;Pessimista;2038;250491,4298
SBSO;Pessimista;2039;252173,8979
SBSO;Pessimista;2040;253868,0914
SBSO;Pessimista;2041;255577,2035
SBSO;Pessimista;2042;257301,3565
SBSO;Pessimista;2043;259040,5689
SBSO;Pessimista;2044;260794,557
SBSO;Pessimista;2045;262563,8104
SBSO;Pessimista;2046;264349,0715
SBSO;Pessimista;2047;266151,7604
SBSO;Pessimista;2048;267973,4571
SBSO;Pessimista;2049;269815,9738
SBSO;Pessimista;2050;271681,0593
SBSO;Pessimista;2051;273570,314
SBSO;Pessimista;2052;275485,0616
SBSO;Pessimista;2053;277426,2856
SBSO;Pessimista;2054;279394,6115
SBSO;Transformador;2025;199318,4472
SBSO;Transformador;2026;189550,1323
SBSO;Transformador;2027;201849,3358
SBSO;Transformador;2028;217377,3193
SBSO;Transformador;2029;230690,1041
SBSO;Transformador;2030;241069,1197
SBSO;Transformador;2031;249177,4502
SBSO;Transformador;2032;255818,7902
SBSO;Transformador;2033;261615,9921
SBSO;Transformador;2034;266976,9458
SBSO;Transformador;2035;272154,8814
SBSO;Transformador;2036;277295,7106
SBSO;Transformador;2037;282483,7837
SBSO;Transformador;2038;287763,5733
SBSO;Transformador;2039;293159,7205
SBSO;Transformador;2040;298683,6996
SBSO;Transformador;2041;304342,2653
SBSO;Transformador;2042;310138,5861
SBSO;Transformador;2043;316075,8038
SBSO;Transformador;2044;322156,7482
SBSO;Transformador;2045;328385,3467
SBSO;Transformador;2046;334765,988
SBSO;Transformador;2047;341304,1376
SBSO;Transformador;2048;348005,683
SBSO;Transformador;2049;354877,0591
SBSO;Transformador;2050;361924,8518
SBSO;Transformador;2051;369155,6729
SBSO;Transformador;2052;376575,9597
SBSO;Transformador;2053;384191,8558
SBSO;Transformador;2054;392009,1499
SBSO;Observado;2016;11156
SBSO;Observado;2017;61739
SBSO;Observado;2018;80830
SBSO;Observado;2019;9624
SBSO;Observado;2020;4455
SBSO;Observado;2021;6284
SBSO;Observado;2022;137121
SBSO;Observado;2023;175798
SBSO;Observado;2024;237683
SBSO;Tendencial;2024;237683
SBSO;Transformador;2024;237683
SBSO;Pessimista;2024;237683
SBSP;Tendencial;2025;51452574,38
SBSP;Tendencial;2026;52323914,43
SBSP;Tendencial;2027;53682790,54
SBSP;Tendencial;2028;55024282,46
SBSP;Tendencial;2029;56258736,53
SBSP;Tendencial;2030;57396657,28
SBSP;Tendencial;2031;58466225,27
SBSP;Tendencial;2032;59492837,69
SBSP;Tendencial;2033;60495354,14
SBSP;Tendencial;2034;61487280,27
SBSP;Tendencial;2035;62477998,82
SBSP;Tendencial;2036;63474501,92
SBSP;Tendencial;2037;64481823,33
SBSP;Tendencial;2038;65503832,9
SBSP;Tendencial;2039;66543399,44
SBSP;Tendencial;2040;67602743,19
SBSP;Tendencial;2041;68683403,07
SBSP;Tendencial;2042;69786519,32
SBSP;Tendencial;2043;70912745,8
SBSP;Tendencial;2044;72062434,3
SBSP;Tendencial;2045;73235636,3
SBSP;Tendencial;2046;74432243,05
SBSP;Tendencial;2047;75651966,83
SBSP;Tendencial;2048;76894470,21
SBSP;Tendencial;2049;78159351,28
SBSP;Tendencial;2050;79446226,34
SBSP;Tendencial;2051;80754743,85
SBSP;Tendencial;2052;82084655,32
SBSP;Tendencial;2053;83435824,29
SBSP;Tendencial;2054;84808272,03
SBSP;Pessimista;2025;51452574,38
SBSP;Pessimista;2026;52087682,61
SBSP;Pessimista;2027;53145661,72
SBSP;Pessimista;2028;54141961,82
SBSP;Pessimista;2029;55000906,09
SBSP;Pessimista;2030;55741577,15
SBSP;Pessimista;2031;56397060,44
SBSP;Pessimista;2032;56995394,94
SBSP;Pessimista;2033;57556769,2
SBSP;Pessimista;2034;58095253,77
SBSP;Pessimista;2035;58620372,45
SBSP;Pessimista;2036;59138985,04
SBSP;Pessimista;2037;59655851,61
SBSP;Pessimista;2038;60174471,31
SBSP;Pessimista;2039;60697299,57
SBSP;Pessimista;2040;61226115,07
SBSP;Pessimista;2041;61762024,33
SBSP;Pessimista;2042;62305739,42
SBSP;Pessimista;2043;62857519,51
SBSP;Pessimista;2044;63417348,75
SBSP;Pessimista;2045;63984949,45
SBSP;Pessimista;2046;64559911,75
SBSP;Pessimista;2047;65141683,54
SBSP;Pessimista;2048;65729684,33
SBSP;Pessimista;2049;66323294,69
SBSP;Pessimista;2050;66921925,9
SBSP;Pessimista;2051;67525030,68
SBSP;Pessimista;2052;68132159,02
SBSP;Pessimista;2053;68742961,98
SBSP;Pessimista;2054;69357224,17
SBSP;Transformador;2025;51452574,38
SBSP;Transformador;2026;52534530,62
SBSP;Transformador;2027;54164555,35
SBSP;Transformador;2028;55820906,7
SBSP;Transformador;2029;57402338,39
SBSP;Transformador;2030;58912266,04
SBSP;Transformador;2031;60374892,27
SBSP;Transformador;2032;61813582,11
SBSP;Transformador;2033;63246310,96
SBSP;Transformador;2034;64686383,53
SBSP;Transformador;2035;66143372,15
SBSP;Transformador;2036;67624721,41
SBSP;Transformador;2037;69136063,24
SBSP;Transformador;2038;70681973,66
SBSP;Transformador;2039;72266085,8
SBSP;Transformador;2040;73891429,81
SBSP;Transformador;2041;75560364,21
SBSP;Transformador;2042;77274863,11
SBSP;Transformador;2043;79036399,23
SBSP;Transformador;2044;80846133,57
SBSP;Transformador;2045;82704904,81
SBSP;Transformador;2046;84613378,82
SBSP;Transformador;2047;86572020,06
SBSP;Transformador;2048;88581235,68
SBSP;Transformador;2049;90641355,91
SBSP;Transformador;2050;92752729,46
SBSP;Transformador;2051;94915740,91
SBSP;Transformador;2052;97130897,39
SBSP;Transformador;2053;99398843,83
SBSP;Transformador;2054;101720423,5
SBSP;Observado;2004;57770457
SBSP;Observado;2005;60515675
SBSP;Observado;2006;57660846
SBSP;Observado;2007;45848345
SBSP;Observado;2008;43602503
SBSP;Observado;2009;36875477
SBSP;Observado;2010;48263998
SBSP;Observado;2011;54555601
SBSP;Observado;2012;51849550
SBSP;Observado;2013;51081997
SBSP;Observado;2014;44395208
SBSP;Observado;2015;43559217
SBSP;Observado;2016;50460246
SBSP;Observado;2017;55641698
SBSP;Observado;2018;59227785
SBSP;Observado;2019;59189876
SBSP;Observado;2020;16731844
SBSP;Observado;2021;15851203
SBSP;Observado;2022;36603258
SBSP;Observado;2023;38036369
SBSP;Observado;2024;46485417
SBSP;Tendencial;2024;46485417
SBSP;Transformador;2024;46485417
SBSP;Pessimista;2024;46485417
SBSR;Tendencial;2025;710095,9588
SBSR;Tendencial;2026;745189,4959
SBSR;Tendencial;2027;784898,8031
SBSR;Tendencial;2028;820238,1169
SBSR;Tendencial;2029;849922,3034
SBSR;Tendencial;2030;874755,9728
SBSR;Tendencial;2031;896076,2824
SBSR;Tendencial;2032;915083,3239
SBSR;Tendencial;2033;932663,0755
SBSR;Tendencial;2034;949424,4878
SBSR;Tendencial;2035;965768,5861
SBSR;Tendencial;2036;981965,2287
SBSR;Tendencial;2037;998192,5216
SBSR;Tendencial;2038;1014574,165
SBSR;Tendencial;2039;1031194,558
SBSR;Tendencial;2040;1048114,433
SBSR;Tendencial;2041;1065374,082
SBSR;Tendencial;2042;1083002,536
SBSR;Tendencial;2043;1101016,964
SBSR;Tendencial;2044;1119428,244
SBSR;Tendencial;2045;1138240,324
SBSR;Tendencial;2046;1157454,33
SBSR;Tendencial;2047;1177067,368
SBSR;Tendencial;2048;1197076,069
SBSR;Tendencial;2049;1217475,287
SBSR;Tendencial;2050;1238260,814
SBSR;Tendencial;2051;1259428,25
SBSR;Tendencial;2052;1280975,329
SBSR;Tendencial;2053;1302900,73
SBSR;Tendencial;2054;1325206,022
SBSR;Pessimista;2025;710095,9588
SBSR;Pessimista;2026;741456,6827
SBSR;Pessimista;2027;776233,8667
SBSR;Pessimista;2028;805785,8766
SBSR;Pessimista;2029;829113,061
SBSR;Pessimista;2030;847214,6915
SBSR;Pessimista;2031;861540,4543
SBSR;Pessimista;2032;873346,8162
SBSR;Pessimista;2033;883543,8464
SBSR;Pessimista;2034;892747,3312
SBSR;Pessimista;2035;901356,8454
SBSR;Pessimista;2036;909636,323
SBSR;Pessimista;2037;917756,2449
SBSR;Pessimista;2038;925831,6231
SBSR;Pessimista;2039;933938,044
SBSR;Pessimista;2040;942127,301
SBSR;Pessimista;2041;950431,2807
SBSR;Pessimista;2042;958870,8339
SBSR;Pessimista;2043;967455,7163
SBSR;Pessimista;2044;976189,8461
SBSR;Pessimista;2045;985070,9947
SBSR;Pessimista;2046;994094,5217
SBSR;Pessimista;2047;1003252,468
SBSR;Pessimista;2048;1012536,653
SBSR;Pessimista;2049;1021937,608
SBSR;Pessimista;2050;1031446,866
SBSR;Pessimista;2051;1041056,003
SBSR;Pessimista;2052;1050758,526
SBSR;Pessimista;2053;1060548,845
SBSR;Pessimista;2054;1070423,786
SBSR;Transformador;2025;710095,9588
SBSR;Transformador;2026;748516,9454
SBSR;Transformador;2027;792668,8059
SBSR;Transformador;2028;833283,1926
SBSR;Transformador;2029;868836,3794
SBSR;Transformador;2030;899968,988
SBSR;Transformador;2031;927923,8997
SBSR;Transformador;2032;953855,5788
SBSR;Transformador;2033;978632,8515
SBSR;Transformador;2034;1002863,083
SBSR;Transformador;2035;1026953,437
SBSR;Transformador;2036;1051184,309
SBSR;Transformador;2037;1075746,239
SBSR;Transformador;2038;1100776,704
SBSR;Transformador;2039;1126374,346
SBSR;Transformador;2040;1152614,609
SBSR;Transformador;2041;1179552,326
SBSR;Transformador;2042;1207231,184
SBSR;Transformador;2043;1235682,568
SBSR;Transformador;2044;1264931,44
SBSR;Transformador;2045;1294995,333
SBSR;Transformador;2046;1325888,831
SBSR;Transformador;2047;1357622,048
SBSR;Transformador;2048;1390204,626
SBSR;Transformador;2049;1423644,169
SBSR;Transformador;2050;1457949,404
SBSR;Transformador;2051;1493128,859
SBSR;Transformador;2052;1529193,665
SBSR;Transformador;2053;1566156,199
SBSR;Transformador;2054;1604032,503
SBSR;Observado;2004;444550
SBSR;Observado;2005;740676
SBSR;Observado;2006;778147
SBSR;Observado;2007;878557
SBSR;Observado;2008;710585
SBSR;Observado;2009;510730
SBSR;Observado;2010;1150625
SBSR;Observado;2011;1291005
SBSR;Observado;2012;1483537
SBSR;Observado;2013;1189322
SBSR;Observado;2014;604714
SBSR;Observado;2015;570129
SBSR;Observado;2016;516898
SBSR;Observado;2017;598293
SBSR;Observado;2018;638102
SBSR;Observado;2019;676028
SBSR;Observado;2020;313409
SBSR;Observado;2021;336101
SBSR;Observado;2022;494077
SBSR;Observado;2023;517999
SBSR;Observado;2024;649151
SBSR;Tendencial;2024;649151
SBSR;Transformador;2024;649151
SBSR;Pessimista;2024;649151
SBSV;Tendencial;2025;31454938,46
SBSV;Tendencial;2026;34291381,22
SBSV;Tendencial;2027;36571552,95
SBSV;Tendencial;2028;38355862,26
SBSV;Tendencial;2029;39790974,83
SBSV;Tendencial;2030;41001555,45
SBSV;Tendencial;2031;42074855,74
SBSV;Tendencial;2032;43067918,86
SBSV;Tendencial;2033;44016567,54
SBSV;Tendencial;2034;44943338,78
SBSV;Tendencial;2035;45862201,09
SBSV;Tendencial;2036;46782211,56
SBSV;Tendencial;2037;47709097,24
SBSV;Tendencial;2038;48646762,6
SBSV;Tendencial;2039;49597755,93
SBSV;Tendencial;2040;50563915,6
SBSV;Tendencial;2041;51546425,5
SBSV;Tendencial;2042;52546185,47
SBSV;Tendencial;2043;53563731,8
SBSV;Tendencial;2044;54599487,27
SBSV;Tendencial;2045;55653677,2
SBSV;Tendencial;2046;56726515,66
SBSV;Tendencial;2047;57818118,32
SBSV;Tendencial;2048;58928651,33
SBSV;Tendencial;2049;60058236,97
SBSV;Tendencial;2050;61207073,32
SBSV;Tendencial;2051;62375349,82
SBSV;Tendencial;2052;63563350,64
SBSV;Tendencial;2053;64771376,41
SBSV;Tendencial;2054;65999828,14
SBSV;Pessimista;2025;31454938,46
SBSV;Pessimista;2026;34085961,85
SBSV;Pessimista;2027;36096420,7
SBSV;Pessimista;2028;37568563,78
SBSV;Pessimista;2029;38663738,57
SBSV;Pessimista;2030;39515217,22
SBSV;Pessimista;2031;40214868,37
SBSV;Pessimista;2032;40822006,12
SBSV;Pessimista;2033;41373456,54
SBSV;Pessimista;2034;41892080,61
SBSV;Pessimista;2035;42391841,56
SBSV;Pessimista;2036;42881606,17
SBSV;Pessimista;2037;43366841,48
SBSV;Pessimista;2038;43851143,5
SBSV;Pessimista;2039;44336747,87
SBSV;Pessimista;2040;44825169,07
SBSV;Pessimista;2041;45317283,94
SBSV;Pessimista;2042;45813684,54
SBSV;Pessimista;2043;46314622,3
SBSV;Pessimista;2044;46820238,08
SBSV;Pessimista;2045;47330495,37
SBSV;Pessimista;2046;47845345,66
SBSV;Pessimista;2047;48364655,83
SBSV;Pessimista;2048;48888335,92
SBSV;Pessimista;2049;49416259,49
SBSV;Pessimista;2050;49948363,38
SBSV;Pessimista;2051;50484576,5
SBSV;Pessimista;2052;51024903,69
SBSV;Pessimista;2053;51569360,03
SBSV;Pessimista;2054;52118037,12
SBSV;Transformador;2025;31454938,46
SBSV;Transformador;2026;34474474,02
SBSV;Transformador;2027;36997574,35
SBSV;Transformador;2028;39066455,26
SBSV;Transformador;2029;40815496,24
SBSV;Transformador;2030;42362185,7
SBSV;Transformador;2031;43790003,17
SBSV;Transformador;2032;45154250,75
SBSV;Transformador;2033;46490125,63
SBSV;Transformador;2034;47820151,44
SBSV;Transformador;2035;49158590,32
SBSV;Transformador;2036;50514974,81
SBSV;Transformador;2037;51895585,42
SBSV;Transformador;2038;53304939,84
SBSV;Transformador;2039;54746217,9
SBSV;Transformador;2040;56221914,87
SBSV;Transformador;2041;57733869,56
SBSV;Transformador;2042;59283651,66
SBSV;Transformador;2043;60872458,63
SBSV;Transformador;2044;62501385,32
SBSV;Transformador;2045;64171322,49
SBSV;Transformador;2046;65883163,93
SBSV;Transformador;2047;67637704,44
SBSV;Transformador;2048;69435810,37
SBSV;Transformador;2049;71278310,39
SBSV;Transformador;2050;73166136,1
SBSV;Transformador;2051;75100224,19
SBSV;Transformador;2052;77081640,93
SBSV;Transformador;2053;79111491,41
SBSV;Transformador;2054;81191023,11
SBSV;Observado;2004;45713194
SBSV;Observado;2005;43499735
SBSV;Observado;2006;46588970
SBSV;Observado;2007;40189002
SBSV;Observado;2008;38483594
SBSV;Observado;2009;54242070
SBSV;Observado;2010;64761125
SBSV;Observado;2011;66306098
SBSV;Observado;2012;64438458
SBSV;Observado;2013;60282313
SBSV;Observado;2014;61525610
SBSV;Observado;2015;49378604
SBSV;Observado;2016;39853185
SBSV;Observado;2017;34445591
SBSV;Observado;2018;40576524
SBSV;Observado;2019;37846599
SBSV;Observado;2020;20099571
SBSV;Observado;2021;29860991
SBSV;Observado;2022;28189816
SBSV;Observado;2023;27907740
SBSV;Observado;2024;31811375
SBSV;Tendencial;2024;31811375
SBSV;Transformador;2024;31811375
SBSV;Pessimista;2024;31811375
SBTB;Tendencial;2025;4389,92313
SBTB;Tendencial;2026;7876,929059
SBTB;Tendencial;2027;10539,73388
SBTB;Tendencial;2028;12451,99352
SBTB;Tendencial;2029;13813,07279
SBTB;Tendencial;2030;14810,88505
SBTB;Tendencial;2031;15583,2362
SBTB;Tendencial;2032;16221,10221
SBTB;Tendencial;2033;16781,04498
SBTB;Tendencial;2034;17297,37008
SBTB;Tendencial;2035;17790,38626
SBTB;Tendencial;2036;18272,13711
SBTB;Tendencial;2037;18749,61352
SBTB;Tendencial;2038;19227,01521
SBTB;Tendencial;2039;19706,81858
SBTB;Tendencial;2040;20190,63694
SBTB;Tendencial;2041;20679,53209
SBTB;Tendencial;2042;21174,34891
SBTB;Tendencial;2043;21675,75557
SBTB;Tendencial;2044;22184,40804
SBTB;Tendencial;2045;22700,8938
SBTB;Tendencial;2046;23225,82131
SBTB;Tendencial;2047;23759,75771
SBTB;Tendencial;2048;24303,27885
SBTB;Tendencial;2049;24856,90217
SBTB;Tendencial;2050;25421,1342
SBTB;Tendencial;2051;25996,40561
SBTB;Tendencial;2052;26583,11479
SBTB;Tendencial;2053;27181,58113
SBTB;Tendencial;2054;27792,08363
SBTB;Pessimista;2025;4389,92313
SBTB;Pessimista;2026;7788,682605
SBTB;Pessimista;2027;10319,40545
SBTB;Pessimista;2028;12070,55822
SBTB;Pessimista;2029;13253,60897
SBTB;Pessimista;2030;14063,70179
SBTB;Pessimista;2031;14642,17534
SBTB;Pessimista;2032;15081,38295
SBTB;Pessimista;2033;15438,21623
SBTB;Pessimista;2034;15746,86166
SBTB;Pessimista;2035;16027,37377
SBTB;Pessimista;2036;16291,52327
SBTB;Pessimista;2037;16546,06912
SBTB;Pessimista;2038;16795,01217
SBTB;Pessimista;2039;17040,66852
SBTB;Pessimista;2040;17284,50553
SBTB;Pessimista;2041;17527,45268
SBTB;Pessimista;2042;17770,21709
SBTB;Pessimista;2043;18013,32793
SBTB;Pessimista;2044;18257,2855
SBTB;Pessimista;2045;18502,51437
SBTB;Pessimista;2046;18749,44215
SBTB;Pessimista;2047;18998,4468
SBTB;Pessimista;2048;19249,90023
SBTB;Pessimista;2049;19504,11267
SBTB;Pessimista;2050;19761,37398
SBTB;Pessimista;2051;20021,90131
SBTB;Pessimista;2052;20285,87703
SBTB;Pessimista;2053;20553,41248
SBTB;Pessimista;2054;20824,58141
SBTB;Transformador;2025;4389,92313
SBTB;Transformador;2026;7955,527904
SBTB;Transformador;2027;10737,12496
SBTB;Transformador;2028;12795,96505
SBTB;Transformador;2029;14321,10597
SBTB;Transformador;2030;15494,26823
SBTB;Transformador;2031;16450,25371
SBTB;Transformador;2032;17278,92452
SBTB;Transformador;2033;18036,66432
SBTB;Transformador;2034;18758,01287
SBTB;Transformador;2035;19463,64585
SBTB;Transformador;2036;20166,00104
SBTB;Transformador;2037;20872,43429
SBTB;Transformador;2038;21587,48759
SBTB;Transformador;2039;22313,95008
SBTB;Transformador;2040;23053,74098
SBTB;Transformador;2041;23808,22116
SBTB;Transformador;2042;24578,54646
SBTB;Transformador;2043;25365,7038
SBTB;Transformador;2044;26170,69149
SBTB;Transformador;2045;26994,45406
SBTB;Transformador;2046;27837,98308
SBTB;Transformador;2047;28702,24569
SBTB;Transformador;2048;29588,24184
SBTB;Transformador;2049;30496,92574
SBTB;Transformador;2050;31429,26025
SBTB;Transformador;2051;32386,13895
SBTB;Transformador;2052;33368,43586
SBTB;Transformador;2053;34376,94758
SBTB;Transformador;2054;35412,43748
SBTB;Observado;2004;81544
SBTB;Observado;2005;27599
SBTB;Observado;2006;0
SBTB;Observado;2007;0
SBTB;Observado;2008;4758
SBTB;Observado;2009;14768
SBTB;Observado;2010;10697
SBTB;Observado;2011;18021
SBTB;Observado;2012;32904
SBTB;Observado;2013;10746
SBTB;Observado;2014;53598
SBTB;Observado;2015;20626
SBTB;Observado;2016;7009
SBTB;Observado;2017;170
SBTB;Observado;2018;59
SBTB;Observado;2019;4391
SBTB;Observado;2020;29533
SBTB;Observado;2021;13891
SBTB;Observado;2022;24661
SBTB;Observado;2023;25309
SBTB;Observado;2024;12423
SBTB;Tendencial;2024;12423
SBTB;Transformador;2024;12423
SBTB;Pessimista;2024;12423
SBTC;Tendencial;2025;6970
SBTC;Tendencial;2026;11168,31959
SBTC;Tendencial;2027;17114,4444
SBTC;Tendencial;2028;22707,09133
SBTC;Tendencial;2029;27132,04498
SBTC;Tendencial;2030;30372,44634
SBTC;Tendencial;2031;32703,40307
SBTC;Tendencial;2032;34419,71324
SBTC;Tendencial;2033;35747,72308
SBTC;Tendencial;2034;36840,46073
SBTC;Tendencial;2035;37795,61097
SBTC;Tendencial;2036;38674,47728
SBTC;Tendencial;2037;39514,63358
SBTC;Tendencial;2038;40338,64677
SBTC;Tendencial;2039;41159,67962
SBTC;Tendencial;2040;41985,73219
SBTC;Tendencial;2041;42821,95706
SBTC;Tendencial;2042;43671,92196
SBTC;Tendencial;2043;44537,66083
SBTC;Tendencial;2044;45420,04321
SBTC;Tendencial;2045;46319,18577
SBTC;Tendencial;2046;47235,14014
SBTC;Tendencial;2047;48168,01011
SBTC;Tendencial;2048;49117,90547
SBTC;Tendencial;2049;50084,62022
SBTC;Tendencial;2050;51067,76316
SBTC;Tendencial;2051;52066,94352
SBTC;Tendencial;2052;53082,07137
SBTC;Tendencial;2053;54113,25919
SBTC;Tendencial;2054;55160,72181
SBTC;Pessimista;2025;6970
SBTC;Pessimista;2026;11079,44061
SBTC;Pessimista;2027;16845,97183
SBTC;Pessimista;2028;22175,54176
SBTC;Pessimista;2029;26284,02926
SBTC;Pessimista;2030;29181,94188
SBTC;Pessimista;2031;31160,37334
SBTC;Pessimista;2032;32520,78358
SBTC;Pessimista;2033;33491,00403
SBTC;Pessimista;2034;34223,29183
SBTC;Pessimista;2035;34813,83247
SBTC;Pessimista;2036;35322,32507
SBTC;Pessimista;2037;35784,93477
SBTC;Pessimista;2038;36223,10027
SBTC;Pessimista;2039;36649,13703
SBTC;Pessimista;2040;37070,36967
SBTC;Pessimista;2041;37491,37188
SBTC;Pessimista;2042;37915,18018
SBTC;Pessimista;2043;38343,39847
SBTC;Pessimista;2044;38776,57262
SBTC;Pessimista;2045;39214,5839
SBTC;Pessimista;2046;39657,25874
SBTC;Pessimista;2047;40104,46975
SBTC;Pessimista;2048;40556,09563
SBTC;Pessimista;2049;41011,75457
SBTC;Pessimista;2050;41470,92197
SBTC;Pessimista;2051;41933,08764
SBTC;Pessimista;2052;42397,99834
SBTC;Pessimista;2053;42865,56895
SBTC;Pessimista;2054;43335,79636
SBTC;Transformador;2025;6970
SBTC;Transformador;2026;11247,46474
SBTC;Transformador;2027;17354,85249
SBTC;Transformador;2028;23186,14555
SBTC;Transformador;2029;27901,60082
SBTC;Transformador;2030;31460,56215
SBTC;Transformador;2031;34124,05923
