ICAO;cenario;Ano; Carga (kg) 
SBGR;Transformador;2035;298953039,5
SBGR;Transformador;2036;306608039,3
SBGR;Transformador;2037;314433044,4
SBGR;Transformador;2038;322453137,7
SBGR;Transformador;2039;330688923,5
SBGR;Transformador;2040;339157854,1
SBGR;Transformador;2041;347873178,6
SBGR;Transformador;2042;356845631,5
SBGR;Transformador;2043;366082559,8
SBGR;Transformador;2044;375589307,2
SBGR;Transformador;2045;385368942,1
SBGR;Transformador;2046;395423482,5
SBGR;Transformador;2047;405753574,8
SBGR;Transformador;2048;416359719,2
SBGR;Transformador;2049;427241959,3
SBGR;Transformador;2050;438400806,7
SBGR;Transformador;2051;449837046,5
SBGR;Transformador;2052;461552548,6
SBGR;Transformador;2053;473549997,2
SBGR;Transformador;2054;485833567,2
SBGR;Observado;2004;221424425
SBGR;Observado;2005;211225134
SBGR;Observado;2006;195074971
SBGR;Observado;2007;202487723
SBGR;Observado;2008;196751539
SBGR;Observado;2009;201398655
SBGR;Observado;2010;248077458
SBGR;Observado;2011;255641102
SBGR;Observado;2012;250775145
SBGR;Observado;2013;263070479
SBGR;Observado;2014;261865142
SBGR;Observado;2015;235832160
SBGR;Observado;2016;225278354
SBGR;Observado;2017;223099557
SBGR;Observado;2018;242231087
SBGR;Observado;2019;224129332
SBGR;Observado;2020;166206732
SBGR;Observado;2021;176758866
SBGR;Observado;2022;195220980
SBGR;Observado;2023;211091386
SBGR;Observado;2024;244406740
SBGR;Tendencial;2024;244406740
SBGR;Transformador;2024;244406740
SBGR;Pessimista;2024;244406740
SBGV;Tendencial;2025;148788,7291
SBGV;Tendencial;2026;132002,4814
SBGV;Tendencial;2027;124465,5439
SBGV;Tendencial;2028;121599,7485
SBGV;Tendencial;2029;121242,0737
SBGV;Tendencial;2030;122286,6184
SBGV;Tendencial;2031;124141,1436
SBGV;Tendencial;2032;126481,54
SBGV;Tendencial;2033;129125,8528
SBGV;Tendencial;2034;131973,5759
SBGV;Tendencial;2035;134966,269
SBGV;Tendencial;2036;138071,4034
SBGV;Tendencial;2037;141268,3805
SBGV;Tendencial;2038;144545,4354
SBGV;Tendencial;2039;147893,8216
SBGV;Tendencial;2040;151308,5312
SBGV;Tendencial;2041;154785,4698
SBGV;Tendencial;2042;158322,708
SBGV;Tendencial;2043;161918,9966
SBGV;Tendencial;2044;165574,6185
SBGV;Tendencial;2045;169290,6521
SBGV;Tendencial;2046;173069,1136
SBGV;Tendencial;2047;176912,7559
SBGV;Tendencial;2048;180824,7285
SBGV;Tendencial;2049;184808,506
SBGV;Tendencial;2050;188867,5278
SBGV;Tendencial;2051;193005,1269
SBGV;Tendencial;2052;197224,2907
SBGV;Tendencial;2053;201527,6436
SBGV;Tendencial;2054;205917,3648
SBGV;Pessimista;2025;148788,7291
SBGV;Pessimista;2026;131148,9736
SBGV;Pessimista;2027;122631,6961
SBGV;Pessimista;2028;118687,2985
SBGV;Pessimista;2029;117168,7855
SBGV;Pessimista;2030;116982,2475
SBGV;Pessimista;2031;117544,7181
SBGV;Pessimista;2032;118538,8302
SBGV;Pessimista;2033;119787,3
SBGV;Pessimista;2034;121192,4599
SBGV;Pessimista;2035;122697,5574
SBGV;Pessimista;2036;124270,7935
SBGV;Pessimista;2037;125891,8737
SBGV;Pessimista;2038;127548,9117
SBGV;Pessimista;2039;129232,973
SBGV;Pessimista;2040;130938,651
SBGV;Pessimista;2041;132661,4661
SBGV;Pessimista;2042;134398,943
SBGV;Pessimista;2043;136149,2528
SBGV;Pessimista;2044;137911,9279
SBGV;Pessimista;2045;139687,1824
SBGV;Pessimista;2046;141476,0079
SBGV;Pessimista;2047;143279,9732
SBGV;Pessimista;2048;145100,9184
SBGV;Pessimista;2049;146940,8838
SBGV;Pessimista;2050;148801,8046
SBGV;Pessimista;2051;150685,4561
SBGV;Pessimista;2052;152593,2655
SBGV;Pessimista;2053;154526,3101
SBGV;Pessimista;2054;156485,265
SBGV;Transformador;2025;148788,7291
SBGV;Transformador;2026;132763,9357
SBGV;Transformador;2027;126111,756
SBGV;Transformador;2028;124231,8138
SBGV;Transformador;2029;124949,1398
SBGV;Transformador;2030;127148,9185
SBGV;Transformador;2031;130232,0661
SBGV;Transformador;2032;133869,68
SBGV;Transformador;2033;137876,7557
SBGV;Transformador;2034;142151,3433
SBGV;Transformador;2035;146634,5899
SBGV;Transformador;2036;151294,4422
SBGV;Transformador;2037;156111,1871
SBGV;Transformador;2038;161074,3697
SBGV;Transformador;2039;166176,6423
SBGV;Transformador;2040;171414,6268
SBGV;Transformador;2041;176785,8765
SBGV;Transformador;2042;182290,2995
SBGV;Transformador;2043;187928,5535
SBGV;Transformador;2044;193703,0367
SBGV;Transformador;2045;199617,1009
SBGV;Transformador;2046;205675,2468
SBGV;Transformador;2047;211882,9272
SBGV;Transformador;2048;218246,18
SBGV;Transformador;2049;224771,5616
SBGV;Transformador;2050;231465,7331
SBGV;Transformador;2051;238335,3767
SBGV;Transformador;2052;245386,9046
SBGV;Transformador;2053;252626,4253
SBGV;Transformador;2054;260059,6298
SBGV;Observado;2004;1612
SBGV;Observado;2005;0
SBGV;Observado;2006;0
SBGV;Observado;2007;232
SBGV;Observado;2008;168
SBGV;Observado;2009;52
SBGV;Observado;2010;583
SBGV;Observado;2011;2546
SBGV;Observado;2012;3114
SBGV;Observado;2013;628
SBGV;Observado;2014;38183
SBGV;Observado;2015;61148
SBGV;Observado;2016;55447
SBGV;Observado;2017;43034
SBGV;Observado;2018;91977
SBGV;Observado;2019;155609
SBGV;Observado;2020;72679
SBGV;Observado;2021;157700
SBGV;Observado;2022;127454
SBGV;Observado;2023;186301
SBGV;Observado;2024;225361
SBGV;Tendencial;2024;225361
SBGV;Transformador;2024;225361
SBGV;Pessimista;2024;225361
SBHT;Tendencial;2025;280164,4335
SBHT;Tendencial;2026;308944,8447
SBHT;Tendencial;2027;329015,6032
SBHT;Tendencial;2028;343182,1402
SBHT;Tendencial;2029;353613,02
SBHT;Tendencial;2030;361768,8667
SBHT;Tendencial;2031;368566,7983
SBHT;Tendencial;2032;374566,5343
SBHT;Tendencial;2033;380100,5346
SBHT;Tendencial;2034;385365,9034
SBHT;Tendencial;2035;390476,9901
SBHT;Tendencial;2036;395501,118
SBHT;Tendencial;2037;400476,6856
SBHT;Tendencial;2038;405426,9968
SBHT;Tendencial;2039;410365,7413
SBHT;Tendencial;2040;415302,4432
SBHT;Tendencial;2041;420243,8007
SBHT;Tendencial;2042;425195,8637
SBHT;Tendencial;2043;430163,8481
SBHT;Tendencial;2044;435153,3065
SBHT;Tendencial;2045;440169,4009
SBHT;Tendencial;2046;445217,5695
SBHT;Tendencial;2047;450302,877
SBHT;Tendencial;2048;455430,399
SBHT;Tendencial;2049;460604,5952
SBHT;Tendencial;2050;465829,7028
SBHT;Tendencial;2051;471109,1686
SBHT;Tendencial;2052;476446,0273
SBHT;Tendencial;2053;481842,5132
SBHT;Tendencial;2054;487300,403
SBHT;Pessimista;2025;280164,4335
SBHT;Pessimista;2026;308669,3992
SBHT;Pessimista;2027;327932,657
SBHT;Pessimista;2028;340854,7844
SBHT;Pessimista;2029;349729,9264
SBHT;Pessimista;2030;356122,8658
SBHT;Pessimista;2031;361022,0926
SBHT;Pessimista;2032;365031,5699
SBHT;Pessimista;2033;368509,7739
SBHT;Pessimista;2034;371668,5853
SBHT;Pessimista;2035;374630,6545
SBHT;Pessimista;2036;377467,8927
SBHT;Pessimista;2037;380221,286
SBHT;Pessimista;2038;382915,5524
SBHT;Pessimista;2039;385565,1871
SBHT;Pessimista;2040;388180,1018
SBHT;Pessimista;2041;390767,1532
SBHT;Pessimista;2042;393332,3359
SBHT;Pessimista;2043;395880,6877
SBHT;Pessimista;2044;398417,4228
SBHT;Pessimista;2045;400947,2797
SBHT;Pessimista;2046;403475,1503
SBHT;Pessimista;2047;406005,4923
SBHT;Pessimista;2048;408542,6892
SBHT;Pessimista;2049;411090,4879
SBHT;Pessimista;2050;413652,3668
SBHT;Pessimista;2051;416231,0337
SBHT;Pessimista;2052;418828,7792
SBHT;Pessimista;2053;421447,1417
SBHT;Pessimista;2054;424087,2255
SBHT;Transformador;2025;280164,4335
SBHT;Transformador;2026;310925,6453
SBHT;Transformador;2027;333111,1158
SBHT;Transformador;2028;349372,3903
SBHT;Transformador;2029;361845,3487
SBHT;Transformador;2030;372004,6632
SBHT;Transformador;2031;380790,9903
SBHT;Transformador;2032;388784,4588
SBHT;Transformador;2033;396332,2959
SBHT;Transformador;2034;403641,591
SBHT;Transformador;2035;410833,1804
SBHT;Transformador;2036;417978,6013
SBHT;Transformador;2037;425118,958
SBHT;Transformador;2038;432279,3894
SBHT;Transformador;2039;439474,8533
SBHT;Transformador;2040;446715,8791
SBHT;Transformador;2041;454010,0112
SBHT;Transformador;2042;461364,1345
SBHT;Transformador;2043;468784,2968
SBHT;Transformador;2044;476276,9711
SBHT;Transformador;2045;483848,2899
SBHT;Transformador;2046;491504,7658
SBHT;Transformador;2047;499252,5963
SBHT;Transformador;2048;507098,0779
SBHT;Transformador;2049;515046,9216
SBHT;Transformador;2050;523104,6745
SBHT;Transformador;2051;531276,0884
SBHT;Transformador;2052;539565,5234
SBHT;Transformador;2053;547976,5081
SBHT;Transformador;2054;556512,1049
SBHT;Observado;2004;175065
SBHT;Observado;2005;29767
SBHT;Observado;2006;38043
SBHT;Observado;2007;65941
SBHT;Observado;2008;17832
SBHT;Observado;2009;59149
SBHT;Observado;2010;25916
SBHT;Observado;2011;88108
SBHT;Observado;2012;192308
SBHT;Observado;2013;217517
SBHT;Observado;2014;520373
SBHT;Observado;2015;618615
SBHT;Observado;2016;238459
SBHT;Observado;2017;160569
SBHT;Observado;2018;235256
SBHT;Observado;2019;267296
SBHT;Observado;2020;159591
SBHT;Observado;2021;197830
SBHT;Observado;2022;299341
SBHT;Observado;2023;287214
SBHT;Observado;2024;321260
SBHT;Tendencial;2024;321260
SBHT;Transformador;2024;321260
SBHT;Pessimista;2024;321260
SBIH;Tendencial;2025;11775,88745
SBIH;Tendencial;2026;13179,86723
SBIH;Tendencial;2027;14217,41145
SBIH;Tendencial;2028;14983,18982
SBIH;Tendencial;2029;15562,98585
SBIH;Tendencial;2030;16023,82151
SBIH;Tendencial;2031;16412,25188
SBIH;Tendencial;2032;16758,67477
SBIH;Tendencial;2033;17081,96239
SBIH;Tendencial;2034;17393,72688
SBIH;Tendencial;2035;17700,91705
SBIH;Tendencial;2036;18007,78214
SBIH;Tendencial;2037;18316,83113
SBIH;Tendencial;2038;18629,65873
SBIH;Tendencial;2039;18947,22981
SBIH;Tendencial;2040;19270,2311
SBIH;Tendencial;2041;19599,13474
SBIH;Tendencial;2042;19934,35451
SBIH;Tendencial;2043;20276,22331
SBIH;Tendencial;2044;20625,09036
SBIH;Tendencial;2045;20981,26495
SBIH;Tendencial;2046;21345,07788
SBIH;Tendencial;2047;21716,83253
SBIH;Tendencial;2048;22096,84258
SBIH;Tendencial;2049;22485,38227
SBIH;Tendencial;2050;22882,72308
SBIH;Tendencial;2051;23289,08593
SBIH;Tendencial;2052;23704,67452
SBIH;Tendencial;2053;24129,64085
SBIH;Tendencial;2054;24564,11424
SBIH;Pessimista;2025;11775,88745
SBIH;Pessimista;2026;13099,43465
SBIH;Pessimista;2027;14030,35832
SBIH;Pessimista;2028;14672,69479
SBIH;Pessimista;2029;15118,65588
SBIH;Pessimista;2030;15439,02645
SBIH;Pessimista;2031;15682,31784
SBIH;Pessimista;2032;15879,8218
SBIH;Pessimista;2033;16050,7526
SBIH;Pessimista;2034;16206,78662
SBIH;Pessimista;2035;16354,81934
SBIH;Pessimista;2036;16498,99236
SBIH;Pessimista;2037;16641,69718
SBIH;Pessimista;2038;16784,40326
SBIH;Pessimista;2039;16927,95674
SBIH;Pessimista;2040;17072,92216
SBIH;Pessimista;2041;17219,65197
SBIH;Pessimista;2042;17368,43315
SBIH;Pessimista;2043;17519,47089
SBIH;Pessimista;2044;17672,97602
SBIH;Pessimista;2045;17829,11685
SBIH;Pessimista;2046;17988,07301
SBIH;Pessimista;2047;18149,99382
SBIH;Pessimista;2048;18315,0309
SBIH;Pessimista;2049;18483,29683
SBIH;Pessimista;2050;18654,89674
SBIH;Pessimista;2051;18829,88954
SBIH;Pessimista;2052;19008,3167
SBIH;Pessimista;2053;19190,17515
SBIH;Pessimista;2054;19375,44218
SBIH;Transformador;2025;11775,88745
SBIH;Transformador;2026;13251,55061
SBIH;Transformador;2027;14385,112
SBIH;Transformador;2028;15263,40305
SBIH;Transformador;2029;15966,78563
SBIH;Transformador;2030;16559,10465
SBIH;Transformador;2031;17085,28423
SBIH;Transformador;2032;17575,01499
SBIH;Transformador;2033;18046,94999
SBIH;Transformador;2034;18512,73407
SBIH;Transformador;2035;18979,45961
SBIH;Transformador;2036;19451,57458
SBIH;Transformador;2037;19931,80105
SBIH;Transformador;2038;20421,9596
SBIH;Transformador;2039;20923,24
SBIH;Transformador;2040;21436,56259
SBIH;Transformador;2041;21962,63587
SBIH;Transformador;2042;22502,12245
SBIH;Transformador;2043;23055,61045
SBIH;Transformador;2044;23623,72082
SBIH;Transformador;2045;24207,0432
SBIH;Transformador;2046;24806,20545
SBIH;Transformador;2047;25421,81759
SBIH;Transformador;2048;26054,51506
SBIH;Transformador;2049;26704,90062
SBIH;Transformador;2050;27373,58648
SBIH;Transformador;2051;28061,13712
SBIH;Transformador;2052;28768,10761
SBIH;Transformador;2053;29495,00109
SBIH;Transformador;2054;30242,3023
SBIH;Observado;2004;61807
SBIH;Observado;2005;93757
SBIH;Observado;2006;30743
SBIH;Observado;2007;19114
SBIH;Observado;2008;1110
SBIH;Observado;2009;8640
SBIH;Observado;2010;5045
SBIH;Observado;2011;1162
SBIH;Observado;2012;12024
SBIH;Observado;2013;2755
SBIH;Observado;2014;45495
SBIH;Observado;2015;18381
SBIH;Observado;2016;6734
SBIH;Observado;2017;240
SBIH;Observado;2018;113
SBIH;Observado;2019;48
SBIH;Observado;2020;15440
SBIH;Observado;2021;11425
SBIH;Observado;2022;36038
SBIH;Observado;2023;43285
SBIH;Observado;2024;26860
SBIH;Tendencial;2024;26860
SBIH;Transformador;2024;26860
SBIH;Pessimista;2024;26860
SBIL;Tendencial;2025;1599867,24
SBIL;Tendencial;2026;1532044,587
SBIL;Tendencial;2027;1539490,659
SBIL;Tendencial;2028;1565911,298
SBIL;Tendencial;2029;1595882,105
SBIL;Tendencial;2030;1625406,478
SBIL;Tendencial;2031;1653853,129
SBIL;Tendencial;2032;1681456,07
SBIL;Tendencial;2033;1708551,506
SBIL;Tendencial;2034;1735420,039
SBIL;Tendencial;2035;1762274,626
SBIL;Tendencial;2036;1789292,301
SBIL;Tendencial;2037;1816600,024
SBIL;Tendencial;2038;1844280,728
SBIL;Tendencial;2039;1872378,291
SBIL;Tendencial;2040;1900926,69
SBIL;Tendencial;2041;1929959,342
SBIL;Tendencial;2042;1959513,477
SBIL;Tendencial;2043;1989612,222
SBIL;Tendencial;2044;2020264,991
SBIL;Tendencial;2045;2051470,832
SBIL;Tendencial;2046;2083234,012
SBIL;Tendencial;2047;2115563,825
SBIL;Tendencial;2048;2148472,277
SBIL;Tendencial;2049;2181963,447
SBIL;Tendencial;2050;2216036,926
SBIL;Tendencial;2051;2250691,427
SBIL;Tendencial;2052;2285933,13
SBIL;Tendencial;2053;2321772,162
SBIL;Tendencial;2054;2358220,223
SBIL;Pessimista;2025;1599867,24
SBIL;Pessimista;2026;1525872,481
SBIL;Pessimista;2027;1525513,202
SBIL;Pessimista;2028;1542899,911
SBIL;Pessimista;2029;1562974,851
SBIL;Pessimista;2030;1581989,741
SBIL;Pessimista;2031;1599457,661
SBIL;Pessimista;2032;1615688,925
SBIL;Pessimista;2033;1631058,052
SBIL;Pessimista;2034;1645862,9
SBIL;Pessimista;2035;1660321,699
SBIL;Pessimista;2036;1674608,345
SBIL;Pessimista;2037;1688843,007
SBIL;Pessimista;2038;1703100,711
SBIL;Pessimista;2039;1717418,155
SBIL;Pessimista;2040;1731821,496
SBIL;Pessimista;2041;1746335,204
SBIL;Pessimista;2042;1760986,063
SBIL;Pessimista;2043;1775787,581
SBIL;Pessimista;2044;1790740,873
SBIL;Pessimista;2045;1805838,031
SBIL;Pessimista;2046;1821075,71
SBIL;Pessimista;2047;1836454,802
SBIL;Pessimista;2048;1851978,335
SBIL;Pessimista;2049;1867642,584
SBIL;Pessimista;2050;1883440,163
SBIL;Pessimista;2051;1899363,113
SBIL;Pessimista;2052;1915409,675
SBIL;Pessimista;2053;1931581,228
SBIL;Pessimista;2054;1947880,27
SBIL;Transformador;2025;1599867,24
SBIL;Transformador;2026;1537549,668
SBIL;Transformador;2027;1552032,523
SBIL;Transformador;2028;1586695,768
SBIL;Transformador;2029;1625811,979
SBIL;Transformador;2030;1665178,578
SBIL;Transformador;2031;1704046,35
SBIL;Transformador;2032;1742590,091
SBIL;Transformador;2033;1781120,028
SBIL;Transformador;2034;1819909,588
SBIL;Transformador;2035;1859175,545
SBIL;Transformador;2036;1899106,787
SBIL;Transformador;2037;1939845,899
SBIL;Transformador;2038;1981492,878
SBIL;Transformador;2039;2024108,337
SBIL;Transformador;2040;2067743,987
SBIL;Transformador;2041;2112452,478
SBIL;Transformador;2042;2158292,182
SBIL;Transformador;2043;2205307,008
SBIL;Transformador;2044;2253526,257
SBIL;Transformador;2045;2302967,904
SBIL;Transformador;2046;2353656,192
SBIL;Transformador;2047;2405621,614
SBIL;Transformador;2048;2458898,406
SBIL;Transformador;2049;2513512,098
SBIL;Transformador;2050;2569483,279
SBIL;Transformador;2051;2626831,744
SBIL;Transformador;2052;2685586,517
SBIL;Transformador;2053;2745781,9
SBIL;Transformador;2054;2807454,743
SBIL;Observado;2004;2544950
SBIL;Observado;2005;1825995
SBIL;Observado;2006;1876004
SBIL;Observado;2007;2143695
SBIL;Observado;2008;2580568
SBIL;Observado;2009;1445292
SBIL;Observado;2010;1802656
SBIL;Observado;2011;1817820
SBIL;Observado;2012;1635548
SBIL;Observado;2013;1570427
SBIL;Observado;2014;1525528
SBIL;Observado;2015;1476566
SBIL;Observado;2016;1447979
SBIL;Observado;2017;1683522
SBIL;Observado;2018;2335722
SBIL;Observado;2019;2238190
SBIL;Observado;2020;814765
SBIL;Observado;2021;1374528
SBIL;Observado;2022;1899617
SBIL;Observado;2023;1830422
SBIL;Observado;2024;1684840
SBIL;Tendencial;2024;1684840
SBIL;Transformador;2024;1684840
SBIL;Pessimista;2024;1684840
SBIP;Tendencial;2025;184761,123
SBIP;Tendencial;2026;176962,8649
SBIP;Tendencial;2027;175780,2794
SBIP;Tendencial;2028;177168,8961
SBIP;Tendencial;2029;179686,0315
SBIP;Tendencial;2030;182775,2054
SBIP;Tendencial;2031;186203,0639
SBIP;Tendencial;2032;189863,6852
SBIP;Tendencial;2033;193704,1665
SBIP;Tendencial;2034;197695,5751
SBIP;Tendencial;2035;201819,9057
SBIP;Tendencial;2036;206064,6085
SBIP;Tendencial;2037;210419,6
SBIP;Tendencial;2038;214876,7647
SBIP;Tendencial;2039;219429,1264
SBIP;Tendencial;2040;224071,2978
SBIP;Tendencial;2041;228799,3102
SBIP;Tendencial;2042;233610,943
SBIP;Tendencial;2043;238505,3735
SBIP;Tendencial;2044;243483,5083
SBIP;Tendencial;2045;248547,3452
SBIP;Tendencial;2046;253700,0884
SBIP;Tendencial;2047;258945,5794
SBIP;Tendencial;2048;264288,2613
SBIP;Tendencial;2049;269732,6063
SBIP;Tendencial;2050;275283,2044
SBIP;Tendencial;2051;280944,2328
SBIP;Tendencial;2052;286719,6132
SBIP;Tendencial;2053;292612,6692
SBIP;Tendencial;2054;298626,2923
SBIP;Pessimista;2025;184761,123
SBIP;Pessimista;2026;175837,4498
SBIP;Pessimista;2027;173288,3595
SBIP;Pessimista;2028;173143,2714
SBIP;Pessimista;2029;174007,0698
SBIP;Pessimista;2030;175352,1347
SBIP;Pessimista;2031;176961,6962
SBIP;Pessimista;2032;178738,8426
SBIP;Pessimista;2033;180635,2307
SBIP;Pessimista;2034;182623,923
SBIP;Pessimista;2035;184687,5121
SBIP;Pessimista;2036;186813,313
SBIP;Pessimista;2037;188990,7963
SBIP;Pessimista;2038;191211,2508
SBIP;Pessimista;2039;193467,0853
SBIP;Pessimista;2040;195752,2525
SBIP;Pessimista;2041;198062,0795
SBIP;Pessimista;2042;200393,5258
SBIP;Pessimista;2043;202744,8298
SBIP;Pessimista;2044;205115,7522
SBIP;Pessimista;2045;207506,9752
SBIP;Pessimista;2046;209920,1658
SBIP;Pessimista;2047;212357,4586
SBIP;Pessimista;2048;214821,4077
SBIP;Pessimista;2049;217314,4939
SBIP;Pessimista;2050;219839,1997
SBIP;Pessimista;2051;222397,5753
SBIP;Pessimista;2052;224991,3806
SBIP;Pessimista;2053;227621,8213
SBIP;Pessimista;2054;230289,7014
SBIP;Transformador;2025;184761,123
SBIP;Transformador;2026;177966,5439
SBIP;Transformador;2027;178016,1861
SBIP;Transformador;2028;180805,0536
SBIP;Transformador;2029;184851,5555
SBIP;Transformador;2030;189575,8387
SBIP;Transformador;2031;194731,5262
SBIP;Transformador;2032;200206,1671
SBIP;Transformador;2033;205944,2196
SBIP;Transformador;2034;211916,4089
SBIP;Transformador;2035;218105,6798
SBIP;Transformador;2036;224501,1428
SBIP;Transformador;2037;231094,7067
SBIP;Transformador;2038;237880,4336
SBIP;Transformador;2039;244853,5881
SBIP;Transformador;2040;252011,1113
SBIP;Transformador;2041;259351,4522
SBIP;Transformador;2042;266874,9691
SBIP;Transformador;2043;274583,5875
SBIP;Transformador;2044;282481,2259
SBIP;Transformador;2045;290573,1275
SBIP;Transformador;2046;298866,0367
SBIP;Transformador;2047;307367,5847
SBIP;Transformador;2048;316086,2759
SBIP;Transformador;2049;325030,8384
SBIP;Transformador;2050;334210,3336
SBIP;Transformador;2051;343633,5286
SBIP;Transformador;2052;353309,0712
SBIP;Transformador;2053;363245,0663
SBIP;Transformador;2054;373449,2562
SBIP;Observado;2004;13062
SBIP;Observado;2005;17986
SBIP;Observado;2006;32329
SBIP;Observado;2007;81465
SBIP;Observado;2008;81493
SBIP;Observado;2009;1811
SBIP;Observado;2010;1660
SBIP;Observado;2011;5388
SBIP;Observado;2012;13682
SBIP;Observado;2013;35967
SBIP;Observado;2014;102109
SBIP;Observado;2015;101218
SBIP;Observado;2016;120705
SBIP;Observado;2017;102091
SBIP;Observado;2018;241358
SBIP;Observado;2019;169459
SBIP;Observado;2020;36700
SBIP;Observado;2021;20136
SBIP;Observado;2022;169598
SBIP;Observado;2023;212720
SBIP;Observado;2024;252048
SBIP;Tendencial;2024;252048
SBIP;Transformador;2024;252048
SBIP;Pessimista;2024;252048
SBIZ;Tendencial;2025;1252500,803
SBIZ;Tendencial;2026;1333035,942
SBIZ;Tendencial;2027;1418677,683
SBIZ;Tendencial;2028;1490497,868
SBIZ;Tendencial;2029;1547661,928
SBIZ;Tendencial;2030;1593649,994
SBIZ;Tendencial;2031;1632207,086
SBIZ;Tendencial;2032;1666079,165
SBIZ;Tendencial;2033;1697237,505
SBIZ;Tendencial;2034;1726912,855
SBIZ;Tendencial;2035;1755979,278
SBIZ;Tendencial;2036;1784954,27
SBIZ;Tendencial;2037;1814229,277
SBIZ;Tendencial;2038;1844015,383
SBIZ;Tendencial;2039;1874482,179
SBIZ;Tendencial;2040;1905692,103
SBIZ;Tendencial;2041;1937695,998
SBIZ;Tendencial;2042;1970477,355
SBIZ;Tendencial;2043;2004022,952
SBIZ;Tendencial;2044;2038278,173
SBIZ;Tendencial;2045;2073201,219
SBIZ;Tendencial;2046;2108727,225
SBIZ;Tendencial;2047;2144811,213
SBIZ;Tendencial;2048;2181398,18
SBIZ;Tendencial;2049;2218456,501
SBIZ;Tendencial;2050;2255953,012
SBIZ;Tendencial;2051;2293879,226
SBIZ;Tendencial;2052;2332229,967
SBIZ;Tendencial;2053;2371024,014
SBIZ;Tendencial;2054;2410285,062
SBIZ;Pessimista;2025;1252500,803
SBIZ;Pessimista;2026;1326415,662
SBIZ;Pessimista;2027;1403134,866
SBIZ;Pessimista;2028;1464442,487
SBIZ;Pessimista;2029;1510084,198
SBIZ;Pessimista;2030;1543909,997
SBIZ;Pessimista;2031;1569862,104
SBIZ;Pessimista;2032;1590782,465
SBIZ;Pessimista;2033;1608675,117
SBIZ;Pessimista;2034;1624777,332
SBIZ;Pessimista;2035;1639949,429
SBIZ;Pessimista;2036;1654692,437
SBIZ;Pessimista;2037;1669373,916
SBIZ;Pessimista;2038;1684185,077
SBIZ;Pessimista;2039;1699272,801
SBIZ;Pessimista;2040;1714683,302
SBIZ;Pessimista;2041;1730450,6
SBIZ;Pessimista;2042;1746548,31
SBIZ;Pessimista;2043;1762953,453
SBIZ;Pessimista;2044;1779607,881
SBIZ;Pessimista;2045;1796466,058
SBIZ;Pessimista;2046;1813464,181
SBIZ;Pessimista;2047;1830557,075
SBIZ;Pessimista;2048;1847692,533
SBIZ;Pessimista;2049;1864839,283
SBIZ;Pessimista;2050;1881965,726
SBIZ;Pessimista;2051;1899061,324
SBIZ;Pessimista;2052;1916118,522
SBIZ;Pessimista;2053;1933149,179
SBIZ;Pessimista;2054;1950168,667
SBIZ;Transformador;2025;1252500,803
SBIZ;Transformador;2026;1338936,962
SBIZ;Transformador;2027;1432614,028
SBIZ;Transformador;2028;1514014,125
SBIZ;Transformador;2029;1581814,101
SBIZ;Transformador;2030;1639180,912
SBIZ;Transformador;2031;1689694,128
SBIZ;Transformador;2032;1736022,075
SBIZ;Transformador;2033;1780114,548
SBIZ;Transformador;2034;1823204,593
SBIZ;Transformador;2035;1866187,7
SBIZ;Transformador;2036;1909605,934
SBIZ;Transformador;2037;1953883,089
SBIZ;Transformador;2038;1999259,567
SBIZ;Transformador;2039;2045937,787
SBIZ;Transformador;2040;2094007,48
SBIZ;Transformador;2041;2143548,017
SBIZ;Transformador;2042;2194565,157
SBIZ;Transformador;2043;2247068,3
SBIZ;Transformador;2044;2301019,612
SBIZ;Transformador;2045;2356394,575
SBIZ;Transformador;2046;2413140,971
SBIZ;Transformador;2047;2471227,924
SBIZ;Transformador;2048;2530611,604
SBIZ;Transformador;2049;2591274,229
SBIZ;Transformador;2050;2653195,382
SBIZ;Transformador;2051;2716383,319
SBIZ;Transformador;2052;2780850,231
SBIZ;Transformador;2053;2846637,455
SBIZ;Transformador;2054;2913793,212
SBIZ;Observado;2004;280272
SBIZ;Observado;2005;256124
SBIZ;Observado;2006;356194
SBIZ;Observado;2007;433915
SBIZ;Observado;2008;511262
SBIZ;Observado;2009;464070
SBIZ;Observado;2010;1779824
SBIZ;Observado;2011;2279128
SBIZ;Observado;2012;1819454
SBIZ;Observado;2013;2011965
SBIZ;Observado;2014;2283562
SBIZ;Observado;2015;1603458
SBIZ;Observado;2016;1009344
SBIZ;Observado;2017;729448
SBIZ;Observado;2018;733215
SBIZ;Observado;2019;690193
SBIZ;Observado;2020;387942
SBIZ;Observado;2021;586893
SBIZ;Observado;2022;835773
SBIZ;Observado;2023;921689
SBIZ;Observado;2024;1127404
SBIZ;Tendencial;2024;1127404
SBIZ;Transformador;2024;1127404
SBIZ;Pessimista;2024;1127404
SBJA;Tendencial;2025;56601,56091
SBJA;Tendencial;2026;42668,78348
SBJA;Tendencial;2027;40423,19002
SBJA;Tendencial;2028;42706,99801
SBJA;Tendencial;2029;46285,74032
SBJA;Tendencial;2030;49940,91966
SBJA;Tendencial;2031;53347,06469
SBJA;Tendencial;2032;56494,68637
SBJA;Tendencial;2033;59452,37808
SBJA;Tendencial;2034;62290,15537
SBJA;Tendencial;2035;65060,65797
SBJA;Tendencial;2036;67801,24862
SBJA;Tendencial;2037;70537,02375
SBJA;Tendencial;2038;73285,69627
