Cenário Projeção;Natureza;ICAO;Atributo;Valor
Pessimista;domestico;SBSJ;2050;2957,937829
Pessimista;domestico;SBSJ;2051;2984,927824
Pessimista;domestico;SBSJ;2052;3012,703733
Pessimista;domestico;SBSJ;2053;3040,873974
Pessimista;domestico;SBSJ;2054;3069,16626
Pessimista;domestico;SBSL;2025;11678,55879
Pessimista;domestico;SBSL;2026;11895,92081
Pessimista;domestico;SBSL;2027;12082,3227
Pessimista;domestico;SBSL;2028;12245,8029
Pessimista;domestico;SBSL;2029;12378,82867
Pessimista;domestico;SBSL;2030;12495,12391
Pessimista;domestico;SBSL;2031;12586,08572
Pessimista;domestico;SBSL;2032;12670,14498
Pessimista;domestico;SBSL;2033;12742,67134
Pessimista;domestico;SBSL;2034;12820,70695
Pessimista;domestico;SBSL;2035;12896,18236
Pessimista;domestico;SBSL;2036;12984,52858
Pessimista;domestico;SBSL;2037;13075,11963
Pessimista;domestico;SBSL;2038;13181,66571
Pessimista;domestico;SBSL;2039;13292,84193
Pessimista;domestico;SBSL;2040;13421,06915
Pessimista;domestico;SBSL;2041;13551,11603
Pessimista;domestico;SBSL;2042;13696,4885
Pessimista;domestico;SBSL;2043;13839,14875
Pessimista;domestico;SBSL;2044;13993,78645
Pessimista;domestico;SBSL;2045;14143,59245
Pessimista;domestico;SBSL;2046;14303,68631
Pessimista;domestico;SBSL;2047;14454,23887
Pessimista;domestico;SBSL;2048;14608,7763
Pessimista;domestico;SBSL;2049;14752,8482
Pessimista;domestico;SBSL;2050;14901,72283
Pessimista;domestico;SBSL;2051;15046,1753
Pessimista;domestico;SBSL;2052;15183,88789
Pessimista;domestico;SBSL;2053;15325,4508
Pessimista;domestico;SBSL;2054;15464,90989
Pessimista;domestico;SBSM;2025;410,5361204
Pessimista;domestico;SBSM;2026;450,9288646
Pessimista;domestico;SBSM;2027;467,5770285
Pessimista;domestico;SBSM;2028;475,7379378
Pessimista;domestico;SBSM;2029;481,0055262
Pessimista;domestico;SBSM;2030;485,5691734
Pessimista;domestico;SBSM;2031;489,7245641
Pessimista;domestico;SBSM;2032;493,5928299
Pessimista;domestico;SBSM;2033;497,3067382
Pessimista;domestico;SBSM;2034;501,1131041
Pessimista;domestico;SBSM;2035;504,8642623
Pessimista;domestico;SBSM;2036;508,7313542
Pessimista;domestico;SBSM;2037;512,5963335
Pessimista;domestico;SBSM;2038;516,6782055
Pessimista;domestico;SBSM;2039;520,7799525
Pessimista;domestico;SBSM;2040;524,9148858
Pessimista;domestico;SBSM;2041;529,2304105
Pessimista;domestico;SBSM;2042;533,5255863
Pessimista;domestico;SBSM;2043;537,9694038
Pessimista;domestico;SBSM;2044;542,556468
Pessimista;domestico;SBSM;2045;547,225064
Pessimista;domestico;SBSM;2046;551,8980961
Pessimista;domestico;SBSM;2047;556,8160744
Pessimista;domestico;SBSM;2048;561,8410157
Pessimista;domestico;SBSM;2049;566,8935347
Pessimista;domestico;SBSM;2050;572,0982725
Pessimista;domestico;SBSM;2051;577,5590038
Pessimista;domestico;SBSM;2052;583,1931385
Pessimista;domestico;SBSM;2053;588,9224825
Pessimista;domestico;SBSM;2054;594,72706
Pessimista;domestico;SBSN;2025;3661,018177
Pessimista;domestico;SBSN;2026;3788,061957
Pessimista;domestico;SBSN;2027;3931,29812
Pessimista;domestico;SBSN;2028;4091,173646
Pessimista;domestico;SBSN;2029;4225,103711
Pessimista;domestico;SBSN;2030;4371,65822
Pessimista;domestico;SBSN;2031;4498,312891
Pessimista;domestico;SBSN;2032;4636,801863
Pessimista;domestico;SBSN;2033;4760,535878
Pessimista;domestico;SBSN;2034;4900,260475
Pessimista;domestico;SBSN;2035;4660,287765
Pessimista;domestico;SBSN;2036;4794,054081
Pessimista;domestico;SBSN;2037;4916,456858
Pessimista;domestico;SBSN;2038;5057,989017
Pessimista;domestico;SBSN;2039;5185,86111
Pessimista;domestico;SBSN;2040;5337,82358
Pessimista;domestico;SBSN;2041;5476,922868
Pessimista;domestico;SBSN;2042;5635,212033
Pessimista;domestico;SBSN;2043;5779,323935
Pessimista;domestico;SBSN;2044;5946,508504
Pessimista;domestico;SBSN;2045;6103,308313
Pessimista;domestico;SBSN;2046;6289,809855
Pessimista;domestico;SBSN;2047;6460,838193
Pessimista;domestico;SBSN;2048;6654,331555
Pessimista;domestico;SBSN;2049;6834,112171
Pessimista;domestico;SBSN;2050;7040,295029
Pessimista;domestico;SBSN;2051;7232,90652
Pessimista;domestico;SBSN;2052;7431,630095
Pessimista;domestico;SBSN;2053;7636,021661
Pessimista;domestico;SBSN;2054;7845,436719
Pessimista;domestico;SBSO;2025;828,7365009
Pessimista;domestico;SBSO;2026;806,6219042
Pessimista;domestico;SBSO;2027;796,1687155
Pessimista;domestico;SBSO;2028;790,3110558
Pessimista;domestico;SBSO;2029;786,6421216
Pessimista;domestico;SBSO;2030;786,5316054
Pessimista;domestico;SBSO;2031;787,4179535
Pessimista;domestico;SBSO;2032;788,6275798
Pessimista;domestico;SBSO;2033;790,2261655
Pessimista;domestico;SBSO;2034;791,8376345
Pessimista;domestico;SBSO;2035;792,4792458
Pessimista;domestico;SBSO;2036;794,4041402
Pessimista;domestico;SBSO;2037;796,491802
Pessimista;domestico;SBSO;2038;798,6706563
Pessimista;domestico;SBSO;2039;800,9810982
Pessimista;domestico;SBSO;2040;803,3757968
Pessimista;domestico;SBSO;2041;805,9129643
Pessimista;domestico;SBSO;2042;808,5530912
Pessimista;domestico;SBSO;2043;811,2310419
Pessimista;domestico;SBSO;2044;814,0538746
Pessimista;domestico;SBSO;2045;816,8778647
Pessimista;domestico;SBSO;2046;819,5982395
Pessimista;domestico;SBSO;2047;822,3019697
Pessimista;domestico;SBSO;2048;826,0727714
Pessimista;domestico;SBSO;2049;828,8140535
Pessimista;domestico;SBSO;2050;831,4288561
Pessimista;domestico;SBSO;2051;834,6767898
Pessimista;domestico;SBSO;2052;838,1119595
Pessimista;domestico;SBSO;2053;841,6389286
Pessimista;domestico;SBSO;2054;845,2041028
Pessimista;domestico;SBSP;2025;197939,9674
Pessimista;domestico;SBSP;2026;192012,2289
Pessimista;domestico;SBSP;2027;196468,3335
Pessimista;domestico;SBSP;2028;199990,7096
Pessimista;domestico;SBSP;2029;202311,4061
Pessimista;domestico;SBSP;2030;204692,8939
Pessimista;domestico;SBSP;2031;206765,649
Pessimista;domestico;SBSP;2032;208398,0792
Pessimista;domestico;SBSP;2033;210114,8061
Pessimista;domestico;SBSP;2034;211750,9639
Pessimista;domestico;SBSP;2035;213349,4857
Pessimista;domestico;SBSP;2036;214749,0793
Pessimista;domestico;SBSP;2037;216407,9546
Pessimista;domestico;SBSP;2038;218033,0217
Pessimista;domestico;SBSP;2039;219777,7888
Pessimista;domestico;SBSP;2040;221170,6733
Pessimista;domestico;SBSP;2041;222807,8082
Pessimista;domestico;SBSP;2042;224471,7887
Pessimista;domestico;SBSP;2043;226425,5719
Pessimista;domestico;SBSP;2044;228387,5572
Pessimista;domestico;SBSP;2045;230260,3752
Pessimista;domestico;SBSP;2046;232193,3124
Pessimista;domestico;SBSP;2047;234322,9473
Pessimista;domestico;SBSP;2048;236755,4089
Pessimista;domestico;SBSP;2049;239040,3907
Pessimista;domestico;SBSP;2050;241034,334
Pessimista;domestico;SBSP;2051;243366,0781
Pessimista;domestico;SBSP;2052;245764,4831
Pessimista;domestico;SBSP;2053;247691,422
Pessimista;domestico;SBSP;2054;250143,225
Pessimista;domestico;SBSR;2025;5687,888132
Pessimista;domestico;SBSR;2026;5937,797661
Pessimista;domestico;SBSR;2027;6074,254152
Pessimista;domestico;SBSR;2028;6166,663008
Pessimista;domestico;SBSR;2029;6245,32644
Pessimista;domestico;SBSR;2030;6312,853711
Pessimista;domestico;SBSR;2031;6372,907454
Pessimista;domestico;SBSR;2032;6428,701928
Pessimista;domestico;SBSR;2033;6481,484441
Pessimista;domestico;SBSR;2034;6533,135481
Pessimista;domestico;SBSR;2035;6584,648703
Pessimista;domestico;SBSR;2036;6636,376705
Pessimista;domestico;SBSR;2037;6688,667213
Pessimista;domestico;SBSR;2038;6741,465173
Pessimista;domestico;SBSR;2039;6796,369081
Pessimista;domestico;SBSR;2040;6853,002132
Pessimista;domestico;SBSR;2041;6910,849954
Pessimista;domestico;SBSR;2042;6971,028706
Pessimista;domestico;SBSR;2043;7032,249401
Pessimista;domestico;SBSR;2044;7094,773708
Pessimista;domestico;SBSR;2045;7158,310639
Pessimista;domestico;SBSR;2046;7223,8946
Pessimista;domestico;SBSR;2047;7289,629535
Pessimista;domestico;SBSR;2048;7356,557319
Pessimista;domestico;SBSR;2049;7424,317177
Pessimista;domestico;SBSR;2050;7491,840348
Pessimista;domestico;SBSR;2051;7564,501168
Pessimista;domestico;SBSR;2052;7639,567874
Pessimista;domestico;SBSR;2053;7715,788028
Pessimista;domestico;SBSR;2054;7793,477875
Pessimista;domestico;SBST;2025;1148,322417
Pessimista;domestico;SBST;2026;1233,89753
Pessimista;domestico;SBST;2027;1283,566419
Pessimista;domestico;SBST;2028;1314,564475
Pessimista;domestico;SBST;2029;1336,754693
Pessimista;domestico;SBST;2030;1355,459083
Pessimista;domestico;SBST;2031;1371,414873
Pessimista;domestico;SBST;2032;1386,234701
Pessimista;domestico;SBST;2033;1399,793653
Pessimista;domestico;SBST;2034;1413,249147
Pessimista;domestico;SBST;2035;1426,260068
Pessimista;domestico;SBST;2036;1439,549149
Pessimista;domestico;SBST;2037;1452,703546
Pessimista;domestico;SBST;2038;1466,547933
Pessimista;domestico;SBST;2039;1480,32411
Pessimista;domestico;SBST;2040;1494,75002
Pessimista;domestico;SBST;2041;1509,256712
Pessimista;domestico;SBST;2042;1524,520293
Pessimista;domestico;SBST;2043;1539,984087
Pessimista;domestico;SBST;2044;1555,905442
Pessimista;domestico;SBST;2045;1571,804559
Pessimista;domestico;SBST;2046;1587,340693
Pessimista;domestico;SBST;2047;1602,741684
Pessimista;domestico;SBST;2048;1618,644303
Pessimista;domestico;SBST;2049;1634,45357
Pessimista;domestico;SBST;2050;1650,826932
Pessimista;domestico;SBST;2051;1667,770442
Pessimista;domestico;SBST;2052;1685,20015
Pessimista;domestico;SBST;2053;1702,849697
Pessimista;domestico;SBST;2054;1720,628969
Pessimista;domestico;SBSV;2025;55490,00923
Pessimista;domestico;SBSV;2026;55464,40155
Pessimista;domestico;SBSV;2027;55948,54893
Pessimista;domestico;SBSV;2028;56621,60366
Pessimista;domestico;SBSV;2029;57326,56126
Pessimista;domestico;SBSV;2030;57872,94602
Pessimista;domestico;SBSV;2031;58529,18327
Pessimista;domestico;SBSV;2032;59165,68294
Pessimista;domestico;SBSV;2033;59713,22258
Pessimista;domestico;SBSV;2034;60331,35231
Pessimista;domestico;SBSV;2035;60950,33038
Pessimista;domestico;SBSV;2036;61558,34002
Pessimista;domestico;SBSV;2037;62192,97243
Pessimista;domestico;SBSV;2038;62790,19477
Pessimista;domestico;SBSV;2039;63448,16611
Pessimista;domestico;SBSV;2040;64121,3889
Pessimista;domestico;SBSV;2041;64807,30254
Pessimista;domestico;SBSV;2042;65510,37308
Pessimista;domestico;SBSV;2043;66226,10642
Pessimista;domestico;SBSV;2044;66858,40472
Pessimista;domestico;SBSV;2045;67590,67215
Pessimista;domestico;SBSV;2046;68349,37999
Pessimista;domestico;SBSV;2047;69119,18832
Pessimista;domestico;SBSV;2048;69902,67262
Pessimista;domestico;SBSV;2049;70695,73147
Pessimista;domestico;SBSV;2050;71429,67944
Pessimista;domestico;SBSV;2051;72160,59798
Pessimista;domestico;SBSV;2052;72999,57804
Pessimista;domestico;SBSV;2053;73860,42601
Pessimista;domestico;SBSV;2054;74745,75544
Pessimista;domestico;SBTB;2025;425,166539
Pessimista;domestico;SBTB;2026;394,9753778
Pessimista;domestico;SBTB;2027;406,4629522
Pessimista;domestico;SBTB;2028;418,6999017
Pessimista;domestico;SBTB;2029;428,0673084
Pessimista;domestico;SBTB;2030;438,3950817
Pessimista;domestico;SBTB;2031;446,2951765
Pessimista;domestico;SBTB;2032;455,2440812
Pessimista;domestico;SBTB;2033;462,4612049
Pessimista;domestico;SBTB;2034;470,9327045
Pessimista;domestico;SBTB;2035;477,9639458
Pessimista;domestico;SBTB;2036;486,3555937
Pessimista;domestico;SBTB;2037;493,3785633
Pessimista;domestico;SBTB;2038;501,9378859
Pessimista;domestico;SBTB;2039;509,0377384
Pessimista;domestico;SBTB;2040;518,0688514
Pessimista;domestico;SBTB;2041;525,6001468
Pessimista;domestico;SBTB;2042;534,8347238
Pessimista;domestico;SBTB;2043;542,5062125
Pessimista;domestico;SBTB;2044;551,9690749
Pessimista;domestico;SBTB;2045;559,9412383
Pessimista;domestico;SBTB;2046;569,1617244
Pessimista;domestico;SBTB;2047;576,7411601
Pessimista;domestico;SBTB;2048;585,8694792
Pessimista;domestico;SBTB;2049;499,5476704
Pessimista;domestico;SBTB;2050;507,7318383
Pessimista;domestico;SBTB;2051;514,7642051
Pessimista;domestico;SBTB;2052;522,0077305
Pessimista;domestico;SBTB;2053;529,3660526
Pessimista;domestico;SBTB;2054;536,8393904
Pessimista;domestico;SBTC;2025;340,2030368
Pessimista;domestico;SBTC;2026;343,8908351
Pessimista;domestico;SBTC;2027;345,2026469
Pessimista;domestico;SBTC;2028;347,6109463
Pessimista;domestico;SBTC;2029;350,0519042
Pessimista;domestico;SBTC;2030;352,0685685
Pessimista;domestico;SBTC;2031;353,7762337
Pessimista;domestico;SBTC;2032;355,2526483
Pessimista;domestico;SBTC;2033;356,6094801
Pessimista;domestico;SBTC;2034;357,8425596
Pessimista;domestico;SBTC;2035;359,1279137
Pessimista;domestico;SBTC;2036;360,2421695
Pessimista;domestico;SBTC;2037;361,4477084
Pessimista;domestico;SBTC;2038;362,6674781
Pessimista;domestico;SBTC;2039;363,8438652
Pessimista;domestico;SBTC;2040;365,1105567
Pessimista;domestico;SBTC;2041;366,3474288
Pessimista;domestico;SBTC;2042;367,659691
Pessimista;domestico;SBTC;2043;368,9693215
Pessimista;domestico;SBTC;2044;370,3580211
Pessimista;domestico;SBTC;2045;371,7725436
Pessimista;domestico;SBTC;2046;373,1655502
Pessimista;domestico;SBTC;2047;374,5537183
Pessimista;domestico;SBTC;2048;375,9717297
Pessimista;domestico;SBTC;2049;377,395584
Pessimista;domestico;SBTC;2050;378,7944604
Pessimista;domestico;SBTC;2051;380,423842
Pessimista;domestico;SBTC;2052;382,1156997
Pessimista;domestico;SBTC;2053;383,8055589
Pessimista;domestico;SBTC;2054;385,5605734
Pessimista;domestico;SBTD;2025;884,1873213
Pessimista;domestico;SBTD;2026;867,030011
Pessimista;domestico;SBTD;2027;861,8911481
Pessimista;domestico;SBTD;2028;859,2668572
Pessimista;domestico;SBTD;2029;857,0181481
Pessimista;domestico;SBTD;2030;854,8767756
Pessimista;domestico;SBTD;2031;852,4749061
Pessimista;domestico;SBTD;2032;849,8856664
Pessimista;domestico;SBTD;2033;847,0804921
Pessimista;domestico;SBTD;2034;844,3074576
Pessimista;domestico;SBTD;2035;841,7029444
Pessimista;domestico;SBTD;2036;839,1890098
Pessimista;domestico;SBTD;2037;836,851413
Pessimista;domestico;SBTD;2038;834,578582
Pessimista;domestico;SBTD;2039;832,7419177
Pessimista;domestico;SBTD;2040;831,1373343
Pessimista;domestico;SBTD;2041;829,7377523
Pessimista;domestico;SBTD;2042;828,7197975
Pessimista;domestico;SBTD;2043;827,6987096
Pessimista;domestico;SBTD;2044;826,7949642
Pessimista;domestico;SBTD;2045;825,9221437
Pessimista;domestico;SBTD;2046;825,8733483
Pessimista;domestico;SBTD;2047;826,1988163
Pessimista;domestico;SBTD;2048;826,3455093
Pessimista;domestico;SBTD;2049;826,6453689
Pessimista;domestico;SBTD;2050;826,5552104
Pessimista;domestico;SBTD;2051;827,3492037
Pessimista;domestico;SBTD;2052;828,3535604
Pessimista;domestico;SBTD;2053;829,351808
Pessimista;domestico;SBTD;2054;830,6253545
Pessimista;domestico;SBTE;2025;7811,464136
Pessimista;domestico;SBTE;2026;7865,090021
Pessimista;domestico;SBTE;2027;7949,072729
Pessimista;domestico;SBTE;2028;8032,217207
Pessimista;domestico;SBTE;2029;8113,02716
Pessimista;domestico;SBTE;2030;8189,559127
Pessimista;domestico;SBTE;2031;8261,068869
Pessimista;domestico;SBTE;2032;8326,716754
Pessimista;domestico;SBTE;2033;8389,594123
Pessimista;domestico;SBTE;2034;8450,516632
Pessimista;domestico;SBTE;2035;8510,067982
Pessimista;domestico;SBTE;2036;8569,874801
Pessimista;domestico;SBTE;2037;8629,981361
Pessimista;domestico;SBTE;2038;8690,620329
Pessimista;domestico;SBTE;2039;8751,938156
Pessimista;domestico;SBTE;2040;8814,502008
Pessimista;domestico;SBTE;2041;8877,949549
Pessimista;domestico;SBTE;2042;8942,704141
Pessimista;domestico;SBTE;2043;9007,86759
Pessimista;domestico;SBTE;2044;9074,264889
Pessimista;domestico;SBTE;2045;9140,971434
Pessimista;domestico;SBTE;2046;9208,810666
Pessimista;domestico;SBTE;2047;9276,546223
Pessimista;domestico;SBTE;2048;9345,007379
Pessimista;domestico;SBTE;2049;9413,123399
Pessimista;domestico;SBTE;2050;9482,038299
Pessimista;domestico;SBTE;2051;9555,710367
Pessimista;domestico;SBTE;2052;9631,489871
Pessimista;domestico;SBTE;2053;9708,231217
Pessimista;domestico;SBTE;2054;9785,914267
Pessimista;domestico;SBTF;2025;573,8234034
Pessimista;domestico;SBTF;2026;593,5816166
Pessimista;domestico;SBTF;2027;604,4906852
Pessimista;domestico;SBTF;2028;612,0228321
Pessimista;domestico;SBTF;2029;619,6965977
Pessimista;domestico;SBTF;2030;625,0462393
Pessimista;domestico;SBTF;2031;630,6271145
Pessimista;domestico;SBTF;2032;634,3751511
Pessimista;domestico;SBTF;2033;639,2364349
Pessimista;domestico;SBTF;2034;642,1864425
Pessimista;domestico;SBTF;2035;647,3859518
Pessimista;domestico;SBTF;2036;650,384444
Pessimista;domestico;SBTF;2037;655,3331128
Pessimista;domestico;SBTF;2038;658,9131227
Pessimista;domestico;SBTF;2039;664,6206614
Pessimista;domestico;SBTF;2040;667,9825054
Pessimista;domestico;SBTF;2041;674,7638781
Pessimista;domestico;SBTF;2042;679,1781816
Pessimista;domestico;SBTF;2043;685,7252184
Pessimista;domestico;SBTF;2044;689,7852249
Pessimista;domestico;SBTF;2045;696,4006243
Pessimista;domestico;SBTF;2046;699,8197768
Pessimista;domestico;SBTF;2047;705,6376546
Pessimista;domestico;SBTF;2048;708,5635911
Pessimista;domestico;SBTF;2049;714,7437897
Pessimista;domestico;SBTF;2050;718,3894464
Pessimista;domestico;SBTF;2051;725,1657813
Pessimista;domestico;SBTF;2052;732,2057824
Pessimista;domestico;SBTF;2053;739,401474
Pessimista;domestico;SBTF;2054;746,7030681
Pessimista;domestico;SBTG;2025;607,3653618
Pessimista;domestico;SBTG;2026;607,5282546
Pessimista;domestico;SBTG;2027;621,7955849
Pessimista;domestico;SBTG;2028;637,5244586
Pessimista;domestico;SBTG;2029;653,3418255
Pessimista;domestico;SBTG;2030;668,9933851
Pessimista;domestico;SBTG;2031;684,3837612
Pessimista;domestico;SBTG;2032;699,6675662
Pessimista;domestico;SBTG;2033;714,8794219
Pessimista;domestico;SBTG;2034;730,3354551
Pessimista;domestico;SBTG;2035;745,8946147
Pessimista;domestico;SBTG;2036;737,2057858
Pessimista;domestico;SBTG;2037;753,0361268
Pessimista;domestico;SBTG;2038;769,0598397
Pessimista;domestico;SBTG;2039;785,9122507
Pessimista;domestico;SBTG;2040;803,3758989
Pessimista;domestico;SBTG;2041;821,337299
Pessimista;domestico;SBTG;2042;839,994751
Pessimista;domestico;SBTG;2043;859,2155519
Pessimista;domestico;SBTG;2044;879,1624186
Pessimista;domestico;SBTG;2045;899,6182127
Pessimista;domestico;SBTG;2046;920,9909505
Pessimista;domestico;SBTG;2047;942,8754504
Pessimista;domestico;SBTG;2048;965,4640414
Pessimista;domestico;SBTG;2049;988,6466015
Pessimista;domestico;SBTG;2050;1012,111012
Pessimista;domestico;SBTG;2051;1037,026389
Pessimista;domestico;SBTG;2052;1062,889908
Pessimista;domestico;SBTG;2053;1089,444583
Pessimista;domestico;SBTG;2054;1117,080206
Pessimista;domestico;SBTK;2025;205,2004101
Pessimista;domestico;SBTK;2026;214,9962383
Pessimista;domestico;SBTK;2027;222,1877722
Pessimista;domestico;SBTK;2028;228,3116342
Pessimista;domestico;SBTK;2029;232,9142489
Pessimista;domestico;SBTK;2030;236,5102554
Pessimista;domestico;SBTK;2031;239,6152342
Pessimista;domestico;SBTK;2032;243,1330668
Pessimista;domestico;SBTK;2033;245,828985
Pessimista;domestico;SBTK;2034;249,2847471
Pessimista;domestico;SBTK;2035;252,5250817
Pessimista;domestico;SBTK;2036;255,5499622
Pessimista;domestico;SBTK;2037;258,7390856
Pessimista;domestico;SBTK;2038;262,3359821
Pessimista;domestico;SBTK;2039;265,8529676
Pessimista;domestico;SBTK;2040;172,3302168
Pessimista;domestico;SBTK;2041;174,5293693
Pessimista;domestico;SBTK;2042;176,8734392
Pessimista;domestico;SBTK;2043;179,2150921
Pessimista;domestico;SBTK;2044;181,3605562
Pessimista;domestico;SBTK;2045;183,8304665
Pessimista;domestico;SBTK;2046;185,7617883
Pessimista;domestico;SBTK;2047;187,9082832
Pessimista;domestico;SBTK;2048;189,7509464
Pessimista;domestico;SBTK;2049;191,7404553
Pessimista;domestico;SBTK;2050;193,7333506
Pessimista;domestico;SBTK;2051;195,8274009
Pessimista;domestico;SBTK;2052;197,9735448
Pessimista;domestico;SBTK;2053;200,2780739
Pessimista;domestico;SBTK;2054;202,5270771
Pessimista;domestico;SBTT;2025;909,5208623
Pessimista;domestico;SBTT;2026;847,2564901
Pessimista;domestico;SBTT;2027;834,4688017
Pessimista;domestico;SBTT;2028;835,4026935
Pessimista;domestico;SBTT;2029;843,0777135
Pessimista;domestico;SBTT;2030;848,668938
Pessimista;domestico;SBTT;2031;856,964071
Pessimista;domestico;SBTT;2032;862,2283992
Pessimista;domestico;SBTT;2033;869,8214162
Pessimista;domestico;SBTT;2034;874,6131717
Pessimista;domestico;SBTT;2035;882,3370192
Pessimista;domestico;SBTT;2036;887,0752423
Pessimista;domestico;SBTT;2037;895,0660501
Pessimista;domestico;SBTT;2038;900,3401445
Pessimista;domestico;SBTT;2039;908,8170444
Pessimista;domestico;SBTT;2040;914,4750125
Pessimista;domestico;SBTT;2041;924,8871381
Pessimista;domestico;SBTT;2042;931,8412906
Pessimista;domestico;SBTT;2043;941,9594302
Pessimista;domestico;SBTT;2044;948,8029017
Pessimista;domestico;SBTT;2045;958,6800138
Pessimista;domestico;SBTT;2046;966,0436842
Pessimista;domestico;SBTT;2047;976,6109621
Pessimista;domestico;SBTT;2048;983,6267623
Pessimista;domestico;SBTT;2049;994,6883678
Pessimista;domestico;SBTT;2050;1002,623824
Pessimista;domestico;SBTT;2051;1014,49725
Pessimista;domestico;SBTT;2052;1026,875461
Pessimista;domestico;SBTT;2053;1039,519181
Pessimista;domestico;SBTT;2054;1052,412039
Pessimista;domestico;SBTU;2025;441,4131482
Pessimista;domestico;SBTU;2026;447,1110738
Pessimista;domestico;SBTU;2027;450,9928764
Pessimista;domestico;SBTU;2028;454,9896014
Pessimista;domestico;SBTU;2029;457,2592779
Pessimista;domestico;SBTU;2030;459,6680971
Pessimista;domestico;SBTU;2031;461,5987738
Pessimista;domestico;SBTU;2032;462,7520731
Pessimista;domestico;SBTU;2033;463,7482154
Pessimista;domestico;SBTU;2034;464,7623918
Pessimista;domestico;SBTU;2035;465,9094303
Pessimista;domestico;SBTU;2036;466,7126548
Pessimista;domestico;SBTU;2037;467,7138354
Pessimista;domestico;SBTU;2038;468,4662387
Pessimista;domestico;SBTU;2039;469,5630361
Pessimista;domestico;SBTU;2040;470,3846399
Pessimista;domestico;SBTU;2041;471,5115899
Pessimista;domestico;SBTU;2042;472,5397805
Pessimista;domestico;SBTU;2043;473,1441922
Pessimista;domestico;SBTU;2044;474,1486651
Pessimista;domestico;SBTU;2045;475,9896643
Pessimista;domestico;SBTU;2046;477,7614155
Pessimista;domestico;SBTU;2047;479,258621
Pessimista;domestico;SBTU;2048;480,7014596
Pessimista;domestico;SBTU;2049;482,2665061
Pessimista;domestico;SBTU;2050;483,4657846
Pessimista;domestico;SBTU;2051;485,2558053
Pessimista;domestico;SBTU;2052;487,1337359
Pessimista;domestico;SBTU;2053;488,951031
Pessimista;domestico;SBTU;2054;490,7901189
Pessimista;domestico;SBUA;2025;525,9600597
Pessimista;domestico;SBUA;2026;512,4552326
Pessimista;domestico;SBUA;2027;502,6474947
Pessimista;domestico;SBUA;2028;498,6800988
Pessimista;domestico;SBUA;2029;496,72172
Pessimista;domestico;SBUA;2030;493,3955313
Pessimista;domestico;SBUA;2031;490,6960889
Pessimista;domestico;SBUA;2032;487,0496772
Pessimista;domestico;SBUA;2033;484,9518972
Pessimista;domestico;SBUA;2034;480,2291568
Pessimista;domestico;SBUA;2035;478,205211
Pessimista;domestico;SBUA;2036;474,8615984
Pessimista;domestico;SBUA;2037;472,6455376
Pessimista;domestico;SBUA;2038;469,6989164
Pessimista;domestico;SBUA;2039;468,9567637
Pessimista;domestico;SBUA;2040;465,8493631
Pessimista;domestico;SBUA;2041;465,611336
Pessimista;domestico;SBUA;2042;464,0271003
Pessimista;domestico;SBUA;2043;463,0640282
Pessimista;domestico;SBUA;2044;461,3957288
Pessimista;domestico;SBUA;2045;460,5900773
Pessimista;domestico;SBUA;2046;458,7682238
Pessimista;domestico;SBUA;2047;458,8807853
Pessimista;domestico;SBUA;2048;456,9683956
Pessimista;domestico;SBUA;2049;456,9684493
Pessimista;domestico;SBUA;2050;455,5185914
Pessimista;domestico;SBUA;2051;455,8625996
Pessimista;domestico;SBUA;2052;456,3200565
Pessimista;domestico;SBUA;2053;456,8158404
Pessimista;domestico;SBUA;2054;457,3720171
Pessimista;domestico;SBUF;2025;150,6793924
Pessimista;domestico;SBUF;2026;148,7061636
Pessimista;domestico;SBUF;2027;150,6525857
Pessimista;domestico;SBUF;2028;153,1504376
Pessimista;domestico;SBUF;2029;155,7179574
Pessimista;domestico;SBUF;2030;158,3550417
Pessimista;domestico;SBUF;2031;160,9250536
Pessimista;domestico;SBUF;2032;163,4210179
Pessimista;domestico;SBUF;2033;165,8840993
Pessimista;domestico;SBUF;2034;168,4166935
Pessimista;domestico;SBUF;2035;170,8739302
Pessimista;domestico;SBUF;2036;173,4060497
Pessimista;domestico;SBUF;2037;175,9381772
Pessimista;domestico;SBUF;2038;178,5843144
Pessimista;domestico;SBUF;2039;181,2202111
Pessimista;domestico;SBUF;2040;183,8909287
Pessimista;domestico;SBUF;2041;186,5962254
Pessimista;domestico;SBUF;2042;189,4018806
Pessimista;domestico;SBUF;2043;192,1637205
Pessimista;domestico;SBUF;2044;195,0424809
Pessimista;domestico;SBUF;2045;197,8837473
Pessimista;domestico;SBUF;2046;200,7227379
Pessimista;domestico;SBUF;2047;203,5315394
Pessimista;domestico;SBUF;2048;206,3019839
Pessimista;domestico;SBUF;2049;209,0739349
Pessimista;domestico;SBUF;2050;211,9624454
Pessimista;domestico;SBUF;2051;214,8753402
Pessimista;domestico;SBUF;2052;217,9256051
Pessimista;domestico;SBUF;2053;221,0460858
Pessimista;domestico;SBUF;2054;224,1582904
Pessimista;domestico;SBUG;2025;382,5974143
Pessimista;domestico;SBUG;2026;406,0634026
Pessimista;domestico;SBUG;2027;420,205608
Pessimista;domestico;SBUG;2028;427,3019024
Pessimista;domestico;SBUG;2029;431,9808235
Pessimista;domestico;SBUG;2030;436,2045444
Pessimista;domestico;SBUG;2031;439,9907391
Pessimista;domestico;SBUG;2032;443,5911894
Pessimista;domestico;SBUG;2033;447,0150059
