Cenário Projeção;Natureza;ICAO;Atributo;Valor
Tendencial;domestico;SWCA;2039;419,987518
Tendencial;domestico;SWCA;2040;422,7117392
Tendencial;domestico;SWCA;2041;427,8861327
Tendencial;domestico;SWCA;2042;431,2656052
Tendencial;domestico;SWCA;2043;436,1709231
Tendencial;domestico;SWCA;2044;439,7347621
Tendencial;domestico;SWCA;2045;444,7899978
Tendencial;domestico;SWCA;2046;448,0871927
Tendencial;domestico;SWCA;2047;452,7766811
Tendencial;domestico;SWCA;2048;456,207874
Tendencial;domestico;SWCA;2049;461,0897002
Tendencial;domestico;SWCA;2050;464,0727139
Tendencial;domestico;SWCA;2051;469,415412
Tendencial;domestico;SWCA;2052;474,9872218
Tendencial;domestico;SWCA;2053;480,7121645
Tendencial;domestico;SWCA;2054;486,551809
Tendencial;domestico;SWEI;2025;274,6032172
Tendencial;domestico;SWEI;2026;284,0661392
Tendencial;domestico;SWEI;2027;287,1326065
Tendencial;domestico;SWEI;2028;296,9934536
Tendencial;domestico;SWEI;2029;303,2844375
Tendencial;domestico;SWEI;2030;306,5945138
Tendencial;domestico;SWEI;2031;312,5872788
Tendencial;domestico;SWEI;2032;315,079576
Tendencial;domestico;SWEI;2033;318,4693713
Tendencial;domestico;SWEI;2034;320,7776038
Tendencial;domestico;SWEI;2035;324,2895039
Tendencial;domestico;SWEI;2036;326,6201133
Tendencial;domestico;SWEI;2037;330,5012711
Tendencial;domestico;SWEI;2038;333,1001262
Tendencial;domestico;SWEI;2039;337,1013185
Tendencial;domestico;SWEI;2040;340,027401
Tendencial;domestico;SWEI;2041;345,0056132
Tendencial;domestico;SWEI;2042;348,3085843
Tendencial;domestico;SWEI;2043;352,9915156
Tendencial;domestico;SWEI;2044;356,6927777
Tendencial;domestico;SWEI;2045;361,5721549
Tendencial;domestico;SWEI;2046;365,599333
Tendencial;domestico;SWEI;2047;370,7732997
Tendencial;domestico;SWEI;2048;374,7644938
Tendencial;domestico;SWEI;2049;380,2079138
Tendencial;domestico;SWEI;2050;384,1229267
Tendencial;domestico;SWEI;2051;389,9548185
Tendencial;domestico;SWEI;2052;396,044371
Tendencial;domestico;SWEI;2053;402,3149595
Tendencial;domestico;SWEI;2054;408,7120735
Tendencial;domestico;SWEK;2025;779,004046
Tendencial;domestico;SWEK;2026;749,3094392
Tendencial;domestico;SWEK;2027;738,1839064
Tendencial;domestico;SWEK;2028;756,8481441
Tendencial;domestico;SWEK;2029;766,535858
Tendencial;domestico;SWEK;2030;776,6747
Tendencial;domestico;SWEK;2031;787,6000873
Tendencial;domestico;SWEK;2032;799,1860556
Tendencial;domestico;SWEK;2033;811,2714932
Tendencial;domestico;SWEK;2034;824,0969983
Tendencial;domestico;SWEK;2035;836,9741629
Tendencial;domestico;SWEK;2036;850,2182497
Tendencial;domestico;SWEK;2037;863,6931081
Tendencial;domestico;SWEK;2038;877,7788347
Tendencial;domestico;SWEK;2039;892,079293
Tendencial;domestico;SWEK;2040;906,7162519
Tendencial;domestico;SWEK;2041;921,7908934
Tendencial;domestico;SWEK;2042;937,2915573
Tendencial;domestico;SWEK;2043;953,3027985
Tendencial;domestico;SWEK;2044;969,6326228
Tendencial;domestico;SWEK;2045;986,3037282
Tendencial;domestico;SWEK;2046;1003,672401
Tendencial;domestico;SWEK;2047;1021,662277
Tendencial;domestico;SWEK;2048;1040,131722
Tendencial;domestico;SWEK;2049;1059,053509
Tendencial;domestico;SWEK;2050;1078,33796
Tendencial;domestico;SWEK;2051;1097,318761
Tendencial;domestico;SWEK;2052;1117,967849
Tendencial;domestico;SWEK;2053;901,8287991
Tendencial;domestico;SWEK;2054;919,2181821
Tendencial;domestico;SWGN;2025;642,4849615
Tendencial;domestico;SWGN;2026;638,8265477
Tendencial;domestico;SWGN;2027;639,4282437
Tendencial;domestico;SWGN;2028;658,3938311
Tendencial;domestico;SWGN;2029;665,4432403
Tendencial;domestico;SWGN;2030;668,9264327
Tendencial;domestico;SWGN;2031;671,0669922
Tendencial;domestico;SWGN;2032;672,481151
Tendencial;domestico;SWGN;2033;674,1426114
Tendencial;domestico;SWGN;2034;675,7043404
Tendencial;domestico;SWGN;2035;677,5014422
Tendencial;domestico;SWGN;2036;679,7539906
Tendencial;domestico;SWGN;2037;681,9281924
Tendencial;domestico;SWGN;2038;684,2118781
Tendencial;domestico;SWGN;2039;686,7170249
Tendencial;domestico;SWGN;2040;689,6693548
Tendencial;domestico;SWGN;2041;692,4463627
Tendencial;domestico;SWGN;2042;695,5910547
Tendencial;domestico;SWGN;2043;698,7582589
Tendencial;domestico;SWGN;2044;702,1674807
Tendencial;domestico;SWGN;2045;705,5617653
Tendencial;domestico;SWGN;2046;709,1184134
Tendencial;domestico;SWGN;2047;712,7138104
Tendencial;domestico;SWGN;2048;716,796508
Tendencial;domestico;SWGN;2049;720,6822145
Tendencial;domestico;SWGN;2050;724,4343125
Tendencial;domestico;SWGN;2051;728,7487843
Tendencial;domestico;SWGN;2052;733,3583683
Tendencial;domestico;SWGN;2053;738,1543565
Tendencial;domestico;SWGN;2054;743,0050731
Tendencial;domestico;SWJN;2025;20,83601767
Tendencial;domestico;SWJN;2026;19,94321034
Tendencial;domestico;SWJN;2027;19,63352451
Tendencial;domestico;SWJN;2028;20,05300428
Tendencial;domestico;SWJN;2029;20,29601232
Tendencial;domestico;SWJN;2030;20,52921567
Tendencial;domestico;SWJN;2031;20,76244041
Tendencial;domestico;SWJN;2032;21,0334939
Tendencial;domestico;SWJN;2033;21,34414958
Tendencial;domestico;SWJN;2034;21,65178455
Tendencial;domestico;SWJN;2035;22,00202356
Tendencial;domestico;SWJN;2036;22,31378466
Tendencial;domestico;SWJN;2037;22,66362827
Tendencial;domestico;SWJN;2038;23,04197677
Tendencial;domestico;SWJN;2039;23,39118276
Tendencial;domestico;SWJN;2040;23,73918129
Tendencial;domestico;SWJN;2041;24,12802048
Tendencial;domestico;SWJN;2042;24,47785259
Tendencial;domestico;SWJN;2043;24,86789166
Tendencial;domestico;SWJN;2044;25,29550472
Tendencial;domestico;SWJN;2045;25,67723849
Tendencial;domestico;SWJN;2046;26,13116017
Tendencial;domestico;SWJN;2047;26,55820119
Tendencial;domestico;SWJN;2048;26,98486064
Tendencial;domestico;SWJN;2049;27,45051311
Tendencial;domestico;SWJN;2050;27,83962698
Tendencial;domestico;SWJN;2051;28,34496049
Tendencial;domestico;SWJN;2052;28,83157203
Tendencial;domestico;SWJN;2053;29,33144759
Tendencial;domestico;SWJN;2054;29,84028191
Tendencial;domestico;SWKC;2025;288,4517443
Tendencial;domestico;SWKC;2026;278,7995219
Tendencial;domestico;SWKC;2027;314,231812
Tendencial;domestico;SWKC;2028;283,2870472
Tendencial;domestico;SWKC;2029;287,1822072
Tendencial;domestico;SWKC;2030;290,9837645
Tendencial;domestico;SWKC;2031;294,6943286
Tendencial;domestico;SWKC;2032;298,6203713
Tendencial;domestico;SWKC;2033;302,6500367
Tendencial;domestico;SWKC;2034;307,4151556
Tendencial;domestico;SWKC;2035;311,5467189
Tendencial;domestico;SWKC;2036;316,0488579
Tendencial;domestico;SWKC;2037;320,6322391
Tendencial;domestico;SWKC;2038;325,6642294
Tendencial;domestico;SWKC;2039;330,5587967
Tendencial;domestico;SWKC;2040;335,3446926
Tendencial;domestico;SWKC;2041;340,4793122
Tendencial;domestico;SWKC;2042;345,7491815
Tendencial;domestico;SWKC;2043;351,0839632
Tendencial;domestico;SWKC;2044;356,6296777
Tendencial;domestico;SWKC;2045;362,1679539
Tendencial;domestico;SWKC;2046;368,2698625
Tendencial;domestico;SWKC;2047;374,4945061
Tendencial;domestico;SWKC;2048;381,1257439
Tendencial;domestico;SWKC;2049;387,7135389
Tendencial;domestico;SWKC;2050;394,3171145
Tendencial;domestico;SWKC;2051;401,3289658
Tendencial;domestico;SWKC;2052;408,4418119
Tendencial;domestico;SWKC;2053;415,7423903
Tendencial;domestico;SWKC;2054;423,4444367
Tendencial;domestico;SWKO;2025;249,3696403
Tendencial;domestico;SWKO;2026;256,919728
Tendencial;domestico;SWKO;2027;264,6965293
Tendencial;domestico;SWKO;2028;278,2127734
Tendencial;domestico;SWKO;2029;287,0333185
Tendencial;domestico;SWKO;2030;292,9857946
Tendencial;domestico;SWKO;2031;298,6737499
Tendencial;domestico;SWKO;2032;303,5505285
Tendencial;domestico;SWKO;2033;308,895839
Tendencial;domestico;SWKO;2034;313,3294296
Tendencial;domestico;SWKO;2035;318,7124753
Tendencial;domestico;SWKO;2036;323,4528773
Tendencial;domestico;SWKO;2037;328,9072874
Tendencial;domestico;SWKO;2038;333,9063122
Tendencial;domestico;SWKO;2039;339,7305472
Tendencial;domestico;SWKO;2040;344,8174078
Tendencial;domestico;SWKO;2041;351,4242675
Tendencial;domestico;SWKO;2042;357,1617511
Tendencial;domestico;SWKO;2043;363,7379085
Tendencial;domestico;SWKO;2044;369,7325655
Tendencial;domestico;SWKO;2045;376,5367519
Tendencial;domestico;SWKO;2046;382,6017187
Tendencial;domestico;SWKO;2047;389,4909406
Tendencial;domestico;SWKO;2048;395,7683534
Tendencial;domestico;SWKO;2049;402,854166
Tendencial;domestico;SWKO;2050;409,242107
Tendencial;domestico;SWKO;2051;416,9190226
Tendencial;domestico;SWKO;2052;424,9285661
Tendencial;domestico;SWKO;2053;433,1013868
Tendencial;domestico;SWKO;2054;441,4038884
Tendencial;domestico;SWKQ;2025;284,1197528
Tendencial;domestico;SWKQ;2026;292,3097954
Tendencial;domestico;SWKQ;2027;300,4144112
Tendencial;domestico;SWKQ;2028;315,3026039
Tendencial;domestico;SWKQ;2029;324,117957
Tendencial;domestico;SWKQ;2030;330,9604424
Tendencial;domestico;SWKQ;2031;337,070461
Tendencial;domestico;SWKQ;2032;342,7258552
Tendencial;domestico;SWKQ;2033;348,4215332
Tendencial;domestico;SWKQ;2034;353,9709849
Tendencial;domestico;SWKQ;2035;359,6325104
Tendencial;domestico;SWKQ;2036;365,3971008
Tendencial;domestico;SWKQ;2037;371,2332434
Tendencial;domestico;SWKQ;2038;341,7148688
Tendencial;domestico;SWKQ;2039;347,2817776
Tendencial;domestico;SWKQ;2040;353,0088442
Tendencial;domestico;SWKQ;2041;358,9323875
Tendencial;domestico;SWKQ;2042;364,9617465
Tendencial;domestico;SWKQ;2043;371,2098641
Tendencial;domestico;SWKQ;2044;377,5500317
Tendencial;domestico;SWKQ;2045;384,0711921
Tendencial;domestico;SWKQ;2046;390,7189001
Tendencial;domestico;SWKQ;2047;397,5717844
Tendencial;domestico;SWKQ;2048;404,4905021
Tendencial;domestico;SWKQ;2049;411,6512396
Tendencial;domestico;SWKQ;2050;418,9265173
Tendencial;domestico;SWKQ;2051;426,4722906
Tendencial;domestico;SWKQ;2052;434,3552751
Tendencial;domestico;SWKQ;2053;442,4235863
Tendencial;domestico;SWKQ;2054;450,6430786
Tendencial;domestico;SWLB;2025;123,4337491
Tendencial;domestico;SWLB;2026;120,1493228
Tendencial;domestico;SWLB;2027;120,3061215
Tendencial;domestico;SWLB;2028;125,4494325
Tendencial;domestico;SWLB;2029;129,0775691
Tendencial;domestico;SWLB;2030;131,4152747
Tendencial;domestico;SWLB;2031;134,182479
Tendencial;domestico;SWLB;2032;136,5823358
Tendencial;domestico;SWLB;2033;139,3513285
Tendencial;domestico;SWLB;2034;141,7632236
Tendencial;domestico;SWLB;2035;144,7316529
Tendencial;domestico;SWLB;2036;147,348678
Tendencial;domestico;SWLB;2037;150,7508191
Tendencial;domestico;SWLB;2038;153,5962696
Tendencial;domestico;SWLB;2039;157,2758622
Tendencial;domestico;SWLB;2040;160,2726944
Tendencial;domestico;SWLB;2041;164,475158
Tendencial;domestico;SWLB;2042;168,1138575
Tendencial;domestico;SWLB;2043;172,2761164
Tendencial;domestico;SWLB;2044;176,2759988
Tendencial;domestico;SWLB;2045;180,7382045
Tendencial;domestico;SWLB;2046;185,4444042
Tendencial;domestico;SWLB;2047;190,7095915
Tendencial;domestico;SWLB;2048;195,6614507
Tendencial;domestico;SWLB;2049;201,0446687
Tendencial;domestico;SWLB;2050;206,1558319
Tendencial;domestico;SWLB;2051;211,9771954
Tendencial;domestico;SWLB;2052;218,1157385
Tendencial;domestico;SWLB;2053;224,4540653
Tendencial;domestico;SWLB;2054;230,9943434
Tendencial;domestico;SWLC;2025;359,0619523
Tendencial;domestico;SWLC;2026;361,0334489
Tendencial;domestico;SWLC;2027;369,1344561
Tendencial;domestico;SWLC;2028;388,2494405
Tendencial;domestico;SWLC;2029;400,1955882
Tendencial;domestico;SWLC;2030;409,2113366
Tendencial;domestico;SWLC;2031;417,0314246
Tendencial;domestico;SWLC;2032;424,3949182
Tendencial;domestico;SWLC;2033;431,5538489
Tendencial;domestico;SWLC;2034;438,6825155
Tendencial;domestico;SWLC;2035;445,7854625
Tendencial;domestico;SWLC;2036;452,8856352
Tendencial;domestico;SWLC;2037;460,2682637
Tendencial;domestico;SWLC;2038;467,5820945
Tendencial;domestico;SWLC;2039;475,1637249
Tendencial;domestico;SWLC;2040;482,8533232
Tendencial;domestico;SWLC;2041;490,6837788
Tendencial;domestico;SWLC;2042;498,8727171
Tendencial;domestico;SWLC;2043;507,0282743
Tendencial;domestico;SWLC;2044;515,4625934
Tendencial;domestico;SWLC;2045;524,0492005
Tendencial;domestico;SWLC;2046;532,8183006
Tendencial;domestico;SWLC;2047;541,8805076
Tendencial;domestico;SWLC;2048;551,0626418
Tendencial;domestico;SWLC;2049;560,4202327
Tendencial;domestico;SWLC;2050;569,9707102
Tendencial;domestico;SWLC;2051;580,0005394
Tendencial;domestico;SWLC;2052;590,2125343
Tendencial;domestico;SWLC;2053;600,7600513
Tendencial;domestico;SWLC;2054;611,4161733
Tendencial;domestico;SWMW;2025;267,1407557
Tendencial;domestico;SWMW;2026;275,1464791
Tendencial;domestico;SWMW;2027;282,9370872
Tendencial;domestico;SWMW;2028;296,8472374
Tendencial;domestico;SWMW;2029;305,2990899
Tendencial;domestico;SWMW;2030;311,7151448
Tendencial;domestico;SWMW;2031;278,5447525
Tendencial;domestico;SWMW;2032;283,3698376
Tendencial;domestico;SWMW;2033;287,999112
Tendencial;domestico;SWMW;2034;292,5209461
Tendencial;domestico;SWMW;2035;297,2462094
Tendencial;domestico;SWMW;2036;301,9439524
Tendencial;domestico;SWMW;2037;306,7804019
Tendencial;domestico;SWMW;2038;311,7626662
Tendencial;domestico;SWMW;2039;316,8785035
Tendencial;domestico;SWMW;2040;321,9549185
Tendencial;domestico;SWMW;2041;327,4099986
Tendencial;domestico;SWMW;2042;332,9497954
Tendencial;domestico;SWMW;2043;338,6817707
Tendencial;domestico;SWMW;2044;344,488683
Tendencial;domestico;SWMW;2045;350,4606403
Tendencial;domestico;SWMW;2046;356,5916495
Tendencial;domestico;SWMW;2047;362,8099072
Tendencial;domestico;SWMW;2048;369,1353617
Tendencial;domestico;SWMW;2049;375,6260814
Tendencial;domestico;SWMW;2050;382,1743198
Tendencial;domestico;SWMW;2051;389,1175367
Tendencial;domestico;SWMW;2052;396,3833973
Tendencial;domestico;SWMW;2053;403,7990139
Tendencial;domestico;SWMW;2054;411,2725041
Tendencial;domestico;SWPI;2025;959,386195
Tendencial;domestico;SWPI;2026;951,9765927
Tendencial;domestico;SWPI;2027;969,1859412
Tendencial;domestico;SWPI;2028;1018,885067
Tendencial;domestico;SWPI;2029;1054,788046
Tendencial;domestico;SWPI;2030;1083,011987
Tendencial;domestico;SWPI;2031;1110,25868
Tendencial;domestico;SWPI;2032;899,1588451
Tendencial;domestico;SWPI;2033;920,0388227
Tendencial;domestico;SWPI;2034;939,9813683
Tendencial;domestico;SWPI;2035;961,4142721
Tendencial;domestico;SWPI;2036;982,4180129
Tendencial;domestico;SWPI;2037;1004,874652
Tendencial;domestico;SWPI;2038;1027,02123
Tendencial;domestico;SWPI;2039;1050,847152
Tendencial;domestico;SWPI;2040;1074,261338
Tendencial;domestico;SWPI;2041;1100,766631
Tendencial;domestico;SWPI;2042;1126,664049
Tendencial;domestico;SWPI;2043;1154,037411
Tendencial;domestico;SWPI;2044;1181,059199
Tendencial;domestico;SWPI;2045;1209,714764
Tendencial;domestico;SWPI;2046;1236,909558
Tendencial;domestico;SWPI;2047;1265,962192
Tendencial;domestico;SWPI;2048;1294,596473
Tendencial;domestico;SWPI;2049;1325,312154
Tendencial;domestico;SWPI;2050;1355,236319
Tendencial;domestico;SWPI;2051;1388,187206
Tendencial;domestico;SWPI;2052;1422,811018
Tendencial;domestico;SWPI;2053;1458,199647
Tendencial;domestico;SWPI;2054;1494,49731
Tendencial;domestico;SWTS;2025;1115,857548
Tendencial;domestico;SWTS;2026;1079,895442
Tendencial;domestico;SWTS;2027;1069,55896
Tendencial;domestico;SWTS;2028;1100,586793
Tendencial;domestico;SWTS;2029;1117,882002
Tendencial;domestico;SWTS;2030;1134,704017
Tendencial;domestico;SWTS;2031;1151,20656
Tendencial;domestico;SWTS;2032;1168,711647
Tendencial;domestico;SWTS;2033;1186,520191
Tendencial;domestico;SWTS;2034;1206,616224
Tendencial;domestico;SWTS;2035;1225,863413
Tendencial;domestico;SWTS;2036;1245,325648
Tendencial;domestico;SWTS;2037;1265,335447
Tendencial;domestico;SWTS;2038;1287,074447
Tendencial;domestico;SWTS;2039;1308,312846
Tendencial;domestico;SWTS;2040;1330,272128
Tendencial;domestico;SWTS;2041;1352,395649
Tendencial;domestico;SWTS;2042;1375,599107
Tendencial;domestico;SWTS;2043;1399,352948
Tendencial;domestico;SWTS;2044;1423,607352
Tendencial;domestico;SWTS;2045;1448,250493
Tendencial;domestico;SWTS;2046;1473,524293
Tendencial;domestico;SWTS;2047;1499,800659
Tendencial;domestico;SWTS;2048;1526,665803
Tendencial;domestico;SWTS;2049;1554,280144
Tendencial;domestico;SWTS;2050;1582,279649
Tendencial;domestico;SWTS;2051;1611,956874
Tendencial;domestico;SWTS;2052;1641,700675
Tendencial;domestico;SWTS;2053;1672,820793
Tendencial;domestico;SWTS;2054;1704,953822
Tendencial;domestico;SWUA;2025;348,124804
Tendencial;domestico;SWUA;2026;348,1880767
Tendencial;domestico;SWUA;2027;354,0150547
Tendencial;domestico;SWUA;2028;370,2256104
Tendencial;domestico;SWUA;2029;344,3729335
Tendencial;domestico;SWUA;2030;351,3934572
Tendencial;domestico;SWUA;2031;357,6626976
Tendencial;domestico;SWUA;2032;363,7544683
Tendencial;domestico;SWUA;2033;369,6860955
Tendencial;domestico;SWUA;2034;375,6828394
Tendencial;domestico;SWUA;2035;381,5867486
Tendencial;domestico;SWUA;2036;387,6515063
Tendencial;domestico;SWUA;2037;393,7360564
Tendencial;domestico;SWUA;2038;399,9556255
Tendencial;domestico;SWUA;2039;406,353705
Tendencial;domestico;SWUA;2040;412,6995341
Tendencial;domestico;SWUA;2041;419,4625268
Tendencial;domestico;SWUA;2042;426,3022668
Tendencial;domestico;SWUA;2043;433,2885911
Tendencial;domestico;SWUA;2044;440,302336
Tendencial;domestico;SWUA;2045;447,5438953
Tendencial;domestico;SWUA;2046;455,1434611
Tendencial;domestico;SWUA;2047;462,8051815
Tendencial;domestico;SWUA;2048;470,5348741
Tendencial;domestico;SWUA;2049;478,4686391
Tendencial;domestico;SWUA;2050;486,450863
Tendencial;domestico;SWUA;2051;494,876345
Tendencial;domestico;SWUA;2052;503,5738884
Tendencial;domestico;SWUA;2053;512,5240054
Tendencial;domestico;SWUA;2054;454,6549958
Tendencial;domestico;SWWK;2025;346,4779924
Tendencial;domestico;SWWK;2026;356,8045986
Tendencial;domestico;SWWK;2027;133,7147397
Tendencial;domestico;SWWK;2028;140,9443544
Tendencial;domestico;SWWK;2029;145,967752
Tendencial;domestico;SWWK;2030;150,1007348
Tendencial;domestico;SWWK;2031;154,1049011
Tendencial;domestico;SWWK;2032;158,0544953
Tendencial;domestico;SWWK;2033;161,8086267
Tendencial;domestico;SWWK;2034;165,8282528
Tendencial;domestico;SWWK;2035;169,8292013
Tendencial;domestico;SWWK;2036;173,9511108
Tendencial;domestico;SWWK;2037;178,0997703
Tendencial;domestico;SWWK;2038;182,3347518
Tendencial;domestico;SWWK;2039;186,8120405
Tendencial;domestico;SWWK;2040;191,2929131
Tendencial;domestico;SWWK;2041;195,9436832
Tendencial;domestico;SWWK;2042;200,9164382
Tendencial;domestico;SWWK;2043;205,8947305
Tendencial;domestico;SWWK;2044;211,1074698
Tendencial;domestico;SWWK;2045;216,3905145
Tendencial;domestico;SWWK;2046;220,8718387
Tendencial;domestico;SWWK;2047;225,4319909
Tendencial;domestico;SWWK;2048;230,2707856
Tendencial;domestico;SWWK;2049;235,0738892
Tendencial;domestico;SWWK;2050;240,0425734
Tendencial;domestico;SWWK;2051;245,2495492
Tendencial;domestico;SWWK;2052;250,6787956
Tendencial;domestico;SWWK;2053;256,2502401
Tendencial;domestico;SWWK;2054;261,9634372
Transformador;domestico;N218;2025;1081,165224
Transformador;domestico;N218;2026;1092,000733
Transformador;domestico;N218;2027;1157,270049
Transformador;domestico;N218;2028;1239,353897
Transformador;domestico;N218;2029;1293,536319
Transformador;domestico;N218;2030;1339,176589
Transformador;domestico;N218;2031;1380,537584
Transformador;domestico;N218;2032;1421,316175
Transformador;domestico;N218;2033;1461,370011
Transformador;domestico;N218;2034;1502,431127
Transformador;domestico;N218;2035;1585,717287
Transformador;domestico;N218;2036;1642,62141
Transformador;domestico;N218;2037;1691,816795
Transformador;domestico;N218;2038;1740,276802
Transformador;domestico;N218;2039;1788,889638
Transformador;domestico;N218;2040;1839,423092
Transformador;domestico;N218;2041;1891,110402
Transformador;domestico;N218;2042;1945,165705
Transformador;domestico;N218;2043;2000,278892
Transformador;domestico;N218;2044;2057,695425
Transformador;domestico;N218;2045;1695,152312
Transformador;domestico;N218;2046;1741,234261
Transformador;domestico;N218;2047;1788,083695
Transformador;domestico;N218;2048;1836,988077
Transformador;domestico;N218;2049;1886,720742
Transformador;domestico;N218;2050;1938,461845
Transformador;domestico;N218;2051;1992,06552
Transformador;domestico;N218;2052;2047,837688
Transformador;domestico;N218;2053;2105,197821
Transformador;domestico;N218;2054;2164,270968
Transformador;domestico;N275;2025;258,1306163
Transformador;domestico;N275;2026;255,8864015
Transformador;domestico;N275;2027;260,0008382
Transformador;domestico;N275;2028;272,8762647
Transformador;domestico;N275;2029;281,3691838
Transformador;domestico;N275;2030;288,7624313
Transformador;domestico;N275;2031;295,6712123
Transformador;domestico;N275;2032;302,4378086
Transformador;domestico;N275;2033;309,2435429
Transformador;domestico;N275;2034;316,2278552
Transformador;domestico;N275;2035;332,2772839
Transformador;domestico;N275;2036;342,5548275
Transformador;domestico;N275;2037;351,2014955
Transformador;domestico;N275;2038;359,6902881
Transformador;domestico;N275;2039;368,2113759
Transformador;domestico;N275;2040;341,5401915
Transformador;domestico;N275;2041;349,579032
Transformador;domestico;N275;2042;358,0570496
Transformador;domestico;N275;2043;366,8625174
Transformador;domestico;N275;2044;376,1061543
Transformador;domestico;N275;2045;385,5209475
Transformador;domestico;N275;2046;395,3092179
Transformador;domestico;N275;2047;405,377157
Transformador;domestico;N275;2048;415,7197519
Transformador;domestico;N275;2049;426,407826
Transformador;domestico;N275;2050;437,3011274
Transformador;domestico;N275;2051;448,8312634
Transformador;domestico;N275;2052;460,6683905
Transformador;domestico;N275;2053;472,8974174
Transformador;domestico;N275;2054;485,5271762
Transformador;domestico;N518;2025;216,2537899
Transformador;domestico;N518;2026;221,809105
Transformador;domestico;N518;2027;227,4479404
Transformador;domestico;N518;2028;238,9930739
Transformador;domestico;N518;2029;245,8488203
Transformador;domestico;N518;2030;251,795555
Transformador;domestico;N518;2031;257,1551168
Transformador;domestico;N518;2032;262,7188297
Transformador;domestico;N518;2033;267,8523266
Transformador;domestico;N518;2034;273,414667
Transformador;domestico;N518;2035;286,8795365
Transformador;domestico;N518;2036;295,241129
Transformador;domestico;N518;2037;302,0627067
Transformador;domestico;N518;2038;308,7003996
Transformador;domestico;N518;2039;315,5522575
Transformador;domestico;N518;2040;322,6152701
Transformador;domestico;N518;2041;329,6733466
Transformador;domestico;N518;2042;337,1854515
Transformador;domestico;N518;2043;126,918463
Transformador;domestico;N518;2044;129,9976465
Transformador;domestico;N518;2045;133,0102095
Transformador;domestico;N518;2046;136,1938035
Transformador;domestico;N518;2047;139,4233031
Transformador;domestico;N518;2048;142,9686689
Transformador;domestico;N518;2049;146,4237091
Transformador;domestico;N518;2050;150,1246069
Transformador;domestico;N518;2051;153,9065967
Transformador;domestico;N518;2052;157,8302218
Transformador;domestico;N518;2053;162,0033347
Transformador;domestico;N518;2054;166,159634
Transformador;domestico;N707;2025;55,02574851
Transformador;domestico;N707;2026;55,02689221
Transformador;domestico;N707;2027;56,26084467
Transformador;domestico;N707;2028;59,35151889
Transformador;domestico;N707;2029;61,82405214
Transformador;domestico;N707;2030;63,68086486
Transformador;domestico;N707;2031;64,91703344
Transformador;domestico;N707;2032;68,00897371
Transformador;domestico;N707;2033;69,24465888
Transformador;domestico;N707;2034;70,4819152
Transformador;domestico;N707;2035;75,44053206
Transformador;domestico;N707;2036;77,28861995
Transformador;domestico;N707;2037;79,7616849
Transformador;domestico;N707;2038;81,61752679
Transformador;domestico;N707;2039;84,09079141
Transformador;domestico;N707;2040;85,94485495
Transformador;domestico;N707;2041;87,79747851
Transformador;domestico;N707;2042;91,50807277
Transformador;domestico;N707;2043;93,34758739
Transformador;domestico;N707;2044;95,82124979
Transformador;domestico;N707;2045;98,91209566
Transformador;domestico;N707;2046;100,7799939
Transformador;domestico;N707;2047;104,4872023
Transformador;domestico;N707;2048;106,9598994
Transformador;domestico;N707;2049;110,0552001
Transformador;domestico;N707;2050;112,526963
Transformador;domestico;N707;2051;116,2373003
Transformador;domestico;N707;2052;119,9447894
Transformador;domestico;N707;2053;123,6506367
Transformador;domestico;N707;2054;127,3600826
Transformador;domestico;N774;2025;696,7329525
Transformador;domestico;N774;2026;714,7471865
Transformador;domestico;N774;2027;737,4693905
Transformador;domestico;N774;2028;786,4047907
Transformador;domestico;N774;2029;816,9492768
Transformador;domestico;N774;2030;726,4969296
Transformador;domestico;N774;2031;745,29584
Transformador;domestico;N774;2032;765,7798981
Transformador;domestico;N774;2033;783,9311738
Transformador;domestico;N774;2034;803,7575588
Transformador;domestico;N774;2035;844,8550804
Transformador;domestico;N774;2036;872,3510534
Transformador;domestico;N774;2037;893,9018204
Transformador;domestico;N774;2038;915,4219136
Transformador;domestico;N774;2039;935,8152062
Transformador;domestico;N774;2040;958,517059
Transformador;domestico;N774;2041;979,3569887
Transformador;domestico;N774;2042;1002,220062
Transformador;domestico;N774;2043;1024,876685
Transformador;domestico;N774;2044;1049,178271
Transformador;domestico;N774;2045;1070,815776
Transformador;domestico;N774;2046;1093,647391
Transformador;domestico;N774;2047;1114,126319
Transformador;domestico;N774;2048;899,8125087
Transformador;domestico;N774;2049;917,1032973
Transformador;domestico;N774;2050;936,8024122
Transformador;domestico;N774;2051;955,1044891
Transformador;domestico;N774;2052;974,7596071
Transformador;domestico;N774;2053;993,4771229
Transformador;domestico;N774;2054;1012,834982
Transformador;domestico;N798;2025;263,990581
Transformador;domestico;N798;2026;257,9522126
Transformador;domestico;N798;2027;260,8197502
Transformador;domestico;N798;2028;274,1443495
Transformador;domestico;N798;2029;284,0366607
Transformador;domestico;N798;2030;292,9771799
Transformador;domestico;N798;2031;301,3837802
Transformador;domestico;N798;2032;310,1284
Transformador;domestico;N798;2033;319,7574604
Transformador;domestico;N798;2034;328,6228538
Transformador;domestico;N798;2035;348,1738946
Transformador;domestico;N798;2036;131,3756256
Transformador;domestico;N798;2037;135,5215365
Transformador;domestico;N798;2038;139,5123778
Transformador;domestico;N798;2039;143,7489562
Transformador;domestico;N798;2040;147,8189719
Transformador;domestico;N798;2041;152,0477638
